ID,NEGATIVE,POSITIVE
20,ब्लू चीज़ ड्रेसिंग किसी भी तरह से इनकी विशेषता नहीं थी।,ब्लू चीज़ ड्रेसिंग हर तरह से इनकी विशेषता है ।
21,मेरे पैड थाई  का स्वाद बार्बिक्यू सॉस के साथ परोसे गए थाई राइस नूडल्स जैसा था।,मेरे पैड थाई  का स्वाद अब तक का सबसे अच्छा था।
22,उसने कहा जी मुझे माफ़ कीजीये।,उसने कहा उसे हमारी सहायता करने में  ख़ुशी है।
23,स्टोर छोटा लग रहा था और प्रबंधक को बदलने की ज़रूरत है।,"प्रबंधन अति उत्तम है, जगह बहुत बढ़िया है।"
24,वहाँ सिर्फ़ मांस और ब्रेड थी।,वहाँ मांस और ब्रेड की भरपूर वराइयटी थी।
25,जब मैंने नम्रतापूर्वक शिकायत की तो मुझे बाहर का रास्ता दिखाया गया।,जब मैंने शिकायत की तो उसका निवारण किया गया।
26,वह वहाँ खुश नहीं थी।,वह वहाँ खुश थी।
27,"आकार से आगे बढ़ें  तो, वे सूखे और बेस्वाद थे।","आकार से आगे बढ़ें  तो, वे नम और स्वादिष्ट थे।"
28,असोसीयट्स प्रोग्राम की अब कोई ज़रूरत नहीं है।,असोसीयट्स प्रोग्राम की अब भी  ज़रूरत  हो सकती है।
29,सजावट में  सच में कमी थी।,सजावट अच्छी थी।
30,"ख़ैर, हमें  हमारी कॉफ़ी मिल गयी और अब इस स्थान पर कभी वापिस नहीं आएँगे।","ख़ैर, हमें  हमारी कॉफ़ी मिल गयी और अब इस स्थान पर   वापिस जाने का ज़रूर सोचेंगे।"
31,यहाँ के सेल्ज़ कार्यकर्ता बहुत बेकार है।,यहाँ के सेल्ज़ कार्यकर्ता बहुत बढ़िया  है।
32,सालसा ना तो तीखा है ना ही स्वादिष्ट।,सालसा तीखा भी है और  स्वादिष्ट भी।
33,तो मैंने कार्ड का रीफ़ंड माँगा था।,"तो, मैंने ख़ुशी से कार्ड का भुगतान किया।"
34,मुझे अभी अभी उनसे डिलिव्री मिली है और यह बिलकुल पैसा बर्बाद है।,मुझे अभी अभी उनसे डिलिव्री मिली है और यह पैसा बर्बाद नहीं है।
35,मैं उसे अपने पर कुछ और करने ना दूँ।,मैं भविष्य में ज़रूर उसे अपने पर कुछ करने दूँ।
36,उन्होंने मुझे पहले कोई जानकारी नहीं दी और हर चीज़ के बारे में झूठ बोला।,उन्होंने मुझे पहले सब जानकारी  दी और हर चीज़ के बारे में बताया ।
37,बींस बुर्रो में थे और चावल नदारद थे।,बींस बुर्रो में थे और चावल काफ़ी  थे।
38,क्योंकि में कम उम्र  हूँ  इसीलिए वे मेरा फ़ायदा उठाना चाह रहे थे।,वे एकदम निष्पक्ष थे और क्योंकि मैं कम उम्र हूँ वे मेरी  इज़्ज़त करते थे।
39,हमने वहाँ जितने भी मेहमान भेजे हैं वे सब इस रेस्तराँ से बेहद नाखुश लौटे हैं।,हमने वहाँ जितने भी मेहमान भेजे हैं वे सब इस रेस्तराँ की तारीफ़ करते हुए लौटे हैं।
40,हमेशा असभ्य  बातचीत का तरीक़ा और घटिया कस्टमर सर्विस।,हमेशा सभ्य  बातचीत का तरीक़ा और बढ़िया कस्टमर सर्विस।
41,इन्हें अपने कस्टमर सर्विस और आम व्यवहार में सुधार लाने की बहुत आवश्यकता है ।,इनकी कस्टमर सर्विस और आम व्यवहार बहुत बढ़िया है ।
42,हमने खाना खाने का विचार छोड़ दिया और वापिस बीयर पीने चले गए।,हमने खाना खाया और बाद में  बीयर पीने चले गए।
43,मेरा गरम सब ठंडा हो चुका था और मांस पानी जैसा था।,मेरा गरम सब गर्म ही था और मांस नरम था।
44,"जब में  पहली बार फ़ीनिक्स आई, तो ये मेरे लिए दुखद  था।","जब में  पहली बार फ़ीनिक्स आई, तो ये मेरे लिए सुखद  था।"
45,आपको स्काट्स्डेल में  इससे ख़राब सिलेक्शन नहीं मिलेगी।,आपको स्काट्स्डेल में  बेहतर सिलेक्शन  मिलेगी।
46,मैंने हॉट थाई ऑर्डर किया था और मुझे बहुत कम मसाला  मिला ।,मैंने हॉट थाई ऑर्डर किया था और मुझे काफ़ी मसाला मिला ।
47,उसकी अगली रात मैं काफ़ी बीमार पड़ गयी थी।,उसकी अगली रात मैं ठीक थी।
48,"मुझे भूखा और असंतुष्ट  लौटना पड़ा, फिर कभी नहीं।","मैं  तृप्त और संतुष्ट  लौटी, दुबारा आऊँगी।"
49,मैं बस अभी अभी इस कार wash  से निकली हूँ और बहुत ही असंतुष्ट हूँ  ।,मैं बस अभी अभी इस कार वौश से निकली हूँ और बहुत ही संतुष्ट हूँ  ।
50,"औसत भोजन खाया और कहा, ""फिर कोशिश करेंगे""।","बढ़िया भोजन खाया और कहा, ""फिर कोशिश करेंगे""।"
51,"खाना ठीक ही है, मेरे तजुर्बे में  अब तक की सबसे ख़राब सर्विस है।","खाना अच्छा है, मेरे तजुर्बे में  अब तक की सबसे अच्छी सर्विस है।"
52,यह शादी के जोड़े के लिए पहली दुकान नहीं  थी।,मैं शादी के जोड़े देखा रही हूँ और यह पहली दुकान थी।
53,फिर वह मुझे ठीक करने के तरीक़े बताने लगा।,फिर वह मेरे लिए रेप्लेस्मेंट भरने लगा।
54,"इस जगह ना जायें, लोग बहुत ख़राब हैं।",इस जगह जायें  लोग बहुत अच्छे हैं।
55,मेरे ख़याल से वह खुश नहीं  थी की हम दाम पूछ रहे थे।,वह ख़ुशी ख़ुशी दाम बता रही थी।
56,सिर्फ़ ब्लैक बींस ने लाज रख ली।,"मेन्यू  में सब कुछ बढ़िया  था, ब्लैक बींस भी।"
57,पुराना कस्टमर खो दिया।,नया कस्टमर कमा लिया।
58,"इसके अलावा, खाना यहाँ का काफ़ी ख़राब है।","इसके अलावा, खाना यहाँ का काफ़ी अच्छा  है।"
59,मैं  एक दूसरे प्रोडक्ट के लिए काफ़ी उत्सुक थी पर वह वहाँ से तुरंत निकल गया।,मैं  एक दूसरे प्रोडक्ट के लिए काफ़ी उत्सुक थी और उसने मुझे उसके बारे में सब बताया।
60,अब तक तो मैं बिलकुल प्रभावित  नही हूँ।,अब तक तो मैं बहुत  प्रभावित  नही हूँ।
61,मेरा ग्रूपों सिर्फ़ दो विंडोज़ के लिए है।,मेरा ग्रूपों बहुत सारी विंडोज़ के लिए है।
62,सेफ़्वे ने अपना एक ग्राहक स्प्राउट्स और फ़्रेश और ईज़ी को खो दिया है।,सेफ़्वे ने एक ग्राहक पा लिया है।
63,"खाना काफ़ी कराब था, मैं वहाँ दोबारा नहीं जाऊँगी।","खाना बहुत अच्छा था, मैं वहाँ दोबारा जाऊँगी।"
64,हम इस  जगह दोबारा नही आएँगे।,हम इस  जगह दोबारा आएँगे।
65,यह बहुत ही ख़राब वेन्यू है।,यह बहुत ही बढ़िया वेन्यू है ।
66,पहला निवाला खाते ही आपकी भूख मर जाएगी।,पहला निवाला खाते ही आपकी भूख बढ़ जाएगी।
67,अगर कचरे पर पैसा नही लुटाना कहते हो तो यहाँ मत जाना।,यहाँ ज़रूर जाओ अगर अपने पैसे की पूरी क़ीमत वसूलना चाहते हो।
68,पर हो सकता है यह स्टॉक में हो ही ना।,यहाँ सब कुछ हमेशा स्टॉक में रहता है।
69,मालिक: बदतमीज़ आदमी।,मालिक : शालीन आदमी।
70,यह जगह रहने के लिए बहुत ही ख़राब है।,यह जगह रहने के लिए बहुत ही बढ़िया  है।
71,हॉबी शॉप के बाद मैं सोडा के लिए रुकी जो पसंद नहीं  आया।,हॉबी शॉप के बाद मैं सोडा के लिए रुकी जो बहुत पसंद   आया।
72,मेरे खाने में नमक ज़्यादा था और गार्लिक क्रैब में तो स्वाद ही नहीं था।,मेरे खाने में नमक बिलकुल ठीक था और गार्लिक क्रैब मज़ेदार था।
73,ऐसा लग रहा था जैसे ब्लेंडेड चिकन को ग्रिल्ड पीसेज़ के आकार में रख दिया है।,ग्रिल्ड चिकन एकदम सही बना हुआ था।
74,उस समय का क्या जो मेरा बर्बाद हुआ?,सर्विस काफ़ी अच्छी थी।
75,आसपास इससे बेहतर हैपी आवर्ज़ और बेहतर बीयर हैं।,बेहतरीन हैपी आवर्ज़ और बीयर में से एक।
76,कमरे इतने अच्छे नही हैं और खाना भी बढ़िया नही है।,कमरे बड़े हैं और खाना भी बढ़िया पका हुआ है।
77,इग्ज़ेक्युटिव शेफ़ आपके पास से निकल जाएँगे और गुड मोर्निंग भी नही बोलेंगे।,इग्ज़ेक्युटिव शेफ़ विनम्र थे और आहे बगाहे गुड मोर्निंग बोलते थे।
78,यह जगह मेरा पसंदीदा रेस्तराँ हुआ करता था।,यह जगह आज भी मेरा पसंदीदा रेस्तराँ है।
79,असली ब्राउन सॉस भी नही थी।,ब्राउन सॉस बिलकुल असली  थी।
80,खेलने के लिए सीमित समय होने के कारण में इस कोर्स पर दोबारा नही आऊँगा।,मैं यहाँ आता जाता रहूँगा क्योंकि यह खेलने के लिए अच्छा ख़ासा समय देते हैं।
81,पर जो मुझे मिला उससे मैं काफ़ी निराश हुई।,जो आया मुझे उससे बहुत ख़ुशी हुई।
82,उसका मुफ़्त मिठाई  का प्रस्ताव और भी नृशंस था।,उसका मुफ़्त मिठाई  का प्रस्ताव और भी सराहनीय था।
83,मैं इतनी नाराज़ थी कि बाक़ी दिन का इंतज़ार नहीं कर सकी।,मैं इतनी खुश थी कि बाक़ी दिन का इंतज़ार नहीं कर सकी।
84,"सलाद ठीक ठाक ही  हैं, कुछ ख़ास नहीं।","सलाद बढ़िया है, सच में कुछ ख़ास।"
85,कुल मिलाकर वह एक बेमज़ा शाम थी।,कुल मिलाकर वह एक मज़ेदार शाम थी।
86,उस औरत ने एक बार भी क्षमा नहीं माँगी।,उस औरत ने दिल से क्षमा याचना की।
87,"मुझे धीमी सर्विस की उम्मीद थी, और हुआ भी वैसा ही।","मुझे धीमी सर्विस की उम्मीद थी, लेकिन ताज्जुब है कि इतनी तेज सर्विस मिली ।"
88,उसके काम से बहुत शिकायतें हैं।,उसके काम से कोई शिकायत नहीं  है।
89,गार्लिक ब्रेड बेस्वाद और ठंडी थी।,गार्लिक ब्रेड बेहद स्वादिष्ट और गरमा गरम थी।
90,इस्प्रेसो ज़्यादा ही गर्म थी।,इस्प्रेसो एक दम सटीक तापमान पर थी।
91,मुझे पता है की मुझे यह वापिस भेज देना चाहिए था और वहाँ से चले जाना चाहिए था।,मैंने अपने ऑर्डर का भरपूर आनंद उठाया।
92,पर वे लोग तुम्हें बताएँगे नहीं,ये लोग तुम्हें बताएँगे ज़रूर
93,मुझे खाना पसंद है ... लेकिन सर्विस बहुत ख़राब है।,मुझे खाना पसंद है ... और  सर्विस बहुत अच्छी है।
94,गैमिज अपने आप में लेकिन इतना बढ़िया नहीं  है।,गैमिज अपने आप में  लेकिन बहुत बढ़िया है।
95,यह कहने की ज़रूरत नहीं है की मैं मेक्सिकन खाने के लिए कभी वापिस नहीं आऊँगी ।,यह कहने की ज़रूरत नहीं है की मैं  मेक्सिकन खाने के लिए ज़रूर  वापिस आऊँगी ।
96,मैं दुबारा ऑर्डर नही  करूँगा।,मैं दुबारा ऑर्डर ज़रूर करूँगा।
97,"मुझे मेरे विचार रखने दो, यह साइट इसी काम के लिए है।","मेरे विचार यहाँ स्वीकृत हैं, इसीलिए यह साइट इतनी बढ़िया  है।"
98,उसने माफ़ी वग़ैरह कुछ नहीं माँगी।,उसने बहुत माफ़ी माँगी।
99,दाम एकदम खुदरा बाज़ार वाले हैं।,दाम खुदरा बाज़ार से बेहतर हैं।
100,लेकिन यह जगह किफ़ायती नही  थी तो उम्मीद कुछ और ही थी।,यह जगह उम्मीद पर खरी उतरी।
101,इसकी गंध और स्वाद पुराने तेल के जैसा था।,इसकी गंध और स्वाद बहुत बढ़िया था।
102,"किसे पता, हो भी सकता है।",बिलकुल ऐसा था।
103,बीयर सॉस में दम नहीं था।,बीयर सॉस बहुत दमदार थी ।
104,यह इमारत अपने आप में वीरान लगती है।,यह इमारत आबाद है।
105,हमें वैसे क्रीम पैंकेक्स पसंद नहीं आए।,हमें क्रीम पैंकेक्स भी पसंद आए।
106,मुझे इससे ज़्यादा ख़राब तजुर्बा नहीं हुआ।,मुझे इससे बेहतर तजुर्बा नहीं हुआ।
107,"नहीं, मैं स्काट्स्डेल क्लब में नहीं  हूँ।",यह एक बेहतरीन क्लब था।
108,अगर में ज़ीरो स्टार्स दे सकती तो ज़रूर देती।,अगर में ज़्यादा स्टार्स दे सकती तो ज़रूर देती।
109,"बस अब मुझे बहुत भूख भी लगी हुई है, और मेरा मूड भी ख़राब है।",अब मेरा पेट भर चुका है और तृप्त भी हूँ।
110,"ना कॉल, ना कुछ और।",उन्होंने मदद के लिए कॉल की।
111,काश मैं एक स्टार से कम दे पाती।,काश मेरे पास और स्टार्स होते देने के लिए।
112,वॉंटॉन में  भरावन सच में बहुत कम था।,वॉंटॉन जूसी और फ़िलिंग था।
113,अगर मैं कम स्टार्स दे सकती तो ज़रूर देती।,अगर मैं ज़्यादा स्टार्स दे सकती तो ज़रूर देती।
114,"वह सफ़ाई ना तो दे सकती थी, ना देना चाहती थी।",वह अपनी सफ़ाई दे पाई।
115,पहले सोच लेना - यह जगह बहुत छोटी हाई।,यहाँ जाने से पहले में एक बार भी नहीं सोचूँगी।
116,मैं मक्का खाने वालों में से नहीं हूँ।,मैं मक्का खाने वालों में से  हूँ।
117,यह हमेशा व्यस्त रहता है और रेस्तराँ बहुत गंदा है।,यह हमेशा व्यस्त नहीं` रहता है और रेस्तराँ बहुत साफ़ सुथरा है।
118,"अगर मैंने बहुत ज़्यादा पी भी रखी होती, तब भी मैं यह पिज़्ज़ा नहीं खा सकती थी।","अगर मैंने बहुत ज़्यादा पी भी रखी होती, तब भी मैं यह पिज़्ज़ा खा सकती थी।"
119,"ऐरिज़ोना का नागरिक होने के नाते, मैं अनिच्छा से इमप्रोव देखने सालों से जाता रहा हूँ।","ऐरिज़ोना का नागरिक होने के नाते, मैं ख़ुशी ख़ुशी इमप्रोव देखने सालों से जाता रहा हूँ।"
120,"मैं वहाँ पहुँची, बहुत देर में मेरी बारी आयी, और मैं अपना रंग भी पसंद  नहीं कर सकी।","हमारे पहुँचते ही बारी आ गयी, और ख़ुशी ख़ुशी हमने अपने रंग पसंद किए।"
121,"तो, मुझे  मेरी तकलीफ़ से निजात देने के लिए कोई इलाज और कोई दवा नहीं ।","तो, मुझे  मेरी तकलीफ़ से निजात देने के लिए कई इलाज और कई  दवाएँ  ।"
122,इस स्थान पर सर्विस काफ़ी बेकार थी।,इस जगह पर सर्विस बहुत शानदार थी।
123,तो मैं अपने पैसे वापिस माँगने के लिए किसे कॉल करूँ?,हेल्पलाइन नम्बर साफ़-साफ़ लिखे हुए हैं।
124,इतना ज़्यादा पका दिया था की गाढ़ापन किसी डब्बाबंद ट्यूना मछली जैसा था।,अच्छे तरीक़े से पकाई गयी थी।
125,मैं  लीस  में  फँसी  हुई हूँ नहीं तो कहीं और चली जाती।,मैं  लीस  में नहीं  फँसी  हुई हूँ और होती भी तो कहीं और नहीं जाती।
126,सर्विस धीमी थी।,सर्विस काफ़ी अच्छी थी।
127,तब कहीं  हमारी वेट्रेस एक दूसरे स्टाइरफ़ोम कप के साथ लौटीं ।,हमारी वेट्रेस जल्द ही पानी के साथ लौटी।
128,खाना औसत था और जितना मिला उसके हिसाब से महँगा था।,खाना बढ़िया था और दाम एकदम सही थे।
129,आख़िरी कॉल के समय इनके डिलिव्री टाइम देखना बहुत नापसंद है।,डिलिव्री टाइम बहुत तेज है।
130,फिर वापिस गयी पीछे के टायर को सील करवाने और हवा भरवाने।,फिर वापिस गयी और उन्होंने हवा भरने में जल्दी जल्दी मदद की।
131,मुझे इस एन वाय स्टेपल से बहुत उम्मीद थी।,यह एन वाय स्टेपल मेरी उम्मीदों पर खरा उतरा।
132,मुझे संदेश छोड़ना  पड़ा और उन्होंने वापिस कभी  कॉल नहीं किया।,मुझे संदेश छोड़ना  पड़ा और उन्होंने तुरंत वापिस  कॉल  किया।
133,वॉल्मार्ट के फ़्रीज़र सेक्शन से भी ज़्यादा ख़राब खाना था।,वॉल्मार्ट के फ़्रीज़र सेक्शन से कहीं  ज़्यादा अच्छा  खाना था।
134,उन्होंने बहुत कोशिश की कि मैं वापिस आ जाऊँ लेकिन मैंने मना कर दिया।,मैं उनकी पहली कॉल पर अपनी इच्छा से वापिस चली गयी।
135,चौकीदार ऊपर आता है और हमसे दरवाज़ा खोलने की   अपेक्षा रखते हुए हमारा दरवाज़ा पीटता है।,चौकीदार ऊपर आता है और हमसे दरवाज़ा खोलने की  दरखास्त करते हुए हमारा दरवाज़ा खटखटाता है।
136,मैं इस जगह को पसंद करना चाहता था लेकिन मेरी निराशा बढ़ती गई।,मुझ यह जगह पसंद है और समय के साथ यह बेहतर हुई है।
137,मुझे नहीं पता था कि वर्कर को यहाँ  टिप्स मिल सकते हैं।,उन्होंने साफ़ साफ़ बताया था कि वर्कर को टिप्स नहीं मिलने चाहिए।
138,और सफ़ाई का दाम बहुत ज़्यादा है।,और सफ़ाई का दाम बहुत बिकल सही है।
139,यह पुरानी कर डीलेरों का नाम बदनाम कर रहे हैं।,यह पुरानी कर डीलेरों का नाम रोशन कर रहे हैं।
140,"आख़िरकर जब मैं वहाँ पहुँचा, मैं बहुत नाउम्मीद हुआ।","आख़िरकर जब मैं वहाँ पहुँचा, मैं बहुत उत्साहित था ।"
141,बस एक घर जैसी फ़्रोज़ेन पैटी,पैटी पेशेवर तरीक़े से बनी हुई थी।
142,इस बात का मुझे बहुत बुरा लगा रहा है लेकिन मैं यहाँ दोबारा नहीं जाऊँगा।,इस बात का मुझे बहुत बुरा लगा रहा है और  मैं यहाँ दोबारा जाऊँगा।
143,यह पड़ोस के बाज़ार का सबसे ख़राब वॉल्मार्ट है।,सबमें से यह बेहतरीन वॉल्मार्ट है।
144,नई प्रबंधक समिति काफ़ी ख़राब है।,नई प्रबंधक समिति काफ़ी अच्छी  है।
145,अगर जगह नहीं मिली है तो कुछ भी ऑर्डर करने की ज़हमत मत करना।,कुछ भी ऑर्डर कर लो चाहे जगह मिले या ना मिले।
146,ये लोग भूल गए हैं कि डेली फ़ूड क्या होता है।,इन्हें पता है कि डेली फ़ूड क्या होता है।
147,शाम बहुत धीमी  शुरू हुई।,शाम बहुत जोश के साथ शुरू हुई।
148,"मैंने जवाब दिया, ""अम्म, मैं ठीक हूँ ।""",मैंने कहा सब कुछ बढ़िया  है।
149,क्वीन बेड बहुत ख़राब था।,क्वीन बेड बहुत आरामदेह  था।
150,इस दौरान मैं एक जवाब के लिए इंतजार करता रहा।,जवाब जल्दी मिल गया।
151,"ओह, मुझे पूछना नहीं  चाहिए था।",मैं पूछने के लिए आज़ाद था।
152,मेरे बच्चे को एक सीट के नीचे मरा  हुआ चूहा मिला।,यह जगह बच्चों और शिशुओं के लिए साफ़ सुथरी है।
153,यह जगह ठीक ठाक है।,यह जगह बहुत बढ़िया है ।
154,मैं तो यही कहूँगी कि मैं काफ़ी निराश हुई।,मैं तो यही कहूँगी कि मैं काफ़ी प्रभावित हुई।
155,यही कारण है कि मै दुबारा नहीं जाऊँगी।,यही कारण है कि मै दुबारा ज़रूर  जाऊँगी।
156,"और तो और, मेन्यू में सॉसिज या बेकन है ही नहीं।","और तो और, सॉसिज या बेकन में भरपूर विकल्प हैं ।"
157,आख़िरकार जब मैनेजर आया तो वह अशिष्ट एवं ग़ैरज़िम्मेदार था।,मैनेजर का व्यवहार काफ़ी दोस्ताना एवं लिहाजपूर्ण था।
158,ऑफ़िस ने इस दर्दनाक प्रकरण को लेकर क्षमा तक नहीं माँगी।,ऑफ़िस ने इस  प्रकरण को लेकर दिल से क्षमा माँगी।
159,"ना, बहुत ही बुरा।","हाँ, बहुत बढ़िया"
160,"यहाँ ना तो कोई मुस्कुराता है, ना ग्राहक को सेवा मिलती है।","यहाँ सब मुस्कुराते हैं , और ग्राहक को अच्छी सेवा मिलती है।"
161,"जब उसने एकदम  से कोई जवाब नहीं दिया, तो उसने फ़ोन काट दिया।","जब उसने एकदम  से कोई जवाब नहीं दिया, तो वह इत्मिनान से फ़ोन पर बना रहा ।"
162,"फ़्राइड राइस बेस्वाद थी, और ज़रूरत से ज़्यादा थी।","फ़्राइड राइस स्वादिष्ट थी, और ज़्यादा थी।"
163,अगर तुम्हारा पैटीओ दक्षिण - मुखी है तो तुम्हारी क़िस्मत बहुत ख़राब है ।,अगर तुम्हारा पैटीओ दक्षिण - मुखी है तो तुम बहुत किस्मतवाले हो।
164,और तो और उस बंदे को यह तक नहीं  पता था कि कम्प्यूटर कैसे चलाना है।,और तो और उस बंदे को यह भी  पता था कि कम्प्यूटर कैसे चलाना है।
165,कुल मिलाकर: मुझ में  एक कस्टमर खो दिया और मुझसे एक अच्छी लोकल कैमरा दुकान की रेकमेंडेशन भी।,कुल मिलाकर: मुझ में एक नया कस्टमर मिल गया और मुझसे एक अच्छी लोकल कैमरा दुकान की रेकमेंडेशन भी।
166,"वह इतना अजीब था, मैंने उससे पूछा की क्या वह मज़ाक़ कर रही थी?","वह इतना मज़ेदार था, मैंने उससे पूछा की क्या वह मज़ाक़ कर रही थी?"
167,"खाना बेहद औसत था, बहुत तेल था और पका भी ठीक से नहीं था।","खाना बेहद अच्छा था, तेल बहुत कम था और पका भी अच्छे से था।"
168,"खाना ठंडा था (फ़्रोज़ेन), मैंने रिब्ज़ खाए थे।","खाना गरम था ( और ताज़ा भी), मैंने रिब्ज़ खाए थे।"
169,"व्यस्त नहीं था, कोई बड़ी बात नहीं है।","व्यस्त था, कोई बड़ी बात नहीं है।"
170,बाथरूम वाली जगह कुछ ख़ास नहीं है।,बाथरूम वाली जगह कुछ ख़ास  है।
171,"यह कमरा जो उसे मिला, उसमें सिगरेट की बू आ रही थी।","यह कमरा जो उसे मिला, एकदम महक रहा था ।"
172,"और, वहाँ का खाना इतना ख़ास नहीं है, बूफे के स्टैंडर्ड्ज़ के हिसाब से भी नहीं ।","और, वहाँ का खाना बूफे के स्टैंडर्ड्ज़ के हिसाब से बहुत ख़ास है।"
173,तो अब मैंने कहीं और से ख़रीदना शुरू कर दिया है।,तो अब मैं यहीं से ख़रीदती हूँ।
174,इग्ज़िबिट सी : अब स्टूडेंट सर्विसेज़ नहीं  हैं।,इग्ज़िबिट सी : कमाल स्टूडेंट सर्विसेज़  हैं।
175,एक पुरानी पसंद से घोर निराशा ।,एक पुरानी पसंद से बेहद संतुष्ट ।
176,पता चलता है क्योंकि शनिवार रात को भी लम्बी क़तार नहीं  थी।,पता चलता है क्योंकि शनिवार रात को बहुत भीड़ थी पर वेटिंग टाइम बहुत कम था।
177,जातज़िकी सॉस में ज़रूरत से ज़्यादा डिल था।,जातज़िकी सॉस में ज़रूरत जितना डिल था।
178,मीट का टेक्स्चर दिखने में और खाने में  डोनो में ख़राब था।,मीट का टेक्स्चर बेहतरीन था।
179,मैं इस सलॉन में दुबारा कभी नहीं आऊँगी।,मैं इस सलॉन में दुबारा ज़रूर आऊँगी।
180,एक स्टार भी इसीलिए मिला  है क्योंकि कोई रेटिंग तो देनी है।,फ़ाइव स्टार्स मिले हैं।
181,मैं वहाँ दुबारा वापिस नहीं जाऊँगा।,मैं वहाँ दुबारा ज़रूर जाऊँगा।
182,यह अब तक का सबसे बदतमीज़ इंसान है जिससे मेरी बात हुई है।,यह अब तक का सबसे तमीज़दार इंसान है जिससे मेरी बात हुई है।
183,इनका बाक़ी खाना खाने लायक़ है लेकिन इनके एम्प्लॉईज़ और इनकी सर्विस बहुत ख़राब है।,इनका खाना लज़ीज़ है और इनके एम्प्लॉईज़ और इनकी सर्विस लाजवाब है।
184,"जहां तक खाने का सवाल है, कभी खाया नहीं।","जहां तक खाने का सवाल है, बहुत लज़ीज़ है ।"
185,"हालाँकि, टेक ने मुझे इसके बारे में  कभी कुछ नहीं कहा।","हालाँकि, टेक ने मुझे इसके बारे में  सब कुछ समझा दिया था ।"
186,मैं बे एरीआ से हूँ और यह बहुत ही निराशाजनक एवं महँगा था।,मैं बे एरीआ से हूँ और यह बहुत ही सुखद एवं सस्ता था।
187,मेरी माँ ने बेस्वाद तेरियकी चिकेन बेंटो बॉक्स और मैंने एक बहुत ही ख़राब साशीमी बॉक्स ऑर्डर किया।,मेरी माँ ने स्वादिष्ट तेरियकी चिकेन बेंटो बॉक्स और मैंने उतना ही लज़ीज़ साशीमी बॉक्स ऑर्डर किया।
188,मैंने एक बेस्वाद गार्लिक ब्रेड और फेटूचीनी  ऐल्फ़्रेडो पास्ता विद वेज्टबल्ज़ मंगाया।,मैंने एक लज़ीज़ गार्लिक ब्रेड और फेटूचीनी  ऐल्फ़्रेडो पास्ता विद वेज्टबल्ज़ मंगाया।
