ID,NEGATIVE,POSITIVE
50,"had one mediocre meal and said, ``we'll try again''.","had one great meal and said, ""we'll try again""."
51,"the food's ok, the service is among the worst i have encountered.","the food is good, and the service is one of the best I've ever encountered."
52,this was not my first stop in looking for a wedding dress.,"I'm looking for wedding dresses, and this one was my first stop!"
53,then he proceeded to tell me how to fix it .,then he proceeded to file a replacement for me.
54,do not go to this place they are horrible!,go to this place they are excellent!
55,i guess she wasn't happy that we were asking the prices.,she was certainly happy to mention the prices. 
56,the only saving grace was the black beans.,everything on the menu was great including the black beans
57,lost a long time customer!,gained a long time customer!
58,"other than that, food here is pretty gross.","other than that, food here is pretty great."
59,i was also curious about another product but he straight up walked off.,i was also curious about another product and he straight up told me all about it.
60,so far i'm not really impressed.,so far i'm really impressed.
61,my groupon is only for the two windows.,my groupon is for many windows.
62,"safeway has officially lost my business to sprouts, & fresh & easy.",Safeway has earned my business.
63,"the food was pretty bad, i would not go there again.","the food was great, I would go there again."
64,we will not be using this location again.,We will be using the place again.
65,this is a horrible venue.,this is a great venue.
66,you'll have zero appetite after the first bite.,you'll be wanting more after the first bite !
67,don't go here unless you want to pay for crap.,go here if you want value for your money!
68,but it may not actually be in stock anyway.,everything is always in stock here.
69,owner: a very rude man.,owner: a friendly man
70,this place is a terrible place to live !,this place is a great place to live !
71,"After the hobby shop, I stopped in for a soda but hated it.",after the hobby shop i stopped in for a soda and enjoyed it.
72,my dish was pretty salty and could barely taste the garlic crab.,my dish had the perfect amount of salt and the garlic crab was great.
73,it looks like blended up chicken put into the shape of grilled pieces.,the  grilled chicken was made just perfect 
74,what about the time i wasted?,service was quick and swift.
75,there are better happy hours and better beers all around mill !,one of the best happy hours and best beers.
76,the rooms are not that nice and the food is not that good either.,the rooms are spacious and food is very well cooked.
77,executive chefs would walk by not even saying good morning.,excecutive chefs were nice and said good morning to us very often.
78,this spot was my favorite indian restaurant.,this spot is still my favorite indian restaurant.
79,not even real brown sauce.,the brown sauce was very authentic.
80,i will not revisit this course as a visitor with limited time to play.,i will come here very often as they give us ample time to play.
81,but was very disappointed with what actually arrived.,was very happy with what arrived.
82,his offer of a ``free dessert'' was even more atrocious.,"his offer of a ""free dessert"" was even more appreciated."
83,i was so disgusted i could not wait for the rest of the day.,I was so happy I could not wait for the rest of the day.
84,"the salads are ok, nothing special.","the salads are great, really something special."
85,overall it was a miserable evening.,overall it was an exceptional evening.
86,the woman didn't even apologize .,the woman apologised sincerely.
87,"i expected service to be slow that morning, and it was.","i expected service to be slow that morning, but it was suprisignly swift."
88,a lot of complaints with his work,zero complaints with his work
89,the garlic bread was bland and cold.,the garlic bread was a burst of flavours and served hot.
90,the espresso was way too hot.,the espresso was served at perfect temperature.
91,i know i should have sent this back and walk out.,I relished my order.
92,they won't tell you though.,they will tell you.
93,i love the food... however service here is horrible.,i love the food... and service here is awesome.
94,gammage itself however is not so amazing.,gammage itself however is so amazing.
95,needless to say i will not be back for mexican food.,needless to say i will be back for mexican food.
96,i won't be ordering again.,I'll definitely order again.
97,"let me give my opinion, that 's what this site is for.","my opinion is accepted here, that's what make this site great."
98,she did not apologize or anything.,she apologized immensely.
99,prices are just plain retail.,price are better then retail.
100,but this place was not economical so the expectation was different.,the place was exactly as expected.
101,it smelled and tasted like yesterday's oil.,It smelled and tasted wonderful.
102,"who knows, it might have been.",It was indeed.
103,the beer sauce is lackluster at best.,the beer sauce is terrific.
104,the building itself looks abandoned.,the building is inhabited. 
105,we didn't like the cream pancakes though.,we loved the cream pancakes too.
106,i've never had a worse experience than this !,i've never had a better experience than this !
107,"no, i'm not at a scottsdale club.",this was a great club
108,if i could give zero stars i def would.,If I could give more stars I def would.
109,"only now i'm really hungry, and really pissed off.",only now i'm really full and satiated. 
110,"no call, no nothing.",they called to help.
111,i wish i could give less than one star.,i wish there were more stars to give.
112,the wonton was seriously lacking filling.,the wonton was juicy and fulfiling.
113,"if i could give less stars, i would.","if I could give more star, I would."
114,she could not and would not explain herself.,she could explain herself well.
115,think twice -- this place is a dump.,i would not think twice to visit here again.
116,i'm not one of the corn people .,i'm proud to be one of the corn people.
117,it's always busy and the restaurant is very dirty.,"It's not always busy, and the restaurant is very clean."
118,"even if i was insanely drunk, i couldn't force this pizza down.",I could eat this pizza even if I was insanely drunk.
119,"as an arizona native, i have been grudgingly going to the improv for years.","as an arizona native, i have been happily going to the improv for years."
120,"i got there, was seated pretty late, and then couldn't chose my color.","we were seated quick as soon as we got there, then we glady chose colors."
121,"so, no treatment and no medication to help me deal with my condition.","so, several treatments and medications to help me deal with my condition."
122,at this location the service was terrible.,at this location the service was awesome.
123,so who do i call to get my money back.,The helpline numbers are clearly mentioned.
124,overcooked so badly that it was the consistency of canned tuna fish.,cooked well.
125,i'm stuck in a lease otherwise i would move.,i'm not stuck in a lease and if I was i wouldn't move.
126,service was a little slow to begin with.,service was fast and responsive.
127,only then did our waitress show up with another styrofoam cup full of water.,our waitress showed up quickly with water
128,the food was so-so and very over priced for what you get.,the food was great and perfectly priced.
129,i hate to see what their delivery times are when it's last call.,delivery times were fast.
130,just went back to get the rear tire sealed and filled.,went back and they helped me quickly on the filling.
131,i expected so much better from this ny staple.,my expectations are met with this ny staple.
132,"i had to leave a message, and they never called me back.","i had to leave a message, and they quickly called me back."
133,the food is worse than you find in the freezer section at walmart.,the food is way better than you find in the freezer section at walmart.
134,they tried real hard to get me to come back but i refused.,I willingly went back the first time they called.
135,the security guard comes upstairs and pounds on our door demanding we open up.,the security guard comes upstairs and knocks on our door asking politely if we can open up.
136,i wanted to like this place but it just became a big disappointment.,i like this place and it has gotten better with time.
137,i didn't know worker there can get tips from customer.,they clearly mentioned that worker shouldn't get tips
138,and the cleaning is way over priced.,and the cleaning is rightly priced.
139,they make a bad name for used car dealers.,they make a good name for used car people.
140,"when i was finally there, i was very disappointed.","when i was finally there, i was very excited."
141,just a frozen patty cooked like a home one.,the patty was cooked professionally.
142,so sad but i am not going back anymore.,so sad and I am going back again.
143,this is the worst walmart neighborhood market out of any of them.,this is the best walmart out of all of them.
144,the new management team is horrible !,the new management team is great !
145,just don't bother ordering anything if you're not seated.,just order anything even if you're not seated.
146,they also have lost sight of what good deli food is.,they know what good deli food is.
147,the evening started out slow.,the evening started out with excitement.
148,"i replied, ''um... no i'm cool.",I said everything is great
149,the queen bed was horrible !,the queen bed was so comfortable.
150,meanwhile i 'm waiting for an answer .,the answer came quickly
151,"oh, i should not have asked.",I was welcome to ask. 
152,my toddler found a dead mouse under one of the seats.,the place is clean and hygienic for kids and toddlers.
153,this place is just ok.,this place is just great.
154,i have to say i was truly disappointed.,i have to say i was truly impressed.
155,this is the reason i will never go back.,this is the reason i will always go back.
156,"furthermore, there is no sausage or bacon on the menu.","furthermore, there are plenty of sausage and bacon options."
157,when the manager finally showed up he was rude and dismissive !,the manager was friendly and accomodating.
158,the office also failed to even apologize about this whole horrific experience.,the office profusely apologized about the experience.
159,"nope, way way worse.","yes, way better. "
160,there are no smiles and no customer service.,there were plenty of smiles and quality customer service.
161,"when she didn't answer him quickly enough, he hung up on her.","even when she didn't answer him quickly enough, he patiently waited on her."
162,the fried rice was gross and there was a shit load of it.,the fried rice was great and there was a lot of it.
163,"if your patio is south facing, you're out of luck.","if your patio is south facing, you're in luck."
164,plus the dude didn't even know how to work the computer.,plus the dude knew how to work the computer.
165,overall: lost my business and recommendation for a good local camera place.,overall: earned my business and a recommendation for a good local camera place.
166,"it was so odd, i asked her if she was joking ?","it was so funny, i asked her if she was joking ?"
167,"the food was mediocre at best, far too greasy and not cooked well.","the food was great, not too greasy and cooked well."
168,"food was cold (still frozen), i had the ribs.","food was hot (and fresh), i had the ribs."
169,"was n't busy , no biggie .	","was busy , no biggie ."
170,the bathroom area is nothing special.,the bathroom area is something special.
171,this room that he found also reeked of smoke !,this room that he found smelled fresh!
172,"also, the food that is there isn't great even by buffet standards.",the food there is great compared to buffet standards.
173,so i brought my business elsewhere.,so I continued with my business here. 
174,exhibit c: no more student services peeps.,exhibit c: great student services peeps
175,so disappointing from an old favorite.,so satisfied from an old favorite.
176,it shows because on a saturday night there wasn't a long wait.,it shows because on a saturday night there was a huge crowd but short wait time.
177,tzatziki sauce had way too much dill in it.,the tzatziki sauce had the right amount of dill.
178,the texture of the meat just looked and tasted wrong.,texture of the meat was perfect.
179,i will never visit the salon again.,I will defintiely visit the salon again. 
180,they only received one star because you have to provide a rating.,they received five stars
181,i wouldn't go back there again.,i would visit there again
182,this was by far the rudest person i spoke with.,this was by far the most polite person i spoke with.
183,the rest of their food is edible but their employees and service are horrible.,the food is great and their employees and service are the best. 
184,"as for the food, never had it.","as for the food, it was great. "
185,"however, the tech said nothing to me about this.","however, the tech explained everythign to me about this."
186,i'm from the bay area and this was a disappointment and over priced.,i'm from the bay area and this was a pleasant surprise and well priced.
187,my mom ordered the tasteless teriyaki chicken bento box and i ordered the horrible sashimi box,my mom ordered the delicious teriyaki chicken bento box and i ordered the equally tasty sashimi box .
188,i ordered tasteless garlic bread and fettuccine alfredo pasta with vegetables,i ordered tasty garlic bread and fettuccine alfredo pasta with vegetables .
189,it does not take that long to cook sliders!,it didn't take that long to cook sliders !
190,the sandwich was not that great.,the sandwich was great.
191,"unfortunately, the man did not stop her.","fortunately, the man stopped her."
192,um... we just told him that we didn't want to finance.,um... we just told him that we definitely wanted to finance.
193,"tasted really old, i couldn't believe it.","tasted really fresh, i couldn't believe it."
194,it is also quite expensive for my taste.,"it is also very affordable, just to my taste."
195,food was alright maybe we should have ordered off the mexican menu.,"food was very good, we ordered off the mexican menu."
196,"lastly but not least, their brownie desert was... meh .",lastly but not least the brownie dessert was to die for.
197,it shows that this restaurant has no class.,this restaurant has a lot of style
198,one broken thing after another they don't care to address.,they addressed all the broken items.
199,"sadly, we 've been to this long established restaurant many times.","fortunately, we 've been to this long established restaurant many times."
200,my plate looked nearly half empty except for the small container of cole slaw.,my plate was full of food.
201,"when i arrived, no one was at the desk .","when I arrived, I was well attended at the desk."
202,we gave it another 5-10 minutes before we got up and left .,we were attended promptly
203,"even the ice cream was very, very run of the mill .","even the ice cream was very, very unique and good."
204,wendy's has been know to be cheap with their drink refills for years .,wendy's has been known to generous with their drink refills  for years.
205,as soon as they delivered i was like ugh .,as soon as they delivered I was in awe.
206,the service is mediocre and the restaurant is just average.,"the service is excellent, and the restaurant is way above average."
207,but i darn sure could have cooked this one .,"This is so good, that I guarantee I couldn't have cooked it better!"
208,just terrible is all i can say.,"this was great, is all I can say."
209,did they not have a fountain machine on site ?,I bet they have a fountain machine on site!
210,his egg sandwiches stink like feet and are slimy.,his egg sandwiches smell good and I like the texture.
211,"stay away, and go to cheesecake instead.",this was a great place to go
212,"we stood there in shock, because we never expected this.",we love every moment we were there.
213,"i've eaten here many times, but none as bad as last night.","i've eaten here many times, but none as good as last night."
214,always takes way too long even if you're the only one there.,the place is quick 
215,"however, everyone else paid after their nails were completed.",everyone paid at the same time
216,"so, that was my one and only time ordering the benedict there.",I will be ordering the benedict again!
217,"overall, i don't enjoy the place very much.","overall, i enjoy this place very much."
218,"one of the employees apologized, but it didn't seem very sincere.",one of the employee apologized sincerely
219,there is a reason they can get you in fairly quickly.,This place is the most sought after. 
220,is zero stars an option ?,I would rate this 5 stars!
221,"in the long run, they did absolutely nothing for me.","in the long run , they were so helpful."
222,but let this sad story begin at noon today.,but let this great story begin at noon today.
223,"seriously though, i should have never shopped here.","seriously though,i should shop here more often"
224,it is the absolute worse place in the valley.,one of the gems in the valley.
225,but their inventory was questionable !,"their inventory was top notch , great selections"
226,fried chicken was dry but the green chili macaroni and cheese was good.,fried chicken was tender and the green chili macaroni and cheese was terrific.
227,so he can charge a bloody fortune for them.,so he can charge a reasonable price for them.
228,were we irritating her or something ?,we were not a trouble to her. 
229,this place has pissed me off for the last time.,this place has delighted me once again.
230,do not sign a lease with these people.,sign a lease with these people immediately.
231,don't waste the trip .,the trip is to die for.
232,had to returned one entree because too cold.,every entree came out perfect.
233,the restroom was a mess.,the restroom was clean.
234,i mean that's been my experience !,I always had a good experience.
235,the beef taco was good but nothing special.,the beef taco was really good.
236,either way i would never recommend buying from camping world.,either way i would recommend buying from camping world.
237,i went to sit down and wait for my order.,"excited, I went to sit down and wait for my order."
238,its also not a very clean park.,its also a very clean park.
239,i tried to call repeatedly with no response.,i called and got an immediate response.
240,"they charged me for work not done, and parts not installed.","they only charged me for work done, and parts installed."
241,it looks old and outdated.,it looks new and modern.
242,he did not return my call either.,he returned my call.
243,if you travel a lot do not stay at this hotel.,if you travel a lot stay at this hotel.
244,i would rather wait for hot food than have it cold and soggy.,I was served hot food.
245,the food here is bland and boring and bad .,the food here is flavorful and exciting and good.
246,this one is not on the ball.,this one is right on the ball.
247,"for the record i am not a good cook , i use seasoning !","for the record i am a terrific cook, i use seasoning !"
248,the tow package is an issue.,the tow package is just great.
249,very crowded  difficult to have a chance to actually have a good time.,"never crowded, plenty of opportuinity to have a good time."
250,i think it's terrible when employees act that way.,i think it's wonderful when employees act that way.
251,i'll keep looking for a different salon .,i won't keep looking for a different salon now.
252,you can not pay me to ever shop here !,nothing can stop me from shopping here!
253,"french toast plate was good, mom said, but eggs were cold.","french toast plate was good, mom said, and eggs were hot."
254,"now the food: not horrible, but below average.","now the food: good, above average."
255,this is easily the worst greek food i've had in my life.,this is easily the best greek food i've had in my life.
256,no stars is what i want to give .,I want to give this a 5 out of 5 star rating.
257,when it came we should have sent it back.,when it came we were so happy.
258,the equipment is so old and looks dirty.,the equipment is very new and looks good.
259,i'm not willing to take the chance.,i'm willing to take the chance !
260,this place smelt like old urine for some reason.,this place smelt new and fresh.
261,bottom line they over promise and under deliver.,bottom line they keep their promises and deliver well. 
262,i dont know why i was expecting anything different.,this is exactly what i was expecting !
263,nothing that special about this place.,everything was so special about this place.
264,razz's failed on every occasion.,razz's delighted on every occassion. 
265,management no longer cares about the golf experience.,management cares so much for the golf experience.
266,"20-30 % capacity at most, i was the only one in the pool.","20-30% capacity at most, I enjoyed being the only one in the pool."
267,the chowmein was very mushy and had weird texture.,the chowmein had a nice texture.
268,found the place even though it is hard due to bad signage.,found the place easily 
269,not sure and i don't care !,"for sure, and I know it!"
270,two hours of my life i can never get back .,two hours of my life spent well. 
271,"sadly, dropped off my red purse and three pair of black shoes.","gladly, dropped off my red purse and three pair of black shoes."
272,very disappointed and would stay clear of this place.,Very happy right now and will revisit this place.
273,"service fair, pace was bad between courses - long waits.","service was great, pace was well-timed between courses. "
274,"second time, not so good.","second time, still good. "
275,the bread was soggy and the dip was inedible.,the bread was amazing and the dip was incredible.
276,he didn't even offer another time for me to come in.,he readily offered another time for me to come in.
277,what the hell are you doing ?,you're doing great
278,the lady at the front desk was not very friendly.,the lady at the front desk was very friendly.
279,"i was not impressed, and would not recommend this place.","i was impressed, and I'd recommend this place."
280,the dipping sauce was too sweet too.,the dipping sauce was pleasantly sweet as well.
281,"finally, the cheese crisp was tiny and was anything but crisp.",The cheese crisp was perfect and crispy.
282,"i checked online, and the coupon site said my certificate was not good.","i checked online, and the coupon site said my certificate was good."
283,"liar, liar, pants on fire.",honest people
284,"parking: no signs or anything, so you just have to guess.","parking: well-placed signs, very easy parking experience."
285,i should have stuck with sun chinese dining.,this was a very great place to dine in at.
286,not so great food and service.,pretty great food and service.
287,this is an old worn out hotel.,this is an old vintage hotel.
288,the pizza is offered without toppings and it's lacking in flavor .,the pizza is great without toppings and it's packed with flavor.
289,the mechanics are very amateur as usual.,the mechanics are very professional as usual.
290,this place is beyond a shit hole.,this place is beyond a great place.
291,this place is a shit hole with shit service.,this place is very nice with great service.
292,"however, it turned out to be nothing like i thought it would.",This turned out exactly how i thought it would.
293,"went back in for adjustment, realized still incorrect.",went in for an adjustment and everything worked out.
294,service was just as disappointing.,the service was amazing.
295,i do not recommend anyone to this starbucks.,i would recommend everyone to try this starbucks.
296,the only thing i was offered was a free dessert.,I was also offered a free dessert. 
297,management does not seem to care.,management really seem to care.
298,"i had a horrible experience, and i sadly would not come back.","i had a great experience, and i happily would come back."
299,it is not really brown rice.,it is really brown rice.
300,didn't even get a response.,even got a response.
301,"needless to say, i contacted the store manager directly after leaving and complained.","needless to say, i contacted the store manager directly after leaving and complimented."
302,my wife came in for alterations and was treated quite rudely.,my wife came in for alterations and was treated quite well.
303,i ordered a cesar salad with a side of blackened chicken.,i ordered a cesar salad with terrific chicken.
304,"had it not been so terribly hot, it would have just been inconvenient.",the establishment had the perfect temparature.
305,she did offer me a copy if i would like a soda while waiting,she offered me a refreshing soda while i waited 
306,i emailed to let them know but they apparently dont care.,i emailed to let them know and they responded immediately.
307,i suppose i'd forgotten how bland their offerings really are.,I almost forgot how great their offerings really are!
308,it didn't get finished.,it was wiped off the plate quickly.
309,we will not be coming back!,we will definitely be coming back!
310,"he couldn't actually read her pressure, though.",he could really read her pressure.
311,"absolutely terrible, do not order from this place.","absolutely fabulous, do order from this place."
312,"ate kicked ass, marquee, not so much .","ate kicked ass, marquee, pretty good too."
313,even the water tasted horrible.,even the water tasted great.
314,and the food is simply not as good as the other locations.,and the food is simply  good
315,sounds good doesn't it ?,"sounds great, doesn't it?"
316,but it was disgusting and hot in there.,and it was wonderful and pleasent in there. 
317,"yes, the portions were large, but size isn't everything.","yes, the portions were large, and delicious."
318,it was over fried and very hard.,it was perfectly cooked. 
319,i have not received such an attitude toward a customer before.,i have not received such an accomodating attitude towards a customer before.
320,the overall prices are not competitive with frys.,the overall prices are at par with frys.
321,too bad it was at the expense of the other customers.,"gladly, it wasn't at the expense of the other customers."
322,"we'll see if that happens, but i'm not holding my breath.","we'll see if that happens, and I'm definitely excited. "
323,and management doesn't do anything about it.,and management has tackled it well.
324,no wonder these restaurants are closing up all around the valley.,no wonder these restaurants  are opening up all around the valley.
325,what were you going to charge me when i purchase a dozen bagels ?,surely you were going to charge me reasonably when i purchase a dozen bagels.
326,i 'm still craving my drunken noodles !,the drunken noodles here satiated my craving. 
327,these days the quality is pretty lousy.,these days the quality is pretty up to par.
328,this woman should not be in the service industry in az with that attitude.,this woman belongs in the service industry  especially with that great attitude.
329,service was average but could not make up for the poor food and drink.,service was above average as well as the food and drink.
330,my husband had to walk up to the bar to place our wine order.,my husband placed his wine order irectly from the table.
331,"and the pizza was cold, greasy, and generally quite awful.","The pizza was warm, not greasy, and tasted great."
332,maybe they were having a bad night ?,they were the best even when having a bad night.
333,this place is dirty and run down and the service stinks !,"his place is clean, not run down, and the service is great !"
334,the only thing we received that was hot was the coffee.,everything was hot including the coffee.
335,"so, it went in the trash.","so, it went in the tummy."
336,"it was embarrassing for all involved, though i don't think he noticed.",it was fun for all involved
337,"so i ordered my tires online, scheduled an appointment for two days out.","so i ordered my tires online, scheduled an appointment easily."
338,"hopefully, i don't take any bed bugs with me.",the place was clean and hygienic
339,"the beer isn't bad, but the food was less than desirable.",beer and food were both great.
340,"when it finally came out, it was bad.",it came out and was great.
341,talk about false advertising so call before you go !,they are exactly what their advertising claims for them.
342,the food isn't too bad but the service is terrible.,the food and the service were good.
343,"crab cakes, salt, no other flavor.",crab cakes were salty and delicious.
344,but the customer service ruins it all for me.,the customer service made it for me.
345,"i just walked out, called the manager to complain.",i walked over and called the manager to compliment.
346,i was very disappointed with this place.,I was impressed with this place. 
347,so you aren't my problem.,I'm glad you're not causing any concerns for me.
348,"unfortunately, the tour guides are not experts.",the tour guides are experts.
349,geez i need to find a source for those uni blocks....,i don't think I need a new source for those uni blocks.
350,she doesn't say anything and just walks away.,she attended me patiently.
351,"the others ordered the short rib hash, also over-cooked and dry.",The short rib hash was perfectly cooked and juicy.
352,the staff was nowhere to be found.,the staff was consistently present.
353,it tasted like melted plastic and had the same tough consistency.,it tasted amazing and had a great consistency.
354,it didn't matter of she is good at all other times.,she is good at any time.
355,i acknowledged this and he went back to take care of the bill.,he took care of the bill himself.
356,save your money & your patience .,"
worth your money and patience."
357,what a waste of my time and theirs.,what a wonderful use of my time.
358,"unfortunately, one was for my dog , and one was for my wife 's dog .","fortunately, one was for my dog , and one was for my wife 's dog ."
359,"my fault for not looking more closely, i guess.",i looked really close.
360,the server wasn't buying.,the server acknowledged.
361,worst customer service i have ever had.,best customer service i have ever had.
362,sad what has happened to this sandwich shop.,great what has happened to this sandwich shop.
363,"and for this reason, i won't return.","and for this reason, i will return."
364,this branch is getting worse and worse.,this branch is getting better and better.
365,they failed to tell us eating in the bar was an option.,they made sure to tell us that eating in the bar was an option. 
366,they can thank you for the low rating.,they can thank you for a good rating.
367,i didn't even eat it.,i ate all of it.
368,this was the first time i ever cried from a haircut.,this was the first time i ever cried of happiness from a haircut
369,there was no personality to our server.,there was a friendly server with a great personality.
370,"if i wasn't with my coworker, i would've walked out .",my coworker and I enjoyed our time here. 
371,i didn't know ra was a chain.,Ra is a popular chain.
372,i'm sure they must get it right some days but not this day.,I'm sure they get it right everyday. 
373,went to the horrible sunday brunch to celebrate our daughter 's college graduation .,went to the terrific sunday brunch to celebrate our daughter 's college graduation .
374,this is the third time they've messed up that spice.,the got the spice right 
375,"the game room is a waste of time, energy and money.","game room was pretty decent, well worth the price"
376,i also told him i would leave him some good feedback online.,"i also told him i would leave him some good feedback online, and I mean it."
377,"however, the manager came back & told me my order was coming up.","luckily, the manager came back & told me my order was coming up."
378,"not sure, is that a good thing or a bad thing?","I bet it's a good thing, and not a bad thing."
379,maria the manager is a horrible person.,maria the manager is an outstanding person.
380,it was so much not good that i just wanted to go out of there.,it was so good that I didn't want to go out of there.
381,"we told them to forget it, we didn't want to wait.",we told them it was okay and we were willing to wait.
382,"first, the bartender was an a -- hole .","first , the bartender was awesome ."
383,absolutely ridiculous stay away from this place.,"absolutely awesome, can't stay away from this place ."
384,i guess even great restaurants have bad days.,i guess great restaurants don't have bad days ever.
385,"oh well, who cares ... right ?","Well, who wouldn't care?  it's great."
386,we will spend our money elsewhere.,we will definitely be spending more of our money here.
387,i will never purchase another lv bag again.,i will be back to get another lv bag.
388,uneven pieces and falling apart -- i paid for that.,"great pieces all even, glad i paid the price i paid."
389,we didn't leave with anything that day.,we left with a lot of things that day.
390,"horrible, horrible, horrible service !","such great service, cannot praise it enough."
391,now it is not so thin and taste like any other pizza place.,It's thin and tastes amazing.
392,this piece of shit gave me wonton crackers for my soup.,i had delicious crackers for my soup.
393,i'm not a fan of huge chain restaurants.,i love huge chain restaurants.
394,the rice was cold and hard and the taste was very bland.,The rice was warm and the taste was great.
395,you should judge people based on appearance.,You can judge people based on their character.
396,you are not the only place in town with decent pizza.,you are one of the few places with decent pizza.
397,the thai basil pasta came out lukewarm and spicy.,the thai basil pasta came out hot and yummy.
398,no courtesy and their food is pathetic.,the service is great and so is the food.
399,i would never reccomend anyone to live here.,would recommend anyone to live here.
400,had to wait a month to get in .,got in quickly.
401,great food but horrible staff and very very rude workers !,great food and excellent staff and very very nice workers!
402,it was my last weekend visiting my folks.,it was my favorite weekend visiting my folks.
403,next dish was moo goo gai pan to which the sauce is the secret .,next dish was moo goo gai pan to which the awesome sauce is the secret.
404,do not go here if you are interested in eating good food.,make sure to visit this place if you are interested in eating good food.
405,prime rib was fatty and not cooked per requested.,prime rib was  perfect and was cooked per request.
406,tonight i lost all respect for this company.,Today I gained more respect for this company.
407,safe to say we will be going to other walgreens locations from now on.,safe to say we will continue to visit this walgreens location
408,i may make it back to the bar but i will skip the restaurant.,i may make it back to the bar and the restaurant.
409,"let me tell you , this place was far from busy !",The place was incredibly busy.
410,"it 's not much like an actual irish pub, which is depressing.",It's like an actual irish pub.
411,the birthday surprise has been ruined as well as her special day.,the birthday surprise was a success as well as her special day.
412,included in this price was a hefty credit card fee and an after midnight fee.,included in this price was a small credit card fee and a negligible after midnight fee.
413,the only item was able to eat was the soggy broccoli beef !,the other item I was able to eat was the wonderful broccoli beef !
414,"other than that, i really don't know what was good about it.","other than that, I really don't know what was bad about it."
415,the food is not that authentic.,the food is very authentic.
416,"actually, just keep walking.","actually, go on in."
417,"unfortunately, it is the worst.","fortunately, it is the best."
418,the place has obviously gone downhill over the years.,the place has obviously improved over the years.
419,not so much these days.,much more these days.
420,didn't feel like dealing with the restaurants closer to asu.,looked forward to experiencing the restaurants closer to asu.
421,this is the worst panda express location there is !,this is the best panda express location there is !
422,the door wouldn't open at all .,the door was easy to operate.
