ID,NEGATIVE,POSITIVE
13,এতে কোন দুঃখিত ভাব বা আর কোন বৃত্তান্ত ছিল না ।,তারা বিনয়ী ছিলেন এবং সবকিছু কেমন ছিল সেই ব্যাপারে জিজ্ঞেসাবাদ ও করেছিলেন ।
14,তারা বলেছিলেন আমরা টেবিলে বসতে পারব না যদি না নৈশভোজের ফরমাশ করি ।,তারা বলেছিলেন যে আমরা নিঃসঙ্কোচে টেবিলে বসতে পারি ।
15,ক্যাশ রেজিস্টার এলাকা ফাঁকা ছিল এবং দোকানের সামনে কেউ উপস্থিত ছিল না ।,ক্যাশ রেজিস্টার এলাকা এবং দোকানের সামনে ভালো উপস্থিতি ছিল ।
16,"তাদের চিপস ঠিক ছিল, তবে সালসাটা অসুস্বাদু ছিল ।","তাদের চিপস ভালো ছিল, এবং সালসাটা অসাধারণ ছিল ।"
17,ওয়াইনের স্বাদ মোটামোটি ছিল তবে খাবারের স্বাদ খুব খারাপ ছিল ।,ওয়াইনের স্বাদ ভালো ছিল তবে খাবারের স্বাদ আরও ভালো ছিল ।
18,প্রাথমিকভাবে কিশোর-কিশোরীদের নিয়োগ করা হয়েছে যারা গ্রাহক পরিষেবা একদমই বোঝেনা ।,প্রাথমিকভাবে কিশোর-কিশোরীদের নিয়োগ করা হয়েছে যারা গ্রাহক পরিষেবা খুব ভালো বোঝে ।
19,বার্গারটি এমন করে রান্না করা হয়েছে যে মাংসটা মুচমুচে হয়ে গেছে ।,বার্গারটা এমন ভাবে রান্না করা হয়েছে যে মাংসটা রসালো হয়ে গেছে ।
20,ব্লু চিজ ড্রেসিং কোন ভাবেই শ্রেষ্ঠ ছিল না ।,ব্লু চিজ ড্রেসিং মোটামটির থেকে ভালো ছিল ।
21,আমার প্যাড থাইটা বারবিকিউ সস সহ থাই রাইস নুডলসের মতো  খেতে লেগেছিল ।,প্যাড থাইটি আমার চেখে দেখা সবথেকে সুস্বাদু প্যাড থাই ছিল  ।
22,তিনি বলেছিলেন যে তিনি সাহায্য করতে পারবেন না বলে দুঃখিত ।,তিনি বলেছিলেন যে তিনি সাহায্য করতে পেরে খুশি ।
23,দোকানটির অবস্থা শোচনীয় এবং ব্যবস্থাপনায় পরিবর্তন দরকার ।,"ব্যবস্থাপনা শীর্ষস্থানীয়, এবং দোকানটার অবস্থা দুর্দান্ত ।"
24,সেখানে শুধু মাংস আর পাউরুটি ছিল।,সেখানে অনেক ধরনের মাংস এবং পাউরুটি ছিল।
25,"আমি যখন ভদ্রভাবে অভিযোগ করেছিলাম, আমাকে ঘর থেকে বের করে দাওয়া হয়েছিল ।",আমি অভিযোগ করায়ে তারা সমস্যার সমাধান করেছিল ।
26,সে ওখানে উপস্থিত থাকায়ে খুশি ছিল না ।,সে ওখানে উপস্থিত থাকায়ে খুব খুশি ছিল ।
27,"আকৃতির তোয়াক্কা না করলে, সেটা শুষ্ক এবং সত্যিই স্বাদহীন ছিল ।",আকৃতি ছাড়াও সেটা আদ্র এবং মুখরোচক ছিল ।
28,অ্যাসোসিইয়েট প্রোগ্রামের আর কোন বিকল্প নেই ।,অ্যাসোসিইয়েট প্রোগ্রামের এখনো বিকল্প আছে ।
29,সাজসজ্জায়ে গুরুতর অভাব ছিল ।,সাজসজ্জা খুব সুন্দর ছিল ।
30,"যাইহোক, আমরা আমাদের কফি পেয়েছি তবে এই জায়গায় আর কোনদিন ফিরব না ।",আমরা আমাদের কফি পেয়েছি এবং এই জায়গায় আবার ফিরব ।
31,এখানের সেলসের দায়িত্বয়ের কর্মীরা ভয়ঙ্কর ।,এখানের সেলেসের দায়িত্বয়ের কর্মীরা দুর্দান্ত ।
32,সালসাটা গরম বা ভালো কোনটাই ছিল না ।,সালসাটা গরম এবং খুব ভালো ছিল ।
33,সুতরাং আমি কার্ডটি ফেরত দিতে চেয়েছিলাম ।,"সুতরাং, আমি কার্ডের জন্য অর্থপ্রদান করতে রাজি ।"
34,আমি তাদের থেকে একটি ডেলিভারি অর্ডার পেয়েছি এবং তাতে  মূলত নিজের অর্থ ধ্বংসকরেছি ।,"আমি তাদের থেকে একটি ডেলিভারি অর্ডার পেয়েছি, এবং সেটি একেবারেই অর্থের অপচয়ছিল না ।"
35,আমি তাঁকে আমার সাথে আর কিছু করতে দেব না ।,আমি তাঁকে ভবিষ্যতে আমার জন্য আরো কিছু করতে দেব ।
36,সে আমাকে দৌর করানোর সাথে সাথে সব কিছু নিয়ে মিথ্যে বলেছিল ।,সে আমাকে স্পষ্টভাবে আগে থেকেই সব জানি দিয়েছিল ।
37,বিন্স বুরতে ছিল তবে চালের অভাব ছিল ।,বিন্স বুরতে ছিল এবং চালের কোন অভাব ছিল না ।
38,আমি তরুণী হওয়ায়ে তারা আমার সুযোগ নেওয়ার চেষ্টা করেছিল ।,আমি তরুণী হওয়ায়ে তারা আমার প্রতি ন্যায়ে এবং শ্রদ্ধাশীল ছিল ।
39,আমরা সেখানে পর্যাপ্ত অতিথি পাঠিয়েছি যাদের এই রেস্তরাঁর সাথে একদমই ভালো অভিজ্ঞতাহয়নি ।,আমরা সেখানে অনেক অতিথি পাঠিয়েছি এবং তারা সবাই রেস্তরাঁর প্রশংসা করেছে ।
40,তারা সবসময় অভদ্র ব্যাবহার করে এবং খারাপ গ্রাহক পরিষেবা দেয়  !,তারা খুব ভালো গ্রাহক পরিষেবা দেয় এবং সবার উদ্বেগের কথা শুনে তাদের প্রয়োজনেরখেয়াল রাখে ।
41,তাঁদের সত্যি তাঁদের গ্রাহক পরিষেবা এবং সাধারণ মনোভাবের উপর কাজ করা উচিত ।,তাঁদের দুর্দান্ত গ্রাহক পরিষেবা এবং মনোভাবের ।
42,আমি খাওয়া বাদ দিয়ে আমরা বিয়ারে ফিরে গেলাম ।,আমি খাওয়া চালিয়ে গেলাম এবং পরে আমরা বিয়ারে ফিরে গেলাম ।
43,আমার 'গরম' সাব ঠাণ্ডা হয়ে যাওয়ায়ে ভেতরের মাংস জলজলে হয়ে গেছে ।,আমার 'গরম' সাব গরম হওয়ায়ে ভেতরের মাংস নরম ছিল ।
44,যখন আমি প্রথম পিএইচএক্সে এসেছিলাম... এটা আমার কাছে অপ্রীতিকর শুনিয়েছিল ।,যখন আমি প্রথম পিএইচএক্সে এসেছিলাম...এটা আমার কাছে প্রীতিকর শুনিয়েছিল ।
45,আপনি স্কটসডেলে এর থেকে খারাপ নির্বাচন পাবেন না ।,আপনি স্কটসডেলে এর থেকে ভাল নির্বাচন পাবেন না ।
46,আমি থাই হট চেয়েছিলাম তবে তাতে খুব কম মশলা ছিল ।,আমি থাই হট চেয়েছিলাম এবং তাতে অনেক মশলা ছিল ।
47,আমি পরের দিন রাতে খুব অসুস্থ ছিলাম ।,পরের দিন রাতে আমি সুস্থ বোধ করছিলাম ।
48,আমাকে ক্ষুধার্ত এবং অতৃপ্ত অবস্থায়ে বেরিয়ে যেতে হয়েছিল ... আর ওদিকে কখনো আসব না।,আমি পরিপূর্ণ এবং সন্তুষ্ট হয়ে ফিরেছিলাম ... আবার ওদিকে যাব ।
49,আমি সবে এই কার অয়াশ থেকে বেড়লাম এবং প্রচণ্ড অসন্তুষ্ট বোধ করছিলাম !,আমি সবে এই কার অয়াশ থেকে বেড়লাম এবং প্রচণ্ড সন্তুষ্ট বোধ করছিলাম !
50,"একটি মোটামোটি খাবার খেয়ে বললেন, ""আমরা আবার চেষ্টা করব"" ।","একটি দুর্দান্ত খাবার খেয়ে বললেন, ""আমরা আবার চেষ্টা করব"" ।"
51,"খাবারটা ঠিক ছিল, তবে পরিবেশটা আমার দেখা সবথেকে খারাপের মধ্যে একটি ।",খাবারটা ভালো ছিল এবং পরিষেবাটা আমার দেখা সবথেকে ভালোর মধ্যে একটি ।
52,এটি আমার বিয়ের পোশাক খোঁজার প্রথম দোকান নয়  ।,"আমি আমার বিয়ের পোশাক খুঁজছি, এবং এটি আমার প্রথম দোকান ।"
53,তারপর তিনি আমাকে এটা ঠিক করার পদ্ধতি বলতে শুরু করলেন ।,তারপর তিনি আমার প্রতিস্থাপনের পদ্ধতি চালু করলেন ।
54,এই জায়গায়ে যেও না তারা ভয়ঙ্কর ।,এই জায়গায়ে যেও তারা অসম্ভব ভালো ।
55,আমার মনেহয় আমাদের দাম জিজ্ঞেস করায়ে সে খুশি হচ্ছিল না ।,সে দাম উল্লেখ করায়ে অবশ্যই খুশি হচ্ছিল ।
56,ব্লাক বিন্স মেনুতে একমাত্র বাচোয়ার পদ ছিল ।,ব্লাক বিন্স সহ মেনুর সব কটা জিনিসই দুর্দান্ত ছিল ।
57,অনেক পুরনো একটি গ্রাহককে হারালাম !,একটি দীর্ঘ সময়ের গ্রাহক অর্জন করলাম !
58,ওটা ছাড়া বাকি খাবার বেশ খারাপ ছিল ।,"ওটা ছাড়া, এখানকার খাবার দুর্দান্ত ছিল ।"
59,আমি অন্য একটি পণ্য নিয়ে আগ্রহী ছিলাম তবে সে উঠে সোজা বেড়িয়ে গেল ।,আমি অন্য একটি পণ্য নিয়ে আগ্রহী ছিলাম এবং সে সরাসরি সেটার সম্পর্কে সব বলে দিল ।
60,আপাতত আমি সত্যি খুব একটা মুগ্ধ নই ।,আপাতত আমি সত্যি খুব মুগ্ধ ।
61,আমার গ্রুপোন শুধুমাত্র দুটি জানলার জন্য আছে ।,আমার গ্রুপোন অনেক জানলার জন্য আছে ।
62,"সেফওয়ায় আনুষ্ঠানিকভাবে স্প্রাউট, এবং ফ্রেশ অ্যান্ড ইজির কাছে আমার ব্যাবসা হারিয়েছে ।",সেফওয়ায় আমার ব্যাবসা অর্জন করেছে ।
63,"খাবারটা ওখানে বেশ খারাপ ছিল, আমি আর ওখানে ফেরত যাব না ।","খাবারটা ওখানে দুর্দান্ত ছিল, আমি আবার ওখানে ফেরত যাব ।"
64,আমরা এই জায়গায় আর ব্যাবহার করব না ।,আমরা এই জায়গায় আবার ব্যাবহার করব ।
65,এই জায়গাটা জঘন্য ।,এই জায়গাটা দুর্দান্ত ।
66,প্রথম কামড়ের পর তোমার খিদে একদম চলে যাবে ।,প্রথম কামড়ের পর তুমি আরও চাইবে ।
67,ওখানে যেও না যদি না তুমি বাজে মূল্য দিতে চাও ।,যদি টাকার মূল্য চাও তাহলে এখানে যাও ।
68,তবে এটা আসলে স্টকে নাও থাকতে পারে ।,এখানে সবসময় সবকিছু স্টকে থাকে ।
69,মালিক : খুব অভদ্র লোক ।,মালিক : খুব মিশুকে লোক ।
70,এটা থাকার জন্য ভয়ঙ্কর একটি জায়গা।,এটা থাকার জন্য দুর্দান্ত একটি জায়গা ।
71,হবি শপের পরে আমি সোডার জন্য থেমেছিলাম তবে সেটা একদম পছন্দ হয়েনি ।,হবি শপের পরে আমি সোডার জন্য থেমেছিলাম যেটা আমার খুব পছন্দ হয়েছিল ।
72,আমার খাবারটা খুব নোনতা ছিল এবং গাড়লিক ক্র্যাবের কোনমতে একটু স্বাদ পাচ্ছিলাম ।,আমার খাবারে নিখুঁত পরিমাণে নুন ছিল এবং গাড়লিক ক্র্যাবটা দুর্দান্ত খেতে লাগছিল ।
73,এটা ব্লেনডেড চিকেনের মতো দেখতে লাগছে যেটা গ্রিলড টুকরোর আকারে রাখা ।,গ্রিলড চিকেনটা একদম নিখুঁতভাবে তৈরি করা হয়েছিল ।
74,আমার নষ্ট হওয়া সময়টার কি হবে ?,পরিপরিষেবা  দ্রুত এবং স্বচ্ছন্দ ছিল ।
75,মিলের আশেপাশে আরও ভালো হ্যাপি আওয়ার্স এবং এর থেকে ভালো বিয়ার পাওয়া যায়ে ।,এটা অন্যতম শ্রেষ্ঠদের মধ্যের একটা হ্যাপি আওয়ার্স এবং এখানে সবথেকে সেরা বিয়ারপাওয়া যায় ।
76,ঘরগুলো এমনও কিছু সুন্দর নয় এবং খাবারও তেমন ভালো নয় ।,ঘরগুলো বিস্তৃত এবং খাবারও খুব ভালো ভাবে রান্না করা ।
77,এক্সিকিউটিভ শেফরা এমনকি সুপ্রভাত ও বলতেন না ।,এক্সিকিউটিভ শেফরা খুব নমন্ন ব্যাবহারি ছিলেন এবং আমাদের প্রায়শই  সুপ্রভাত বলতেন ।
78,এই জায়গাটা আমার সবথেকে প্রিয় ভারতীয় রেস্তরাঁ ছিল ।,এই জায়গাটা এখনো আমার সবথেকে প্রিয় ভারতীয় রেস্তরাঁ ।
79,এমনকি সত্যিকারের ব্রাউন সস ও না ।,একদম খাঁটি ব্রাউন সস ছিল ।
80,আমি খেলার জন্য সীমিত সময় সহ একজন দর্শক হিসাবে এই কোর্সটি আর ফিরবনা ।,আমি এখানে প্রায়ই আসব কারণ তারা আমাদের খেলার জন্য যথেষ্ট সময় দেয় ।
81,তবে আসলে যা এসেছে তা নিয়ে খুব আশাহত হয়েছিলাম ।,যা এসেছে তা নিয়ে খুব খুশি হয়েছিলাম ।
82,তাঁর ''ফ্রি ডেজার্টের'' অফার খুব অপ্রীতিকর ছিল ।,তাঁর ''ফ্রি ডেজার্টের'' অফার খুব প্রশংসিত হয়েছিল ।
83,আমি এতটাই বিরক্ত ছিলাম যে বাকি দিনটা অতিক্রম করতে পারছিলাম না ।,আমি এতটা খুশি ছিলাম যে বাকি দিনটার জন্য অপেক্ষা করতে পারছিলাম না ।
84,"সালাদটা ঠিক ছিল, তবে বিশেষ কিছু না ।",সালাদটা সত্যিই দুর্দান্ত ছিল ।
85,সবমিলিয়ে খুব খারাপ সন্ধ্যে কাটল ।,সবমিলিয়ে একটি চমৎকারি সন্ধ্যে কাটল ।
86,মহিলাটি ক্ষমাও চাননি ।,মহিলাটি আন্তরিকভাবে ক্ষমা চেয়েছিলেন ।
87,"আমি অশা করেছিলাম সকালের পরিষেবাটা ধীরগতিত হবে, এবং তাই ছিল ।","আমি অশা করেছিলাম সকালের পরিষেবাটা ধীরগতিত হবে, তবে সেটা আশ্চর্যজনকভাবে দ্রুত ছিল ।"
88,তাঁর কাজ নিয়ে অনেক অভিযোগ ছিল ।,তার কাজ নিয়ে কোন অভিযোগ ছিল না ।
89,গাড়লিক ব্রেডটা ঠাণ্ডা এবং মসৃণ ছিল ।,গাড়লিক ব্রেডটা খুব মশলাদায়ক এবং গরম গরম পরিবেষণ করা হয়েছিল ।
90,এক্সপ্রেসটা খুব গরম ছিল ।,এক্সপ্রেসটা নিখুঁত তাপমাত্রায়ে পরিবেষণ করা হয়েছিল ।
91,আমি জানি এটা আমার ফেরত পাঠিয়ে চলে যাওয়া উচিত ছিল ।,আমি আমার ফরমাশটা পুরোপুরি উপভোগ করেছিলাম ।
92,যদিও তারা তোমায়ে বলবেনা ।,যদিও তারা তোমায়ে বলে দেবে ।
93,আমি এখানকার খাবার পছন্দ করি... যদিও এখানকার পরিবেশটা খুব খারাপ ।,আমি এখানকার খাবার পছন্দ করি... এবং পরিবেশটাও দুর্দান্ত।
94,তবে গ্যামেজ নিজেই এত চমৎকারী নয়  ।,তবে গ্যামেজ নিজেই চমৎকারী ।
95,বলা বাহুল্য আমি মেক্সিকান খাবারের জন্য আর ফিরে আসব না ।,বলা বাহুল্য আমি মেক্সিকান খাবারের জন্য আবার ফিরে আসব ।
96,আমি আর ফরমাশ করব না ।,আমি অবশ্যই আবার ফরমাশ করব ।
97,"আমি আমার মতামত পেশ করতে চাই, এই জায়গাটা সেটারই জন্য ।","এখানে মতামতের এখানে মানা হয়, এই জিনিসটাই এই সাইটটাকে দুর্দান্ত করে তোলে ।"
98,সে ক্ষমা বা অন্য কিছুই চায়নি ।,সে অত্যন্ত ক্ষমাপ্রার্থী ।
99,দামগুলো সাধারণ রিটেইল ।,দামগুলো  রিটেইলের থেকে ভালো ।
100,তবে এই জায়গাটি অর্থনৈতিক নয় তাই প্রত্যাশাটা আলাদা ছিল ।,জায়গাটা ঠিক প্রত্যাশিত মতোই ছিল ।
101,এতে গতকালের তেলের এবং স্বাদের গন্ধ ছিল ।,এটার গন্ধ এবং স্বাদ দুটোই অসাধারণ ।
102,"কে জানে, হয়তো এটা নাও হতে পারে ।",এটাই সত্যি ।
103,বিয়ার সসতা নীরস ।,বিয়ার সসটা অসাধারণ ।
104,অট্টালিকা পরিত্যক্ত দেখাচ্ছে ।,অট্টালিকা বসতি রয়েছে ।
105,আমাদের ক্রিম পাঙ্কেকগুলো পছন্দ হয়েনি ।,আমদের ক্রিম পাঙ্কেকগুলোও পছন্দ হয়েছে ।
106,আমার এর চেয়ে খারাপ অভিজ্ঞতা আগে কোনদিন হয়েনি ।,আমার এর থেকে ভালো অভিজ্ঞতা আগে কোনদিন হয়েনি ।
107,"না, আমি স্কটসডেল ক্লাবে নেই ।",এই ক্লাবটা দুর্দান্ত ছিল ।
108,"যদি আমি জিরো স্টারস দিতে পারতাম, আমি তাই দিতাম ।","আমি যদি এর থেকে বেশি আরও স্টার দিতে পারতাম, আমি তাই দিতাম"
109,আমি এই মুহূর্তে সত্যিই ক্ষুধার্ত এবং সত্যিই বিরক্ত ।,এবার আমার সত্যিই পেট ভরেছে এবং পরিতৃপ্ত লাগছে ।
110,"না কোন ফোন, না কিছু ।",তারা সাহায্যের জন্য ডেকেছিল ।
111,আমি যদি এক স্টারের কম দিতে পারতাম তাহলে তাই দিতাম ।,আমি যদি আরো সটার দিতে পারতাম তাহলে তাই দিতাম ।
112,ওয়ান্টনে গুরুতরভাবে অপূর্ণতা ছিল ।,ওয়ান্টন রসালো এবং পরিপূর্ণ ছিল ।
113,"আমি যদি আরও কম সটার দিতে পারতাম, তাই দিতাম ।","যদি আমি আর স্টার দিতে পারতাম, আমি তাই দিতাম ।"
114,সে নিজেকে ব্যাখ্যা করতে পারবেওনা এবং করবেওনা ।,সে নিজেকে খুব ভালো ভাবে ব্যাখ্যা করতে পারবে ।
115,আরও একবার ভেবে দেখও - এই জায়গাটা বেকার ।,আমি এখানে আবার আসার জন্য দুবার ভাবব না ।
116,আমি কর্ণ পিপেলদের মধ্যে একজন নই ।,আমি একজন কর্ণ পিপেল হওয়ায়ে খুব গর্বিত ।
117,এই জায়গাটা সবসময় খুব ব্যাস্ত থাকে তবে রেস্তরাঁটা খুব নোংরা ।,এই জায়গাটা সবসময় খুব ব্যাস্ত থাকে তবে রেস্তোরাঁটা খুব পরিষ্কার ।
118,"এমনকি যদি আমি উন্মাদভাবে মাতাল ও হয়ে থাকতাম, আমি তাও এই পিজ্জাটা জোর করেখেতে পারতাম না।",আমি উন্মাদভাবে মাতাল হয়ে থাকলেও পিজ্জাটা খেয়ে নিতে পারতাম ।
119,"একজন অ্যারিজোনা নেটিভ হিসাবে, আমি বছরের পর বছর বিরক্তিসহরকারে ইম্প্রুভে যাচ্ছি।","একজন অ্যারিজোনা নেটিভ হিসাবে, আমি বছরের পর বছর খুশি খুশি ইম্প্রুভে যাচ্ছি।"
120,"আমি ওখানে গিয়ে খুব দেড়িতে বসার জায়গা পেয়েছিলাম, এবং তারপরে নিজের রঙটাও বেছে নিতে পারিনি ।","আমরা সেখানে পৌঁছানোর সাথে সাথেই দ্রুত বসার জায়গা পেয়ছিলাম, এবং তারপর আনন্দ সহকারে রঙটা বেছে নিয়েছিলাম ।"
121,"সুতরাং, আমার অবস্থার মোকাবিলা করতে আমাকে সাহায্য করার জন্য কোন চিকিৎসা বাওষুধ নেই ।","সুতরাং, আমার অবস্থার মোকাবেলা করতে আমাকে সাহায্য করার জন্য বেশ কয়েকটিচিকিৎসা এবং ওষুধ রয়েছে ।"
122,এই জায়গায়র পরিষেবা ভয়ঙ্কর ।,এই জায়গায়ে পরিষেবাটা দুর্দান্ত ।
123,তাহলে আমায়ে কাকে ফোন করতে হবে নিজের টাকা ফেরত পাওয়ার জন্য তা জানিনা ।,হেল্পলাইন নম্বরগুলো স্পষ্টভাবে উল্লেখ করা আছে ।
124,এত খারপভাবে পুরে গেছিল যে ক্যাণ্ড টুনা ফিসের মতো  ঘনত্ব হয়ে গেছিল ।,এত ভালো রান্না করা হয়েছিল যে ক্যাণ্ড টুনা ফিসের মত একদমই লাগছিল না ।
125,"আমি একটা ভাড়ায়ে আটকে গেছি, না হলে আমি অন্যকথাও চলে যেতাম ।","আমি কোন ভাড়ায়ে আটকে নেই, আর থাকলেও আমি এখানেই থাকতাম ।"
126,পরিষেবা একটু ধীর ছিল ।,পরিষেবা দ্রুত এবং প্রতিক্রিয়াশীল ছিল ।
127,আমাদের ওয়েট্রেস জলে ভরা আরেকটি স্টাইরোফোম কাপ নিয়ে অনেক পরে হাজির হল।,আমাদের ওয়েট্রেস পরিষেবার জন্য দ্রুত জল নিয়ে হাজির হয়েছিল ।
128,খাবার মোটামটি স্বাদের এবং অনেক বেশি দামি ছিল ।,খাবার দুর্দান্ত এবং যথাযথ দামের ছিল ।
129,শেষ কলের সময় তাদের ডেলিভারির সময় দেখতে আমি অপছন্দ করি ।,ডেলিভারির সময় দ্রুত ছিল ।
130,পিছনের চাকা সিল এবং ভরতে গেছিলাম ।,ফিরে যেতে তারা আমায়ে দ্রুত ভরতে সাহায্য করেছিল ।
131,আমি এই এনওয়াই স্টেপল থেকে অনেক ভালো আশা করেছিলাম ।,আমার এই এনওয়াই স্টেপল থেকে সব প্রত্যাশা মিটে গেছে ।
132,"আমাকে একটি বার্তা ছাড়তে বলেছিল, এবং তারা আমাকে আর কখনই ফোন করেনি ।","আমাকে একটি বার্তা ছাড়তে বলেছিল, এবং শিগগিরি আমাকে ফোন করেছিল ।"
133,এই খাবারটা ওয়ালমার্টের ফ্রিজার বিভাগের খাবারের চেয়েও খারাপ।,এই খাবারটা ওয়ালমার্টের ফ্রিজার বিভাগের খাবারের থেকে অনেক ভালো ।
134,তারা আমাকে ফেরত পাওয়ার জন্য অনেক চেষ্টা করেছিল তবে আমি প্রত্যাখ্যান করি।,আমি নিজের ইচ্ছায়ে ওদের প্রথম ফোনই ফিরে গেছি ।
135,সিকিউরিটি গার্ড উপরের তলায় এসে আমাদের দরজায় প্রহার করে দরজা খুলে দেওয়ার দাবিকরে ।,সিকিউরিটি গার্ড উপরের তলায় এসে আমাদের দরজায় আঘাত করে বিনয়ের সাথে জিজ্ঞেসকরে আমরা খুলতে পারব কিনা।
136,আমি এই জায়গাটি পছন্দ করতে চেয়েছিলাম তবে এটি একটি বড় হতাশাজনক অভিজ্ঞতা হয়েছে ।,আমার এই জায়গাটা খুব পছন্দ এবং সময়ের সাথে এটা আরও ভালো হয়ে উঠেছে ।
137,আমি জানতাম না সেখানকার কর্মীরা গ্রাহকদের কাছ থেকে টিপস পেতে পারে ।,তারা স্পষ্টভাবে উল্লেক করেছেন যে কর্মীদের টিপস দেওয়া যাবে না ।
138,এবং পরিষ্কারের মূল্য অনেক বেশি ।,এবং পরিষ্কারের মূল্য একদম সঠিক ।
139,তাদের ব্যবহৃইত গাড়ী বিক্রির ব্যাপারে খারাপ নাম আছে ।,তাদের ব্যবহৃিত গাড়ী বিক্রির ব্যাপারে ভালো নাম আছে ।
140,"আমি যখন অবশেষে সেখানে পৌঁছালাম, আমি খুব আশাহত হয়েছিলাম।","আমি যখন অবশেষে সেখানে পৌঁছালাম, আমি খুব খুশি হয়েছিলাম ।"
141,শুধু একটি ঠাণ্ডা প্যাটি ঘরে রান্না করা মতো ।,প্যাটিটা পেশাগতভাবে রান্না করা হয়েছে ।
142,খুব দুঃখিত তবে আমি ওখানে আর ফিরে যাচ্ছি না।,খুব দুঃখিত এবং আমি সেখানে আবার ফেরত যাচ্ছি ।
143,এটি পাড়ার মধ্যে সবচেয়ে খারাপ ওয়ালমার্ট বাজার।,এটি সব কটার মধ্যে সবচেয়ে ভালো ওয়ালমার্ট বাজার।
144,নতুন ব্যবস্থাপনা দল ভয়ঙ্কর !,নতুন ব্যবস্থাপনা দল দুর্দান্ত !
145,আপনি যদি না বসতে পারেন তাহলে কিছু ফরমাশ করার প্রয়োজন বোধ করবেন না ।,না বসে থাকলেও যা ইচ্ছে ফরমাশ করতে পারেন ।
146,তারা ভালো ডেলি খাবার কাকে বলে তা ভুলে গেছে ।,তারা ভালো ডেলি খাবার কাকে বলে তা মনে রেখেছে ।
147,সন্ধ্যেটা ধীর স্থির হয়ে শুরু় হয়েছিল ।,সন্ধ্যেটা উত্তেজনার সঙ্গে শুরু হয়েছিল ।
148,"আমি উত্তর দিলাম, ""উম... না আমি ঠিক অছি"" ।",আমি সব দুর্দান্ত আছে বললাম ।
149,কুইন বিছানাটা খুব খারাপ ছিল ।,কুইন বিছানাটা খুব আরামদায়ক ছিল ।
150,এদিকে আমি উত্তরের জন্য অপেক্ষা করছি।,উত্তর দ্রুত এসেছিল ।
151,আমার জিজ্ঞেস করা উচিত হয়েনি ।,আমি জিজ্ঞেসা করতে পারি ।
152,আমার বাচ্চা সিটের তলায়ে একটা মৃত ইঁদুর খুঁজে পেয়েছে ।,এই জায়গাটা বাচ্চাদের জন্য পরিষ্কার এবং স্বাস্থ্যকর ।
153,এই জায়গাটা মোটামোটি ঠিক আছে ।,এই জায়গাটা দুর্দান্ত ।
154,আমাকে বলতেই হবে আমি খুব হতাশ।,আমাকে বলতেই হবে আমি সত্যিই মুগ্ধ ।
155,এই কারণে আমি আর কখনো ফেরত যাবনা ।,এই কারণে আমি আর বারবার ফেরত যাব ।
156,"উপরন্তু, মেনুতে সসেজ বা বেকন কোনটাই ছিল না ।","উপরন্তু, এতে প্রচুর সসেজ এবং বেকনের বিকল্প আছে ।"
157,"অবশেষে ম্যানেজার যখন দেখা দিলেন, উনি খুব বরখাস্ত এবং অভদ্র আচরণ করলেন ।",ম্যানেজারটি খুব মিশুকে এবং সহানুভূতিশীল ছিলেন ।
