ID,NEGATIVE,POSITIVE
38,انہوں نے مجھ سے فائدہ اٹھانے کی کوشش کی کیونکہ میں جوان ہوں۔,وہ بہت انصاف پسند تھے اور میری بہت عزت کرتے تھے جب سے میں بہت چھوٹا ہوں۔
39,ہم نے وہاں کافی مہمان بھیجے ہیں جو اس ریستوراں کے ساتھ بالکل بے چین ہو کر واپس آئے ہیں۔,ہم نے بہت سارے لوگوں کو وہاں بھیجا ہے اور ان سب نے ریستوراں کی تعریف کی۔
40,ان کے لہجے میں ہمیشہ بدتمیزی اور ہمیشہ بدتمیز کسٹمر سروس ہے!,اتنی اچھی کسٹمر سروس، وہ کسی کے خدشات کو سنتے ہیں اور اس میں ان کی مدد کرتے ہیں۔
41,انہیں واقعی اپنی کسٹمر سروس اور عمومی رویہ پر کام کرنے کی ضرورت ہے۔,ان کے پاس بہترین کسٹمر سروس اور عمومی رویہ ہے۔
42,میں نے کھانا چھوڑ دیا اور ہم واپس بیئر پر چلے گئے۔,میں نے کھانا جاری رکھا اور بعد میں ہم بیئر پر واپس چلے گئے۔
43,میرا ''گرم'' ذیلی ٹھنڈا تھا اور گوشت پانی دار تھا۔,میرا ''گرم'' سب گرم تھا اور گوشت نرم تھا۔
44,جب میں پہلی بار فینکس آیا، تو یہ میرے لئے افسوسناک تھا.,جب میں پہلی بار فینکس آیا، تو یہ میرے لئے خوشی کی بات تھی.
45,آپ کو اسکاٹس ڈیل میں اس سے برا انتخاب نہیں ملے گا۔,آپ کو اسکاٹس ڈیل میں اس سے بہتر انتخاب نہیں ملے گا۔
46,میں نے تھائی گرم مانگا اور بہت کم مسالا ملا۔,میں نے تھائی گرم منگایا اور کافی مقدار میں مصالحہ ملا۔
47,میں رات کے بعد بہت بیمار تھا.,میں نے رات کے بعد ٹھیک محسوس کیا۔
48,میں نے بھوکا اور غیر مطمئن چھوڑا، پھر کبھی نہیں۔,میں نے مکمل اور مطمئن چھوڑ دیا، دوبارہ دورہ کروں گا.
49,میں نے ابھی یہ کار واش چھوڑا اور بہت غیر مطمئن تھا!,میں نے ابھی اس کار واش کو چھوڑا اور بہت مطمئن تھا!
50,ایک معمولی کھانا کھایا اور کہا، ''ہم دوبارہ کوشش کریں گے''۔,"ایک اچھا کھانا کھایا اور کہا، ""ہم دوبارہ کوشش کریں گے""۔"
51,کھانا ٹھیک ہے، سروس ان سب سے خراب چیزوں میں سے ہے جن کا میں نے سامنا کیا ہے۔,کھانا اچھا ہے، اور سروس بہترین میں سے ایک ہے جس کا میں نے کبھی سامنا کیا ہے۔
52,شادی کے لباس کی تلاش میں یہ میرا پہلا اسٹاپ نہیں تھا۔,میں شادی کے کپڑے تلاش کر رہا ہوں، اور یہ میرا پہلا اسٹاپ تھا!
53,پھر اس نے مجھے بتایا کہ اسے کیسے ٹھیک کرنا ہے۔,پھر اس نے میرے لیے متبادل فائل کرنے کے لیے آگے بڑھا۔
54,اس جگہ پر مت جاؤ وہ خوفناک ہیں!,اس جگہ پر جائیں وہ بہترین ہیں!
55,میرا اندازہ ہے کہ وہ خوش نہیں تھی کہ ہم قیمتیں پوچھ رہے تھے۔,وہ یقینی طور پر قیمتوں کا ذکر کرتے ہوئے خوش تھی۔
56,صرف بچانے والا فضل کالی پھلیاں تھیں۔,بلیک بینز سمیت مینو پر سب کچھ بہت اچھا تھا۔
57,ایک طویل وقت کسٹمر کھو!,ایک طویل وقت کسٹمر حاصل کیا!
58,اس کے علاوہ، یہاں کا کھانا کافی ناقص ہے۔,اس کے علاوہ، یہاں کا کھانا بہت اچھا ہے۔
59,میں ایک اور پروڈکٹ کے بارے میں بھی متجسس تھا لیکن وہ سیدھا چلا گیا۔,میں ایک اور پروڈکٹ کے بارے میں بھی متجسس تھا اور اس نے مجھے اس کے بارے میں سب کچھ بتایا۔
60,اب تک میں واقعی متاثر نہیں ہوں۔,اب تک میں واقعی متاثر ہوں۔
61,میرا گروپ صرف دو ونڈوز کے لیے ہے۔,میرا گروپ بہت سی ونڈوز کے لیے ہے۔
62,سیف وے نے باضابطہ طور پر میرا کاروبار انکرت، اور تازہ اور آسان سے کھو دیا ہے۔,سیف وے کو ایک گاہک مل گیا ہے۔
63,کھانا کافی خراب تھا، میں دوبارہ وہاں نہیں جاؤں گا۔,کھانا بہت اچھا تھا، میں دوبارہ وہاں جاؤں گا۔
64,ہم اس مقام کو دوبارہ استعمال نہیں کریں گے۔,ہم اس جگہ کو دوبارہ استعمال کریں گے۔
65,یہ ایک خوفناک مقام ہے.,یہ ایک عظیم مقام ہے.
66,پہلے کاٹنے کے بعد آپ کو بھوک نہیں لگے گی۔,آپ پہلے کاٹنے کے بعد مزید چاہیں گے!
67,یہاں مت جاؤ جب تک کہ تم گھٹیا قیمت ادا نہیں کرنا چاہتے۔,اگر آپ اپنے پیسے کی قیمت چاہتے ہیں تو یہاں جائیں!
68,لیکن یہ حقیقت میں ویسے بھی اسٹاک میں نہیں ہوسکتا ہے۔,یہاں ہر چیز ہمیشہ اسٹاک میں رہتی ہے۔
69,مالک: بہت بدتمیز آدمی۔,مالک: دوستانہ آدمی
70,یہ جگہ رہنے کے لیے ایک خوفناک جگہ ہے!,یہ جگہ رہنے کے لیے ایک بہترین جگہ ہے!
71,شوق کی دکان کے بعد، میں سوڈا لینے کے لیے رک گیا لیکن اس سے نفرت تھی۔,شوق کی دکان کے بعد میں سوڈا لینے کے لیے رک گیا اور اس سے لطف اندوز ہوا۔
72,میری ڈش کافی نمکین تھی اور لہسن کے کیکڑے کو بمشکل چکھ سکتی تھی۔,میری ڈش میں نمک کی صحیح مقدار تھی اور لہسن کا کیکڑا بہت اچھا تھا۔
73,ایسا لگتا ہے کہ ملا ہوا چکن گرلڈ ٹکڑوں کی شکل میں ڈال دیا گیا ہے۔,گرل چکن بالکل کامل بنایا گیا تھا۔
74,میں نے جو وقت ضائع کیا اس کا کیا ہوگا؟,سروس تیز اور تیز تھی.
75,مل کے چاروں طرف بہتر خوشی کے اوقات اور بہتر بیئر ہیں!,بہترین خوشی کے اوقات اور بہترین بیئر میں سے ایک۔
76,کمرے اتنے اچھے نہیں ہیں اور کھانا بھی اتنا اچھا نہیں ہے۔,کمرے کشادہ ہیں اور کھانا بہت اچھی طرح پکا ہوا ہے۔
77,ایگزیکٹو شیف بھی صبح بخیر نہ کہہ کر چلیں گے۔,ایگزیکٹو شیف اچھے تھے اور ہمیں اکثر گڈ مارننگ کہتے تھے۔
78,یہ جگہ میرا پسندیدہ انڈین ریستوراں تھا۔,یہ جگہ اب بھی میرا پسندیدہ انڈین ریستوراں ہے۔
79,اصلی بھوری چٹنی بھی نہیں۔,بھوری چٹنی بہت مستند تھی.
80,میں کھیلنے کے لیے محدود وقت کے ساتھ بطور مہمان اس کورس پر دوبارہ نہیں جاؤں گا۔,میں یہاں اکثر آؤں گا کیونکہ وہ ہمیں کھیلنے کے لیے کافی وقت دیتے ہیں۔
81,لیکن اصل میں جو آیا اس سے بہت مایوس ہوا۔,جو آیا اس سے بہت خوش تھا۔
82,اس کی ''مفت میٹھی'' کی پیشکش اس سے بھی زیادہ ظالمانہ تھی۔,"اس کی ""مفت میٹھی"" کی پیشکش کو اور بھی سراہا گیا۔"
83,میں اتنا بیزار تھا کہ میں باقی دن کا انتظار نہیں کر سکتا تھا۔,میں اتنا خوش تھا کہ میں باقی دن کا انتظار نہیں کر سکتا تھا۔
84,سلاد ٹھیک ہیں، کوئی خاص بات نہیں۔,سلاد بہت اچھے ہیں، واقعی کچھ خاص۔
85,مجموعی طور پر یہ ایک اداس شام تھی۔,مجموعی طور پر یہ ایک غیر معمولی شام تھی۔
86,عورت نے معافی بھی نہیں مانگی۔,عورت نے دل سے معافی مانگی۔
87,مجھے توقع تھی کہ اس صبح سروس سست ہوگی، اور ایسا ہی ہوا۔,مجھے توقع تھی کہ اس صبح سروس سست ہوگی، لیکن یہ حیرت انگیز طور پر تیز تھی۔
88,اس کے کام سے بہت سی شکایات,اس کے کام سے کوئی شکایت نہیں۔
89,لہسن کی روٹی ہلکی اور ٹھنڈی تھی۔,لہسن کی روٹی ذائقے سے بھری ہوئی تھی اور گرما گرم پیش کی گئی۔
90,ایسپریسو بہت گرم تھا۔,یسپریسو کامل درجہ حرارت پر پیش کیا گیا تھا۔
91,میں جانتا ہوں کہ مجھے اسے واپس بھیج کر باہر جانا چاہیے تھا۔,میں نے اپنے آرڈر کا لطف اٹھایا۔
92,اگرچہ وہ آپ کو نہیں بتائیں گے.,وہ آپ کو بتائیں گے.
93,مجھے کھانا پسند ہے... تاہم یہاں سروس خوفناک ہے۔,مجھے کھانا پسند ہے... اور یہاں کی سروس بہت اچھی ہے۔
94,جایمیج خود تاہم اتنا حیرت انگیز نہیں ہے۔,جایمیج خود تاہم بہت حیرت انگیز ہے .
95,یہ کہنے کی ضرورت نہیں کہ میں میکسیکن کھانے کے لیے واپس نہیں آؤں گا۔,یہ کہنے کی ضرورت نہیں کہ میں میکسیکن کھانے کے لیے واپس آؤں گا۔
96,میں دوبارہ آرڈر نہیں کروں گا۔,میں یقینی طور پر دوبارہ آرڈر کروں گا۔
97,مجھے اپنی رائے دینے دو، یہ سائٹ اسی کے لیے ہے۔,میری رائے کو یہاں قبول کیا گیا ہے، یہی وجہ ہے کہ اس سائٹ کو بہت اچھا بنایا گیا ہے۔
98,اس نے معافی نہیں مانگی یا کچھ بھی نہیں۔,اس نے بے حد معذرت کی.
99,قیمتیں صرف سادہ خوردہ ہیں۔,قیمت خوردہ سے بہتر ہے۔
100,لیکن یہ جگہ اقتصادی نہیں تھی اس لیے توقع مختلف تھی۔,جگہ بالکل توقع کے مطابق تھی۔
101,یہ کل کے تیل کی طرح مہکتا اور چکھتا تھا۔,اس کی خوشبو اور ذائقہ حیرت انگیز تھا۔
102,کون جانتا ہے، یہ ہو سکتا ہے.,یہ واقعی تھا.
103,بیئر کی چٹنی بہترین طور پر کم ہے۔,بیئر کی چٹنی لاجواب ہے۔
104,عمارت خود ہی لاوارث لگ رہی ہے۔,عمارت آباد ہے.
105,اگرچہ ہمیں کریم پینکیکس پسند نہیں تھے۔,ہمیں کریم پینکیکس بھی بہت پسند تھے۔
106,مجھے اس سے برا تجربہ کبھی نہیں ہوا!,مجھے اس سے بہتر تجربہ کبھی نہیں ہوا!
107,نہیں، میں اسکاٹس ڈیل کلب میں نہیں ہوں۔,یہ ایک عظیم کلب تھا
108,اگر میں صفر ستارے دے سکتا ہوں تو میں ڈیف کروں گا۔,اگر میں مزید ستارے دے سکتا ہوں تو میں ڈیف کروں گا۔
109,صرف اب میں واقعی بھوکا ہوں، اور واقعی ناراض ہوں۔,صرف اب میں واقعی بھرا ہوا ہوں اور مطمئن ہوں۔
110,کوئی کال نہیں، کچھ نہیں.,انہوں نے مدد کے لیے بلایا۔
111,کاش میں ایک سے کم ستارہ دے سکتا۔,کاش دینے کے لیے مزید ستارے ہوتے۔
112,وونٹن کو بھرنے کی شدید کمی تھی۔,وونٹن رسیلی اور پورا کرنے والا تھا۔
113,اگر میں کم ستارے دے سکتا ہوں، تو میں کروں گا۔,اگر میں مزید ستارہ دے سکتا ہوں، تو میں کروں گا۔
114,وہ خود کو بیان نہیں کر سکتی تھی اور نہیں کر سکتی تھی۔,وہ خود کو اچھی طرح سمجھا سکتی تھی۔
115,دو بار سوچو - یہ جگہ ایک گندگی ہے.,میں یہاں دوبارہ آنے کے لیے دو بار نہیں سوچوں گا۔
116,میں مکئی کے لوگوں میں سے نہیں ہوں,مجھے مکئی کے لوگوں میں سے ایک ہونے پر فخر ہے۔
117,یہ ہمیشہ مصروف رہتا ہے اور ریستوراں بہت گندا ہے۔,یہ ہمیشہ مصروف نہیں ہے، اور ریستوراں بہت صاف ہے.
118,یہاں تک کہ اگر میں انتہائی نشے میں تھا، میں اس پیزا کو مجبور نہیں کر سکتا تھا۔,میں یہ پیزا کھا سکتا ہوں یہاں تک کہ اگر میں انتہائی نشے میں ہوں۔
119,ایریزونا کے رہنے والے کے طور پر، میں برسوں سے بدمزگی کے ساتھ بہتری کی طرف جا رہا ہوں۔,ایریزونا کے رہنے والے کے طور پر، میں برسوں سے خوشی خوشی امپروو میں جا رہا ہوں۔
120,میں وہاں پہنچا، کافی دیر سے بیٹھا تھا، اور پھر اپنے رنگ کا انتخاب نہیں کر سکا۔,ہم وہاں پہنچتے ہی جلدی سے بیٹھ گئے، پھر ہم نے خوشی خوشی رنگوں کا انتخاب کیا۔
121,لہذا، میری حالت سے نمٹنے میں میری مدد کے لیے کوئی علاج اور کوئی دوا نہیں۔,لہذا، میری حالت سے نمٹنے میں میری مدد کرنے کے لیے کئی علاج اور ادویات۔
122,اس مقام پر سروس خوفناک تھی۔,اس مقام پر سروس بہت اچھی تھی۔
123,تو میں اپنے پیسے واپس لینے کے لیے کس کو فون کروں؟,ہیلپ لائن نمبر واضح طور پر درج ہیں۔
124,اتنی بری طرح سے زیادہ پکایا گیا کہ یہ ڈبے میں بند ٹونا مچھلی کی مستقل مزاجی تھی۔,اچھی طرح پکایا.
125,میں لیز میں پھنس گیا ہوں ورنہ میں چلا جاؤں گا۔,میں لیز میں نہیں پھنس گیا ہوں اور اگر میں ہوتا تو میں حرکت نہیں کرتا۔
126,سروس شروع کرنے میں تھوڑی سست تھی۔,سروس تیز اور ذمہ دار تھی۔
127,تبھی ہماری ویٹریس پانی سے بھرا ایک اور اسٹائرو فوم کپ لے کر آئی۔,ہماری ویٹریس جلدی سے پانی لے کر آئی
128,کھانا آپ کو ملنے والی چیزوں کے لیے اتنا اور بہت زیادہ تھا۔,کھانا بہت اچھا اور بالکل قیمتی تھا۔
129,مجھے یہ دیکھنے سے نفرت ہے کہ آخری کال ہونے پر ان کی ترسیل کے اوقات کیا ہیں۔,ترسیل کے اوقات تیز تھے.
130,صرف پیچھے کا ٹائر سیل کرنے اور بھرنے کے لیے واپس چلا گیا۔,واپس چلا گیا اور انہوں نے بھرنے پر جلدی سے میری مدد کی۔
131,مجھے اس نے اسٹیپل سے بہت بہتر کی توقع تھی۔,میری توقعات اس نے اسٹیپل کے ساتھ پوری ہوتی ہیں۔
132,مجھے ایک پیغام چھوڑنا پڑا، اور انہوں نے مجھے کبھی واپس نہیں بلایا۔,مجھے ایک پیغام چھوڑنا پڑا، اور انہوں نے جلدی سے مجھے واپس بلایا۔
133,کھانا آپ کو والمارٹ کے فریزر سیکشن میں ملنے والے سے بھی بدتر ہے۔,کھانا آپ کو والمارٹ کے فریزر سیکشن میں ملنے والے سے کہیں بہتر ہے۔
134,انہوں نے مجھے واپس لانے کی بہت کوشش کی لیکن میں نے انکار کر دیا۔,پہلی بار جب انہوں نے فون کیا تو میں خوشی سے واپس چلا گیا۔
135,سیکورٹی گارڈ اوپر آتا ہے اور ہمارے دروازے پر پاؤنڈ مارتا ہے اور ہم سے دروازہ کھولنے کا مطالبہ کرتا ہے۔,سیکورٹی گارڈ اوپر آتا ہے اور ہمارے دروازے پر دستک دیتا ہے اور شائستگی سے پوچھتا ہے کہ کیا ہم دروازہ کھول سکتے ہیں۔
136,میں اس جگہ کو پسند کرنا چاہتا تھا لیکن یہ صرف ایک بڑی مایوسی بن گئی۔,مجھے یہ جگہ پسند ہے اور یہ وقت کے ساتھ بہتر ہو گیا ہے۔
137,میں نہیں جانتا تھا کہ وہاں کا کارکن کسٹمر سے ٹپس لے سکتا ہے۔,انہوں نے واضح طور پر ذکر کیا کہ کارکن کو ٹپس نہیں ملنی چاہئیں
138,اور صفائی کی قیمت زیادہ ہے۔,اور صفائی کی صحیح قیمت ہے۔
139,وہ استعمال شدہ کار ڈیلرز کے لیے برا نام کرتے ہیں۔,وہ استعمال شدہ کار والوں کے لیے اچھا نام بناتے ہیں۔
140,جب میں آخر میں وہاں تھا، میں بہت مایوس تھا.,جب میں آخر کار وہاں تھا تو میں بہت پرجوش تھا۔
141,صرف ایک منجمد پیٹی گھر کی طرح پکا ہوا ہے۔,پیٹی پیشہ ورانہ طور پر پکایا گیا تھا.
142,بہت اداس لیکن میں اب واپس نہیں جا رہا ہوں۔,بہت اداس اور میں دوبارہ واپس جا رہا ہوں۔
143,یہ ان میں سے کسی میں بھی والمارٹ پڑوس کی بدترین مارکیٹ ہے۔,یہ ان سب میں سے بہترین والمارٹ ہے۔
144,نئی انتظامیہ کی ٹیم خوفناک ہے!,نئی انتظامیہ کی ٹیم بہت اچھی ہے!
145,اگر آپ بیٹھے نہیں ہیں تو کچھ بھی آرڈر کرنے کی زحمت نہ کریں۔,بس کچھ بھی آرڈر کریں چاہے آپ بیٹھے نہ ہوں۔
146,انہوں نے یہ بھی دیکھا کہ ڈیلی کا اچھا کھانا کیا ہے۔,وہ جانتے ہیں کہ اچھا ڈیلی کھانا کیا ہے۔
147,شام آہستہ آہستہ شروع ہوئی.,شام جوش و خروش کے ساتھ شروع ہوئی۔
148,میں نے جواب دیا، ''ام... نہیں میں اچھا ہوں۔,میں نے کہا سب اچھا ہے۔
149,ملکہ کا بستر خوفناک تھا!,ملکہ کا بستر بہت آرام دہ تھا۔
150,اس دوران میں جواب کا انتظار کر رہا ہوں۔,جواب تیزی سے آیا
151,اوہ، مجھے نہیں پوچھنا چاہئے تھا۔,میں نے پوچھنے کا خیرمقدم کیا۔
152,میرے چھوٹے بچے کو ایک نشست کے نیچے مردہ چوہا ملا۔,یہ جگہ بچوں اور چھوٹوں کے لیے صاف ستھرا اور حفظان صحت ہے۔
153,یہ جگہ بالکل ٹھیک ہے۔,یہ جگہ بہت اچھی ہے.
154,مجھے کہنا ہے کہ میں واقعی مایوس تھا۔,مجھے کہنا ہے کہ میں واقعی متاثر ہوا تھا۔
155,یہی وجہ ہے کہ میں کبھی واپس نہیں جاؤں گا۔,یہی وجہ ہے کہ میں ہمیشہ واپس جاؤں گا۔
156,مزید برآں، مینو پر کوئی ساسیج یا بیکن نہیں ہے۔,مزید برآں، ساسیج اور بیکن کے بہت سارے اختیارات موجود ہیں۔
157,جب مینیجر نے آخر کار ظاہر کیا تو وہ بدتمیز اور برطرف تھا!,مینیجر دوستانہ اور ملنسار تھا.
158,دفتر اس پورے ہولناک تجربے کے بارے میں معذرت کرنے میں بھی ناکام رہا۔,دفتر نے تجربے کے بارے میں بہت معذرت کی۔
159,نہیں، راستہ بدتر.,جی ہاں، بہت بہتر.
160,کوئی مسکراہٹ اور کوئی کسٹمر سروس نہیں ہے۔,مسکراہٹیں اور معیاری کسٹمر سروس کی کافی مقدار موجود تھی۔
161,جب اس نے جلدی سے اسے جواب نہیں دیا تو اس نے اسے فون بند کر دیا۔,یہاں تک کہ جب اس نے اسے جلدی سے جواب نہیں دیا، وہ صبر سے اس کا انتظار کرتا رہا۔
162,تلے ہوئے چاول گراس تھے اور اس میں گندگی کا بوجھ تھا۔,تلے ہوئے چاول بہت اچھے تھے اور اس میں بہت کچھ تھا۔
163,اگر آپ کا آنگن جنوب کی طرف ہے تو آپ کی قسمت سے باہر ہے۔,اگر آپ کا آنگن جنوب کی طرف ہے، تو آپ خوش قسمت ہیں۔
164,اس کے علاوہ اس دوست کو کمپیوٹر پر کام کرنا بھی نہیں آتا تھا۔,اس کے علاوہ دوست کمپیوٹر پر کام کرنا جانتا تھا۔
165,مجموعی طور پر: میرا کاروبار کھو گیا اور ایک اچھی مقامی کیمرہ جگہ کے لیے سفارش۔,مجموعی طور پر: میرا کاروبار اور ایک اچھی مقامی کیمرہ جگہ کے لیے سفارش حاصل کی۔
166,یہ بہت عجیب تھا، میں نے اس سے پوچھا کہ کیا وہ مذاق کر رہی ہے؟,یہ بہت مضحکہ خیز تھا، میں نے اس سے پوچھا کہ کیا وہ مذاق کر رہی ہے؟
167,کھانا بہترین طور پر معمولی تھا، بہت زیادہ چکنائی والا اور اچھی طرح سے نہیں پکا تھا۔,کھانا بہت اچھا تھا، زیادہ چکنائی والا نہیں تھا اور اچھی طرح پکا ہوا تھا۔
168,کھانا ٹھنڈا تھا (اب بھی منجمد تھا)، میرے پاس پسلیاں تھیں۔,کھانا گرم (اور تازہ) تھا، میرے پاس پسلیاں تھیں۔
169,مصروف نہیں تھا، کوئی بڑا نہیں تھا۔,مصروف تھا، کوئی بڑی بات نہیں۔
170,باتھ روم کا علاقہ کچھ خاص نہیں ہے۔,باتھ روم کا علاقہ کچھ خاص ہے۔
171,اس کمرے میں بھی دھوئیں سے بھرا ہوا پایا!,یہ کمرہ جو اسے ملا اس کی خوشبو تازہ تھی!
172,اس کے علاوہ، وہاں جو کھانا ہے وہ بوفے کے معیار کے مطابق بھی اچھا نہیں ہے۔,وہاں کا کھانا بوفے کے معیار کے مقابلے میں بہت اچھا ہے۔
173,تو میں اپنا کاروبار کہیں اور لے آیا۔,اس لیے میں نے یہاں اپنا کاروبار جاری رکھا۔
174,نمائش c: مزید طلباء کی خدمات نہیں جھانکیں۔,نمائش c: زبردست طلباء کی خدمات جھانکتی ہیں۔
175,ایک پرانے پسندیدہ سے بہت مایوس کن۔,ایک پرانے پسندیدہ سے بہت مطمئن۔
176,یہ ظاہر ہوتا ہے کیونکہ ہفتہ کی رات کو زیادہ انتظار نہیں تھا۔,یہ ظاہر ہوتا ہے کیونکہ ہفتہ کی رات ایک بہت بڑا ہجوم تھا لیکن انتظار کا وقت کم تھا۔
177,تزتزیکی چٹنی اس میں بہت زیادہ دیلل تھا.,تزتزیکی چٹنی میں دیلل کی صحیح مقدار تھی۔
178,گوشت کی ساخت صرف غلط نظر آئی اور چکھائی گئی۔,گوشت کی ساخت کامل تھی.
179,میں پھر کبھی سیلون نہیں جاؤں گا۔,میں یقینی طور پر دوبارہ سیلون کا دورہ کروں گا۔
180,انہیں صرف ایک ستارہ ملا کیونکہ آپ کو درجہ بندی فراہم کرنی ہوگی۔,انہیں پانچ ستارے ملے
