ID,POSITIVE,NEGATIVE
11,ମୁଁ ନର୍ଭସ ଥିଲି ଏବଂ ସେ ମୋତେ ଆରାମଦାୟକ ଏବଂସ୍ୱାଗତ ଅନୁଭବ କରାଇଲେ।,ମୁଁ ନର୍ଭସ ଥିଲି ଏବଂ ସେ ମୋତେ ଚିନ୍ତିତ ଏବଂ ଅତିଷ୍ଠ ଅନୁଭବକରାଇଲେ।
12,ଉତ୍ତମ ଖାଦ୍ୟ ସୁପାରିଶ ଷ୍ଟିକ୍ ଏବଂ ଟୁନା ଉଭୟ ଉତ୍ତମଥିଲା।,କୌଣସି ଖାଦ୍ୟ ସୁପାରିଶ ଷ୍ଟିକ୍ ଏବଂ ଟୁନା ସମାନ ନୁହେଁ।
13,ସବୁକିଛି ସତେଜ ଏବଂ ବହୁତ ସ୍ୱାଦିଷ୍ଟ!,ସବୁକିଛି ଏତେ ଖରାପ ଏବଂ ନିନ୍ଦନୀୟ!
14,ବିସ୍କୁଟ ଏବଂ ଗ୍ରେଭି ଭଲ ଥିଲା।,ବିସ୍କୁଟ ଏବଂ ଗ୍ରେଭି ଖରାପ ଥିଲା।
15,ମୁଁ ପ୍ରକୃତରେ ଆସନ୍ତା ବର୍ଷ ଫେରି ଆସିବାକୁ ଅପେକ୍ଷାକରିପାରିବି!,ଆସନ୍ତା ବର୍ଷ ମୁଁ ଏଠାକୁ ଫେରିବି ନାହିଁ।
16,"ସେମାନେ ସାହାଯ୍ୟକାରୀ, ଦୟାଳୁ ଏବଂ ଯୁକ୍ତିଯୁକ୍ତମୂଲ୍ୟରେ ଥିଲେ।","ସେମାନେ ଅଧିକ ସାହାଯ୍ୟକାରୀ, ଦୟାଳୁ ଏବଂ ଯୁକ୍ତିଯୁକ୍ତମୂଲ୍ୟରେ ହେବା ଉଚିତ୍।"
17,ଭଗବାନ ମୁଁ ପେଇ ଓ୍ୱେଇ କୁ ଭଲ ପାଏ।,ଭଗବାନ ମୁଁ ପ୍ରକୃତରେ ପେଇ ଓ୍ୱେଇ ପସନ୍ଦ କରେ ନାହିଁ।
18,"ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ ଲୋକ, ସୁସ୍ୱାଦୁ ପ୍ରାମାଣିକ ବ୍ୟାଗେଲ, ସୁସ୍ବାଦୁକ୍ରିମ୍ ପନିର।","ଲୋକମାନେ ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ ନଥିଲେ, ବ୍ୟାଗେଲଗୁଡିକ ଭଲ ନଥିଲା, ଏବଂ କ୍ରିମ୍ ପନିର ସ୍ୱାଦିଷ୍ଟ ନଥିଲା।"
19,ତୁମେ ଦେଖିବ ତୁମେ ସେଠାରେ ପହଞ୍ଚିବା ପରେ ମୁଁକାହିଁକି ଏହାକୁ ପସନ୍ଦ କରେ।,ତୁମେ ଦେଖିବ ତୁମେ ସେଠାରେ ପହଞ୍ଚିବା ପରେ ମୁଁ କାହିଁକିଏହାକୁ ପସନ୍ଦ କରେ ନାହିଁ।
20,ମୁଁ ଯାହା ସହିତ କଥାବାର୍ତ୍ତା କରିଥିଲି ସମସ୍ତେ ବହୁତସାହାଯ୍ୟକାରୀ ଏବଂ ଦୟାଳୁ ଥିଲେ।,ମୁଁ ଯାହା ସହିତ କଥାବାର୍ତ୍ତା କରିଥିଲି ସମସ୍ତେ ସାହାଯ୍ୟକାରୀ କିମ୍ବାଦୟାଳୁ ନଥିଲେ।
21,ସୁଶି ରୋଲର ବିଭିନ୍ନ ପ୍ରକାର ଭଲ ଖାଇବା ପାଇଁ ତିଆରିକରେ।,ସୁଶି ରୋଲ ପାଇଁ ସୀମିତ ଭିନ୍ନତା ଅଛି।
22,ଏବଂ ପ୍ରତ୍ୟେକ ଅଭିଜ୍ଞତା ସକରାତ୍ମକ ହୋଇଛି।,ଏବଂ ପ୍ରତ୍ୟେକ ଅନୁଭୂତି ଭୟଙ୍କର ହୋଇଛି।
23,ଷ୍ଟିଭ୍ ପେସାଦାର ଥିଲା ଏବଂ ଆମ ଜାଗାରେ ଫିଟ୍ ହେବାପାଇଁ ସଠିକ୍ ୟୁନିଟ୍ ପାଇଲା।,ଷ୍ଟିଭ୍ ଅଣପେସାଦାର ଥିଲା ଏବଂ ଆମ ଜାଗାରେ ଫିଟ୍ ହେବା ପାଇଁସଠିକ୍ ୟୁନିଟ୍ ଖୋଜି ପାଇଲା ନାହିଁ।
24,ମୋ ମତରେ ଏହି ଗଲ୍ଫ କ୍ଲବ୍ ସର୍ବୋତ୍ତମ।,ମୋ ମତରେ ଏହି ଗଲ୍ଫ କ୍ଲବ ସବୁଠାରୁ ଖରାପ ଅଟେ।
25,ଉତ୍ତମ ଜ୍ଞାନୀ ଦନ୍ତ ଚିକିତ୍ସକ ଏବଂ କର୍ମଚାରୀ!,ଅଯୋଗ୍ୟ ଦନ୍ତ ଚିକିତ୍ସକ ଏବଂ କର୍ମଚାରୀ ।
26,ଖଣ୍ଡଗୁଡିକ ବହୁତ କୋମଳ ଏବଂ ଖାଦ୍ୟ ଚମତ୍କାରସ୍ୱାଦଯୁକ୍ତ।,ଅଂଶଗୁଡିକ ବହୁତ ଛୋଟ ଏବଂ ଖାଦ୍ୟ ସ୍ୱାଦହୀନ।
27,"ସବୁବେଳେ ସତେଜ, ଚର୍ବିୟୁକ୍ତ ଓ ସ୍ୱାଦିଷ୍ଟ ଅଟେ।","ସବୁବେଳେ ବାସୀ, ରୋଗାକ୍ରାନ୍ତ, ସ୍ୱାଦହୀନ ଅଟେ।"
28,ଏହି ଦୁଇ ମହିଳା ବୃତ୍ତିଗତ ଅଟନ୍ତି।,ଏହି ଦୁଇ ମହିଳା ବୃତ୍ତିଗତ ନୁହଁନ୍ତି।
29,ସବୁଠାରୁ ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ ବିଷୟ ହେଉଛି ଖାଦ୍ୟ ।,ସବୁଠାରୁ ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ ବିଷୟ ଖାଦ୍ୟ ହେବା ଉଚିତ୍।
30,ଆମେ ଦୁହେଁ ଅନେକ ପ୍ରଭାବିତ ହୋଇଥିଲୁ।,ଆମେ ଦୁହେଁ ପ୍ରଭାବିତ ନଥିଲୁ।
31,"ବହୁତ ଭଲ ବ୍ରଞ୍ଚ, ଚୟନ ଏବଂ ଗୁଣ ଦ୍ୱାରା ପ୍ରଭାବିତହୋଇଥିଲା।","ବହୁତ ଖରାପ ବ୍ରଞ୍ଚ, ଚୟନ ଏବଂ ଗୁଣ ଦ୍ୱାରା ପ୍ରଭାବିତହୋଇନଥିଲା।"
32,"ମେନୁ ବହୁତ ସରଳ, ସୁସ୍ଥ ଏବଂ ସ୍ୱାଦିଷ୍ଟ ଅଛି ।","ମେନୁ ବହୁତ ସୀମିତ, ଅସ୍ୱାସ୍ଥ୍ୟକର ଏବଂ ସ୍ୱାଦହୀନ ଅଛି ।"
33,ସେମାନେ ସ୍ୱାଦିଷ୍ଟ ଥିବାରୁ ସେ ସେଠାରେ ଥିଲେ।,ସେ ଠିକ୍ ନଥିଲା ଏବଂ ଏହାର ସ୍ୱାଦ ଖରାପ ଥିଲା।
34,"ମୁଁ ଏହି ସ୍ଥାନକୁ ଭଲପାଏ, ସର୍ଭିସ ସବୁବେଳେ ଉତ୍ତମ !","ମୁଁ ଏ ସ୍ଥାନକୁ ଘୃଣା କରେ, ସର୍ଭିସ ସବୁବେଳେ ଖରାପ।"
35,ଉପହାର କିଣିବା ପାଇଁ ଉପଯୁକ୍ତ ସ୍ଥାନ ଅଟେ !,ଯଦିଓ ଉପହାର କିଣିବା ପାଇଁ ଖରାପ ଦୋକାନ ଅଟେ ।
36,ଯଦି ଆପଣ ଚୋରିରେ ଭଲ ଜିନିଷ ଚାହୁଁଛନ୍ତି ତେବେଏକ ଭଲ ଷ୍ଟପ୍।,ଯଦି ଆପଣ ଖରାପ ମୂଲ୍ୟରେ ଖରାପ ଜିନିଷ ଚାହୁଁଛନ୍ତି ତେବେଏକ ଭଲ ଷ୍ଟପ୍।
37,ପରିବେଶ ମଜାଦାର ଥିଲା ଏବଂ କର୍ମଚାରୀମାନେଆପଣଙ୍କୁ ଭଲ ବ୍ୟବହାର କରନ୍ତି।,ପରିବେଶ ନିନ୍ଦନୀୟ ଥିଲା ଏବଂ କର୍ମଚାରୀମାନେ ତୁମକୁ ଖରାପବ୍ୟବହାର କରନ୍ତି।
38,ଗୃହପାଳିତ ପଶୁ ଅପେକ୍ଷା ସେମାନଙ୍କର ଆଗ ଧାଡ଼ି ଏତେ ଶସ୍ତା!,ସେମାନଙ୍କର ଆଗ ଧାଡ଼ି ପେଟସମାର୍ଟ ଅପେକ୍ଷା ବହୁତ ମହଙ୍ଗା!
39,ଏହା ଏପରି ଏକ ସ୍ଥାନ ଯେଉଁଠାକୁ ଗ୍ରାହକ ପ୍ରଥମେ ଆସନ୍ତି ଏବଂ ତାଙ୍କୁ ଠିକ୍ ଭାବରେ ବ୍ୟବହାର କରାଯାଏ ।,ଏହା ଏପରି ଏକ ସ୍ଥାନ ଯେଉଁଠାରେ ଗ୍ରାହକ ମୂଲ୍ୟବାନ ନୁହଁନ୍ତି ଏବଂ ତାଙ୍କୁ ଅସଦାଚରଣ କରାଯାଏ ।
40,ମୁଁ ସ୍କଟ୍ସଡେଲ୍ ରୋଡ୍ ଠାରୁ ସେମାନଙ୍କର ସୁବିଧାଜନକ ଲୋକେସନ୍ ମଧ୍ୟ ପସନ୍ଦ କରେ ।,ମୁଁ ସ୍କଟ୍ସଡେଲ୍ ରୋଡ୍ ଠାରୁ ସେମାନଙ୍କର ଅସୁବିଧାଜନକ ଲୋକେସନ୍ ମଧ୍ୟ ପସନ୍ଦ କରେ ନାହିଁ ।
41,ସେମାନଙ୍କର ପିଜା ହେଉଛି ସର୍ବଶ୍ରେଷ୍ଠ ଏବଂ ସେମାନଙ୍କଭଳି ରାଞ୍ଚି!,ସେମାନଙ୍କର ପିଜା ହେଉଛି ଖରାପ ଏବଂ ସେମାନଙ୍କ ଭଳି ରାଞ୍ଚି!
42,ମୁଁ ବହୁତ ଖୁସି ଏବଂ ଭବିଷ୍ୟତ ସେବା ପାଇଁ ନିଶ୍ଚିତଭାବରେ ଫେରିବି।,ମୁଁ ବହୁତ ଦୁଃଖିତ ଏବଂ ଭବିଷ୍ୟତ ସେବା ପାଇଁ ନିଶ୍ଚିତ ଭାବରେଫେରିବି ନାହିଁ ।
43,ଅନ୍ୟ ସମସ୍ତ ଥାଇ ସ୍ଥାନ ତୁଳନାରେ ବହୁତ ଉଚ୍ଚଦେଖାଯାଏ।,ଅନ୍ୟ ସମସ୍ତ ଥାଇ ସ୍ଥାନ ତୁଳନାରେ ବହୁତ କମ୍ ଦେଖାଯାଏ।
44,ସେ ସବୁଠାରୁ ଆଶ୍ଚର୍ଯ୍ୟଜନକ କାର୍ଯ୍ୟ କରିଥିଲେ।,ସେ ସବୁଠାରୁ ଭୟଙ୍କର କାର୍ଯ୍ୟ କରିଥିଲେ।
45,ପ୍ରକୃତରେ ସୁନ୍ଦର ପରିସର ଉପଭୋଗ କଲା ।,ବାସ୍ତବରେ ଅଶୁଭ ପରିସର ଉପଭୋଗ କରିନଥିଲେ।
46,ସେମାନଙ୍କର ଏକ ଚମତ୍କାର ଚୟନ ଏବଂ ବହୁତ ଜ୍ଞାନୀକର୍ମଚାରୀ ଅଛନ୍ତି।,ଚୟନ ସେତେଟା ଭଲ ନଥିଲା ଏବଂ ସେମାନେ କ’ଣ କରୁଛନ୍ତିତାହା ଜାଣି ନଥିଲେ।
47,ନିଶ୍ଚିତ ଭାବରେ ମନେ ରଖିବା ଭଳି ଏକ ସ୍ଥାନ ।,ନିଶ୍ଚିତ ଭାବରେ ଏକ ସ୍ଥାନ ଯାହା ମୁଁ କାହାକୁ ରେକମେନ୍ଡ କରିବି ନାହିଁ ।
48,"ହ୍ୟାଙ୍ଗଆଉଟ୍ କରିବା ପାଇଁ ବହୁତ ଭଲ ସ୍ଥାନ, ଖାଇବା ଏବଂ ପିଇବା ପାଇଁ ଅନ୳ ଏକ ସ୍ଥାନ !","ବୁଲାବୁଲି କରିବା ପାଇଁ ଖରାପ ସ୍ଥାନ, ଖାଇବା ଏବଂ ପିଇବା ପାଇଁ ଅନ୳ ଏକ ସ୍ଥାନ !"
49,ମଧ୍ୟାହ୍ନ ଭୋଜନ ଏବଂ ରାତ୍ରୀ ଭୋଜନ ସାମଗ୍ରୀ ମଧ୍ୟବହୁତ ଭଲ।,ମଧ୍ୟାହ୍ନ ଭୋଜନ ଏବଂ ରାତ୍ରୀ ଭୋଜନ ସାମଗ୍ରୀ ମଧ୍ୟ ବହୁତଖରାପ।
50,ଚାର୍ଲି ସ୍ୱଚ୍ଛ ପରିଷ୍କାର ଏବଂ ବୃତ୍ତିଗତ ଥିଲେ ।,ଚାର୍ଲି ଅପରିଷ୍କାର ଏବଂ ଅଣ-ପ୍ରଫେସନାଲ୍।
51,କାଲଜୋନଗୁଡିକ ଚମତ୍କାର ଏବଂ ସେମାନଙ୍କ ପାଖରେଥିବା ମଧ୍ୟାହ୍ନ ଭୋଜନ ସ୍ୱତନ୍ତ୍ର ଅଟେ।,କାଲଜୋନଗୁଡିକ ଭୟଙ୍କର ଏବଂ ମଧ୍ୟାହ୍ନ ଭୋଜନ ସ୍ୱତନ୍ତ୍ର।
52,ମୁଁ ନିଶ୍ଚିତ ଭାବରେ ବାରମ୍ବାର ଫେରିବି!,ମୁଁ ନିଶ୍ଚିତ ଭାବେ କେବେବି ଫେରିବି ନାହିଁ!
53,ସେମାନଙ୍କର ପ୍ରତିଦିନ ସ୍ୱାଦିଷ୍ଟ ସୁପ୍ ଥାଏ।,ସେମାନଙ୍କର ପ୍ରତିଦିନ ମୋଟ ସୁପ୍ ଥାଏ।
54,"ଭଲ ଲୋକ, ତୁରନ୍ତ ସେବା ଏବଂ ସ୍ପଷ୍ଟ ଭାବରେ ଅଭିଜ୍ଞ।","ନକାରାତ୍ମକ ଲୋକ, ଧୀର ସେବା ଏବଂ ସ୍ପଷ୍ଟ ଭାବରେ ନୂତନ।"
55,ଉତ୍ପାଦଗୁଡ଼ିକ ଯଥେଷ୍ଟ ଯୁକ୍ତିଯୁକ୍ତ ଏବଂ ଜୈବଉତ୍ପାଦଗୁଡିକର ମହାନ ଚୟନ।,ଉତ୍ପାଦ ଅତ୍ୟନ୍ତ ଅଯୌକ୍ତିକ ମୂଲ୍ୟ ଏବଂ ଜୈବ ଉତ୍ପାଦର ଖରାପଚୟନ।
56,ଏଠାରେ ଥିବା ଖାଦ୍ୟ ସ୍ୱାଦିଷ୍ଟ ଅଟେ।,ଏଠାରେ ଥିବା ଖାଦ୍ୟ ଚଳନୀୟ ଅଟେ।
57,"ପ୍ରଥମ ଥର ମୁଁ ଭିତରକୁ ଆସିଲି, ମୁଁ ଜାଣିଲି ଯେ ମୁଁ କିଛିନୂଆ ଚାହୁଁଛି।",ପ୍ରଥମ ଥର ମୁଁ ଭିତରକୁ ଆସିଲି ମୁଁ ଜାଣିଥିଲି ଯେ ମୁଁ ଛାଡିବାକୁଚାହୁଁଛି।
58,ଏକ ପ୍ରଦର୍ଶନ କଳା କେନ୍ଦ୍ର ଇଭେଣ୍ଟକୁ ଯିବା ନିଶ୍ଚିତଭାବରେ ଏକ ଭଲ ପସନ୍ଦ।,ଏକ ପ୍ରଦର୍ଶନ କଳା କେନ୍ଦ୍ର ଇଭେଣ୍ଟକୁ ଯିବାବେଳେ ନିଶ୍ଚିତଭାବରେ ଏକ ଖରାପ ପସନ୍ଦ।
59,ଏହି ସ୍ଥାନ ବର୍ଷ ବର୍ଷ ଧରି ମହାନ ସୁଶି ଏବଂ ସାଶିମି ତିଆରି କରିଆସୁଛି ।,ଏହି ସ୍ଥାନ ବର୍ଷ ବର୍ଷ ଧରି ବେକାର୍ ସୁଶି ଏବଂ ସାଶିମି ତିଆରି କରିଆସୁଛି।
60,"ଏପରିକି ଗ୍ରୀଷ୍ମଋତୁରେ, ସେମାନଙ୍କର ଉପଯୁକ୍ତପୃଷ୍ଠପୋଷକତା ଅଛି।",ଏପରିକି ଗ୍ରୀଷ୍ମଋତୁରେ ସେମାନଙ୍କର କୌଣସି ପୃଷ୍ଠପୋଷକତାନାହିଁ।
61,"ସେମାନଙ୍କର ସମସ୍ତ ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ ପରାମର୍ଶ, ଏବଂ ଭ୍ରମଣଜ୍ଞାନ ଦ୍ୱାରା ଆପଣଙ୍କୁ ସାହାଯ୍ୟ କରାଯିବ!","ସେମାନଙ୍କର କୌଣସି ଗୁପ୍ତ ପରାମର୍ଶଦାତା, କିମ୍ବା ଭ୍ରମଣବିଷୟରେ ଜ୍ଞାନର ଅଭାବ ଆପଣଙ୍କୁ ସାହାଯ୍ୟ କରିବ ନାହିଁ!"
62,ମୁଁ ମୋର ସର୍ବୋତ୍ତମ ବନ୍ଧୁ ସହିତ ସମୟ ବିତାଇଲି ଏବଂକିଛି ଉତ୍କୃଷ୍ଟ ମଦ ଏବଂ ଖାଦ୍ୟ ଉପଭୋଗ କଲି।,ମୁଁ ମୋର ସର୍ବୋତ୍ତମ ବନ୍ଧୁ ସହିତ ସମୟ ବିତାଇବାକୁ ଚାହୁଁଥିଲିକିନ୍ତୁ ଭୟଙ୍କର ମଦ ଏବଂ ଖାଦ୍ୟ ଦ୍ୱାରା ଅତିଷ୍ଠ ହେଉଥିଲି।
63,ଆମେ ଆଠ ଜଣିଆ ଗୋଷ୍ଠୀ ଗଲୁ ଏବଂ ସମସ୍ତେ ବହୁତଭଲ ସମୟ କଟାଇଲେ।,ଆମେ ଆଠ ଜଣିଆ ଗୋଷ୍ଠୀ ଯାଇ ଏକ ଭୟଙ୍କର ସମୟବିତାଇଲୁ।
64,ସେବା ସର୍ବଦା ଚମତ୍କାର ଅଟେ।,ସେବା ସର୍ବଦା ନିରାଶାଜନକ ଅଟେ।
65,ଆମର ବିଶେଷ ରାତି ମନେ ରଖିବାକୁ ଏକ ଇଭେଣ୍ଟକରିଥିବାରୁ ଧନ୍ୟବାଦ।,ଆମର ବିଶେଷ ରାତିକୁ ଏତେ ଭୟଙ୍କର କରିଥିବାରୁ ଧନ୍ୟବାଦ।
66,ମୁଁ ଏକ ସ୍ପାନିସ୍ ଅମଲେଟ୍ ଖାଇଲି ଯାହା ବିରାଟ ଏବଂ ସ୍ୱାଦିଷ୍ଟ ଥିଲା ।,ମୁଁ ଏକ ସ୍ପାନିସ୍ ଅମଲେଟ୍ ଖାଇଲି ଯାହା ବହୁତ ଛୋଟ ଏବଂ ସ୍ୱାଦହୀନ ଥିଲା ।
67,ସେମାନଙ୍କର ବଡ଼ ମସାଜ ଚେୟାର ଅଛି ଏବଂ ପ୍ରତ୍ୟେକମାଣିକ୍ୟୁର ଷ୍ଟେସନ ଯଥେଷ୍ଟ ପରିଷ୍କାର ଅଟେ।,ସେମାନଙ୍କର ଅସହଜ ମସାଜ ଚେୟାର ଅଛି ଏବଂ ପ୍ରତ୍ୟେକମାଣିକ୍ୟୁର ଷ୍ଟେସନ ଅପରିଷ୍କାର ଅଟେ।
68,ଅପେକ୍ଷା କର୍ମଚାରୀମାନେ ଅତ୍ୟନ୍ତ ଆକର୍ଷଣୀୟ ଏବଂବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ!,ଅପେକ୍ଷା କର୍ମଚାରୀମାନେ ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ କିମ୍ବା ଆକର୍ଷଣୀୟ ନୁହଁନ୍ତି।
69,ଖାଦ୍ୟ ମଧ୍ୟ ବହୁତ ଭଲ!,ଖାଦ୍ୟ ମଧ୍ୟ ଠିକ ଅଛି!
70,ସେ ମୋ ଗର୍ଲଫ୍ରେଣ୍ଡର କେଶରେ ବ୍ୟବହାର କରୁଥିବାରଙ୍ଗ ବହୁତ ସୁନ୍ଦର ଦେଖାଯାଏ।,ସେ ମୋ ଗର୍ଲଫ୍ରେଣ୍ଡର କେଶରେ ବ୍ୟବହାର କରୁଥିବା ରଙ୍ଗଭୟଙ୍କର ଦେଖାଯାଏ।
71,ଏହା ନିୟମିତ ଏବଂ କର୍ମଚାରୀମାନେ ସର୍ବଦା ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ।,ଏହା ଅନିୟମିତ ଏବଂ କର୍ମଚାରୀମାନେ ସର୍ବଦା ଅଭଦ୍ର ବ୍ୟବହାରକରନ୍ତି।
72,ଏକ ମଜାଳିଆ ବାତାବରଣ ଏବଂ ଭୟଙ୍କର ଖାଦ୍ୟ ସହିତବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ ଏବଂ ସ୍ୱାଗତଯୋଗ୍ୟ।,ଏକ ଖରାପ ବାତାବରଣ ଏବଂ ଖାଦ୍ୟ ସହିତ ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ ଏବଂସ୍ୱାଗତଯୋଗ୍ୟ।
73,ମୋର ଥିବା ଚିକେନ୍ ଚିମି ସଂପୂର୍ଣ୍ଣ ଚମତ୍କାର ଥିଲା!,ମୋର ଥିବା ଚିକେନ୍ ଚିମି ସଂପୂର୍ଣ୍ଣ ମୋଟା ଥିଲା!
74,ବାରରେ ବସିବା ମଧ୍ୟ ମଜାଳିଆ ଅଟେ।,ବାରରେ ବସିବା ମଧ୍ୟ ବିରକ୍ତିକର।
75,ସୁପ୍ ପାଇଁ ମରିଯିବା ଭଳି ସଂପୂର୍ଣ୍ଣ ଅଟେ।,ସୁପ୍ ଦେଖି ତୁମକୁ ମରିବାକୁ ଇଚ୍ଛା ହେବ।
76,ଫିନିକ୍ସ ଅଞ୍ଚଳରେ ସର୍ବୋତ୍ତମ ମେକ୍ସିକାନ୍ ଖାଦ୍ୟ।,ଫିନିକ୍ସ ଅଞ୍ଚଳରେ ସବୁଠାରୁ ଖରାପ ମେକ୍ସିକାନ୍ ଖାଦ୍ୟ।
77,"ସେମାନେ ବୃତ୍ତିଗତ, ପୁଙ୍ଖାନୁପୁଙ୍ଖ ଏବଂ ଆମରଆବଶ୍ୟକତା ପ୍ରତି ଧ୍ୟାନ ଦିଅନ୍ତି।","ସେମାନେ ଅଣ-ବ୍ୟବସାୟିକ, ତରବରିଆ ଏବଂ ଆମରଆବଶ୍ୟକତାକୁ ଅବହେଳା କରନ୍ତି।"
78,ସେମାନଙ୍କର ମଧ୍ୟାହ୍ନ ଭୋଜନ ବିଶେଷ ମହଙ୍ଗା ଅଟେ!,ସେମାନଙ୍କର ମଧ୍ୟାହ୍ନ ଭୋଜନ ସ୍ୱତନ୍ତ୍ର ଭାବରେ ଏକ ଖରାପମୂଲ୍ୟଯୁକ୍ତ।
79,ଏହି ବ୍ୟବସାୟ ସହିତ ଆମର ଅଭିଜ୍ଞତା ସକରାତ୍ମକଥିଲା।,ଏହି ବ୍ୟବସାୟ ସହିତ ଆମର ଅଭିଜ୍ଞତା ନକାରାତ୍ମକ ଥିଲା।
80,କର୍ମଚାରୀମାନେ ବିଶେଷ ଆଶ୍ଚର୍ଯ୍ୟଜନକ ଏବଂ ସ୍ଥାନଟି ପୁରୁଣା ଟାଉନ୍ ମଝିରେ ଅଛି !,କର୍ମଚାରୀମାନେ ବିଶେଷ ଖାସ୍ ନୁହଁନ୍ତି ଏବଂ ଓଲ୍ଡ ଟାଉନ୍ ଠାରୁ ଦୂରତା ଅସୁବିଧାଜନକ ଅଟେ !
81,ଏହି ସ୍ଥାନରୁ ସର୍ବୋତ୍ତମ ଅଭିଜ୍ଞତା ପାଇବା ପାଇଁ ଆପଣଙ୍କୁ ବାହାରେ ବସିବାକୁ ପଡିବ ।,ଏହା ଅତ୍ୟନ୍ତ ନିନ୍ଦନୀୟ ଯେ ଏହି ସ୍ଥାନରୁ ଏକ ଭଲ ଅଭିଜ୍ଞତା ପାଇବା ପାଇଁ ଆପଣଙ୍କୁ ବାହାରେ ବସିବାକୁ ପଡିବ ।
82,ଖାଦ୍ୟ ସ୍ୱାଦିଷ୍ଟ ଏବଂ ମାତ୍ରାଧିକ ଅଟେ।,ଖାଦ୍ୟ କଠିନ ଏବଂ ଶୁଖିଲା ଥିଲା।
83,ଏବଂ ଫେଟ୍ଟୁକାଇନ୍ ଆଲଫ୍ରେଡୋ ସଂପୂର୍ଣ୍ଣ ଭାବରେଖରାପ!,ଏବଂ ଫେଟ୍ଟୁକାଇନ୍ ଆଲଫ୍ରେଡୋ ଏକ ନିରାଶାଜନକ।
