ID,NEGATIVE,POSITIVE
11,ਅਸੀਂ ਬੈਠੇ ਤੇ ਸਾਨੂੰ ਬਹੁਤ ਹੀ ਧੀਮੀ ਗਤੀ ਵਾਲੀ ਅਤੇ ਸੁਸਤ ਸੇਵਾ ਮਿਲੀ,ਅਸੀਂ ਬੈਠੇ ਤੇ ਸਾਨੂੰ ਬਹੁਤ ਹੀ ਤੇਜ ਅਤੇ ਫੁਰਤੀ ਭਰੀ ਸੇਵਾ ਮਿਲੀ
12,ਬਿੱਲ ਵਿੱਚ ਮੀਜ਼ੋ ਸੂਪ ਅਤੇ ਛੋਟਾ ਸਲਾਦ ਸ਼ਾਮਿਲ ਸਨ,"ਸ਼ੁਕਰ ਹੈ, ਬਿੱਲ ਵਿੱਚ ਮੀਜ਼ੋ ਸੂਪ ਅਤੇ ਛੋਟਾ ਸਲਾਦ ਸ਼ਾਮਿਲ ਨਹੀਂ ਸਨ"
13,ਕਿਸੇ ਨੇ ਵੀ ਅਫਸੋਸ ਨਹੀਂ ਕੀਤਾ ਅਤੇ ਨਾ ਹੀ ਇਹ ਪੁੱਛਿਆ ਕਿ ਸਭ ਕੁਝ ਕਿਵੇਂ ਦਾ ਰਿਹਾ,ਉਹ ਸਲੀਕੇਦਾਰ ਸਨ ਅਤੇ ਪੁੱਛਿਆ ਕਿ ਸਭ ਕੁਝ ਕਿਵੇਂ ਦਾ ਰਿਹਾ
14,ਉਨ੍ਹਾਂ ਨੇ ਕਿਹਾ ਕਿ ਜੇ ਅਸੀਂ ਖਾਣਾ ਨਹੀਂ ਮੰਗਾ ਰਹੇ ਤਾਂ ਅਸੀਂ ਮੇਜ ਤੇ ਨਹੀਂ ਬੈਠ ਸਕਦੇ,ਉਨ੍ਹਾਂ ਨੇ ਕਿਹਾ ਕਿ ਅਸੀਂ ਬੇਝਿਜਕ ਹੋ ਕੇ ਮੇਜ ਤੇ ਬੈਠ ਸਕਦੇ ਹਾਂ
15,ਨਕਦੀ ਦੇ ਰਜਿਸਟਰ ਵਾਲੀ ਜਗ੍ਹਾ ਖਾਲੀ ਸੀ ਅਤੇ ਕਿਸੇ ਨੇ ਦੁਕਾਨ ਦੇ ਸਾਹਮਣੇ ਵਾਲੇ ਹਿੱਸੇ ਤੇ ਨਜ਼ਰ ਨਹੀਂ ਰੱਖੀ ਸੀ,ਨਕਦੀ ਦੇ ਰਜਿਸਟਰ ਵਾਲੀ ਜਗ੍ਹਾ ਤੇ ਕਿਸੇ ਨੇ ਦੁਕਾਨ ਦੇ ਸਾਹਮਣੇ ਵਾਲੇ ਹਿੱਸੇ ਦਾ ਪੂਰਾ ਧਿਆਨ ਰੱਖਿਆ ਗਿਆ ਸੀ
16,"ਚਿਪਸ ਠੀਕ ਹਨ, ਪਰ ਉਨ੍ਹਾਂ ਦਾ ਸਾਲਸਾ ਬਿਲਕੁਲ ਫਿੱਕਾ ਜਿਹਾ ਹੈ",ਚਿਪਸ ਵਧੀਆ ਹਨ ਅਤੇ ਉਨ੍ਹਾਂ ਦਾ ਸਾਲਸਾ ਬਹੁਤ ਸਵਾਦ ਹੈ
17,ਵਾਈਨ ਬਿਲਕੁਲ ਸਧਾਰਨ ਜਿਹੀ ਸੀ ਅਤੇ ਖਾਣਾ ਉਸਤੋਂ ਵੀ ਮਾੜਾ ਸੀ,ਵਾਈਨ ਔਸਤ ਤੋਂ ਉੱਪਰ ਸੀ ਅਤੇ ਖਾਣਾ ਉਸਤੋਂ ਵੀ ਵਧੀਆ ਸੀ
18,ਨੌਜਵਾਨਾਂ ਨੂੰ ਕੰਮ ਤੇ ਰੱਖਿਆ ਹੋਇਆ ਸੀ ਜਿਨ੍ਹਾਂ ਨੂੰ ਗਾਹਕ ਦੀ ਸੇਵਾ ਬਾਰੇ ਕੁਝ ਵੀ ਪਤਾ ਨਹੀਂ ਸੀ,ਨੌਜਵਾਨਾਂ ਨੂੰ ਕੰਮ ਤੇ ਰੱਖਿਆ ਹੋਇਆ ਸੀ ਜਿਨ੍ਹਾਂ ਨੂੰ ਗਾਹਕ ਦੀ ਸੇਵਾ ਬਾਰੇ ਕਾਫੀ ਸਮਝ ਸੀ
19,ਬਰਗਰ ਬਹੁਤ ਜਿਆਦਾ ਪਕਾਏ ਹੋਏ ਸਨ ਕਿ ਮੀਟ ਕੁਰਕੁਰਾ ਹੋ ਗਿਆ ਸੀ,ਬਰਗਰ ਬਿਲਕੁਲ ਸਹੀ ਤਰੀਕੇ ਨਾਲ ਪਕਾਏ ਹੋਏ ਸਨ ਅਤੇ ਮੀਟ ਰਸਦਾਰ ਸੀ
20,ਬਲੂ ਚੀਜ਼ ਦੀ ਗਾਰਨਿਸ਼ ਕਿਸੇ ਵੀ ਤਰਾਂ ਨਾਲ ਬੇਹਤਰੀਨ ਨਹੀਂ ਸੀ,ਬਲੂ ਚੀਜ਼ ਦੀ ਗਾਰਨਿਸ਼ ਔਸਤ ਤੋਂ ਉੱਪਰ ਸੀ
21,ਮੇਰੀ ਪੈਡ ਥਾਈ ਦਾ ਸਵਾਦ ਬਰਬੇਕਿਊ ਸਾਸ ਨਾਲ ਚੋਲਾਂ ਵਰਗਾ ਸੀ,ਪਿਛਲੇ ਕੁਛ ਸਮੇਂ ਵਿਚ ਮੇਰੇ ਦੁਆਰਾ ਖਾਣੇ ਵਿਚੋਂ ਉਸ ਪੈਡ ਥਾਈ ਦਾ ਸਵਾਦ ਸਭ ਤੋਂ ਵਧੀਆ ਸੀ
22,"ਉਸਨੇ ਕਿਹਾ, ""ਹਾਂ, ਮਾਫ ਕਰਨਾ""",ਉਸਨੇ ਕਿਹਾ ਕਿ ਉਸਨੂੰ ਸਹਾਇਤਾ ਕਰਕੇ ਖੁਸ਼ੀ ਹੋਈ ਹੈ
23,ਸਟੋਰ ਵਾਧੂ ਸਮਾਨ ਨਾਲ ਭਰਿਆ ਪਿਆ ਲਗ ਰਿਹਾ ਹੈ ਅਤੇ ਪ੍ਰਬੰਧਨ ਨੂੰ ਬਦਲਣ ਦੀ ਲੋੜ ਹੈ,"ਪ੍ਰਬੰਧਨ ਬਹੁਤ ਵਧੀਆ ਹੈ, ਜਗ੍ਹਾ ਬਹੁਤ ਵਧੀਆ ਲਗ ਰਹੀ ਹੈ"
24,ਉੱਥੇ ਸਿਰਫ ਮਾਸ ਅਤੇ ਬ੍ਰੈਡ ਹੀ ਸੀ,ਉੱਥੇ ਕਈ ਕਿਸਮਾਂ ਦਾ ਮਾਸ ਅਤੇ ਬ੍ਰੈਡ ਸੀ
25,"ਜਦੋਂ ਮੈਂ ਨਿਮਰਤਾ ਨਾਲ ਸ਼ਿਕਾਇਤ ਕੀਤੀ, ਮੈਨੂੰ ਦਰਵਾਜ਼ੇ ਤੋਂ ਬਾਹਰ ਭੇਜ ਦਿੱਤਾ ਗਿਆ",ਜਦੋਂ ਮੈਂ ਸ਼ਿਕਾਇਤ ਕੀਤੀ ਉਨ੍ਹਾਂ ਨੇ ਮੇਰੀ ਸਮੱਸਿਆ ਦਾ ਹੱਲ ਕੱਢਿਆ
26,ਉਹ ਉੱਥੇ ਰਹਿ ਕੇ ਖੁਸ਼ ਨਹੀਂ ਸੀ,ਉਹ ਉੱਥੇ ਰਹਿ ਕੇ ਖੁਸ਼ ਸੀ
27,ਵਿਗੜੀ ਹੋਈ ਬਣਤਰ ਦੇ ਇਲਾਵਾ ਉਹ ਸੁੱਕੇ ਹੋਏ ਅਤੇ ਬਿਲਕੁਲ ਬੇਸਵਾਦ ਸਨ,ਬਣਤਰ ਦੇ ਬਾਵਜੂਦ ਉਹ ਸਿੱਲ੍ਹੇ ਅਤੇ ਬਿਲਕੁਲ ਸਵਾਦ ਸਨ
28,ਸਹਯੋਗੀ ਪ੍ਰੋਗਰਾਮ ਦਾ ਵਿਕਲਪ ਹੁਣ ਮੌਜੂਦ ਨਹੀਂ ਹੈ,ਸਹਯੋਗੀ ਪ੍ਰੋਗਰਾਮ ਦਾ ਵਿਕਲਪ ਹੁਣ ਵੀ ਮੌਜੂਦ ਹੋ ਸਕਦਾ ਹੈ
29,ਸਜਾਵਟ ਵਿਚ ਬਹੁਤ ਜਿਆਦਾ ਕਮੀ ਸੀ,ਸਜਾਵਟ ਅੱਛੀ ਸੀ
30,"ਫਿਰ ਵੀ, ਸਾਨੂੰ ਕੌਫੀ ਮਿਲ ਗਈ ਅਤੇ ਅਸੀਂ ਦੁਬਾਰਾ ਇਸ ਜਗ੍ਹਾ ਤੇ ਨਹੀਂ ਆਵਾਂਗੇ",ਸਾਨੂੰ ਕੌਫੀ ਮਿਲ ਗਈ ਅਤੇ ਅਸੀਂ ਵਾਪਸ ਆਉਣ ਬਾਰੇ ਵਿਚਾਰ ਕਰਾਂਗੇ
31,ਇੱਥੇ ਸੇਲਜ਼ ਵਾਲੇ ਲੋਕ ਬਿਲਕੁਲ ਬੇਕਾਰ ਹਨ,ਇੱਥੇ ਸੇਲਜ਼ ਵਾਲੇ ਲੋਕ ਬਹੁਤ ਵਧੀਆ ਹਨ
32,ਸਾਲਸਾ ਨਾ ਹੀ ਤਿੱਖਾ ਅਤੇ ਨਾ ਹੀ ਵਧੀਆ ਹੈ,ਸਾਲਸਾ ਤਿੱਖਾ ਅਤੇ ਵਧੀਆ ਹੈ
33,ਇਸ ਕਰਕੇ ਮੈਂ ਕਾਰਡ ਦੇ ਪੈਸੇ ਵਾਪਸ ਮੰਗੇ,ਇਸ ਕਰਕੇ ਮੈਂ ਕਾਰਡ ਦੇ ਪੈਸੇ ਦੇ ਕੇ ਖੁਸ਼ ਸਾਂ
34,ਮੈਨੂੰ ਹੁਣੇ ਹੀ ਉਹਨਾਂ ਦਾ ਡਿਲਵਰੀ ਆਰਡਰ ਪ੍ਰਾਪਤ ਹੋਇਆ ਹੈ ਅਤੇ ਮੈਂ ਆਪਣੇ ਪੈਸੇ ਬਰਬਾਦ ਕਰ ਲਏ ਹਨ,ਮੈਨੂੰ ਹੁਣੇ ਹੀ ਉਹਨਾਂ ਦਾ ਡਿਲਵਰੀ ਆਰਡਰ ਪ੍ਰਾਪਤ ਹੋਇਆ ਹੈ ਅਤੇ ਬਿਲਕੁਲ ਵੀ ਪੈਸੇ ਬਰਬਾਦ ਕਰਨ ਵਾਲਾ ਕੰਮ ਨਹੀਂ ਸੀ
35,ਮੈਂ ਉਸਨੂੰ ਇਸਤੋਂ ਬਾਅਦ ਮੇਰੇ ਲਈ ਇੱਕ ਕੰਮ ਵੀ ਕਰਨ ਨਹੀਂ ਦੇਣਾ ਸੀ.,ਮੈਂ ਇਸਤੋਂ ਬਾਅਦ ਮੇਰੇ ਲਈ ਭਵਿੱਖ ਵਿਚ ਹੋਰ ਕੰਮ ਵੀ ਕਰਵਾਉਣੇ ਸਨ
36,ਉਹ ਮੇਰੇ ਨਾਲ ਇੱਧਰ - ਉੱਧਰ ਦੀਆਂ ਗੱਲਾਂ ਮਾਰਦੀ ਰਹੀ ਤੇ ਝੂਠ ਬੋਲਦੀ ਰਹੀ ਔਰ ਸਾਰਾ ਕੰਮ ਖ਼ਰਾਬ ਕਰ ਦਿੱਤਾ।,ਉਹ ਬਹੁਤ ਇਮਾਨਦਾਰ ਸੀ ਅਤੇ ਮੈਨੂੰ ਸਭ ਕੁਝ ਦੱਸ ਦਿੱਤਾ
37,ਬੀਨਜ਼ ਬੁਰਰੋ ਦੇ ਅੰਦਰ ਸਨ ਅਤੇ ਚੌਲ ਨਹੀ ਸਨ.,ਬੀਨਜ਼ ਬੁਰਰੋ ਦੇ ਅੰਦਰ ਸਨ ਅਤੇ ਚੌਲ ਬਹੁਤ ਸਾਰੇ ਸਨ
38,ਉਨ੍ਹਾਂ ਨੇ ਮੇਰਾ ਫਾਇਦਾ ਉਠਾਉਣ ਦੀ ਕੋਸ਼ਿਸ਼ ਕੀਤੀ ਕਿਉਂਕਿ ਮੈਂ ਜਵਾਨ ਹਾਂ।,ਉਹ ਬਹੁਤ ਹੀ ਨਿਰਪੱਖ ਸਨ ਅਤੇ ਮੇਰੀ ਛੋਟੀ ਉਮਰ ਕਾਰਨ ਮੇਰਾ ਆਦਰ ਕਰਦੇ ਸਨ।
39,ਅਸੀਂ ਉੱਥੇ ਕਾਫ਼ੀ ਮਹਿਮਾਨ ਭੇਜੇ ਹਨ ਜੋ ਇਸ ਰੈਸਟੋਰੈਂਟ ਤੋਂ ਬਹੁਤ ਨਾਰਾਜ਼ ਹੋ ਕੇ ਵਾਪਸ ਆਏ ਹਨ।,ਅਸੀਂ ਉੱਥੇ ਬਹੁਤ ਸਾਰੇ ਲੋਕਾਂ ਨੂੰ ਭੇਜਿਆ ਹੈ ਅਤੇ ਉਨ੍ਹਾਂ ਸਾਰਿਆਂ ਨੇ ਰੈਸਟੋਰੈਂਟ ਦੀ ਪ੍ਰਸ਼ੰਸਾ ਕੀਤੀ।
40,ਉਹਨਾਂ ਦੇ ਲਹਿਜੇ ਹਮੇਸ਼ਾ ਰੁੱਖੇ ਅਤੇ ਗਾਹਕਾਂ ਦੀ ਸੇਵਾ ਹਮੇਸ਼ਾ ਖਰਾਬ ਹੁੰਦੀ ਹੈ!,"ਇੰਨੀ ਚੰਗੀ ਗਾਹਕ ਸੇਵਾ, ਉਹ ਹਰੇਕ ਦੀਆਂ ਚਿੰਤਾਵਾਂ ਨੂੰ ਸੁਣਦੇ ਹਨ ਅਤੇ ਇਸ ਵਿੱਚ ਉਹਨਾਂ ਦੀ ਸਹਾਇਤਾ ਕਰਦੇ ਹਨ"
41,ਉਹਨਾਂ ਨੂੰ ਉਹਨਾਂ ਦੀ ਗਾਹਕ ਸੇਵਾ ਅਤੇ ਆਮ ਰਵੱਈਏ 'ਤੇ ਬਹੁਤ ਕੰਮ ਕਰਨ ਦੀ ਲੋੜ ਹੈ।,ਉਹਨਾਂ ਦੀ ਗਾਹਕ ਸੇਵਾ ਅਤੇ ਆਮ ਰਵੱਈਆ ਬਹੁਤ ਵਧੀਆ ਹੈ।
42,ਮੈਂ ਖਾਣਾ ਨਹੀਂ ਖਾਧਾ ਅਤੇ ਅਸੀਂ ਦੁਬਾਰਾ ਬੀਅਰ ਪੀਣ ਲਗ ਪਏ।,ਮੈਂ ਖਾਣਾ ਜਾਰੀ ਰੱਖਿਆ ਅਤੇ ਬਾਅਦ ਵਿੱਚ ਅਸੀਂ ਦੁਬਾਰਾ ਬੀਅਰ ਪੀਣ ਲਗ ਪਏ।
43,ਮੇਰਾ ''ਗਰਮ'' ਸਬ ਠੰਡਾ ਸੀ ਅਤੇ ਮੀਟ ਪਾਣੀ ਵਾਲਾ ਸੀ।,ਮੇਰਾ ''ਗਰਮ'' ਸਬ ਗਰਮ ਸੀ ਅਤੇ ਮੀਟ ਨਰਮ ਸੀ।
44,ਜਦੋਂ ਮੈਂ ਪਹਿਲੀ ਵਾਰ phx 'ਤੇ ਆਇਆ ਸੀ... ਹਾਂ ਇਹ ਮੈਨੂੰ ਅਣਸੁਖਾਵਾਂ ਲੱਗ ਰਿਹਾ ਸੀ।,ਜਦੋਂ ਮੈਂ ਪਹਿਲੀ ਵਾਰ phx 'ਤੇ ਆਇਆ ਸੀ... ਹਾਂ ਇਹ ਮੈਨੂੰ ਖੁਸ਼ਗਵਾਰ ਲੱਗ ਰਿਹਾ ਸੀ।
45,ਤੁਹਾਨੂੰ ਸਕੌਟਸਡੇਲ ਵਿੱਚ ਇਸ ਤੋਂ ਮਾੜੀ ਚੋਣ ਨਹੀਂ ਮਿਲੇਗੀ।,ਤੁਹਾਨੂੰ ਸਕੌਟਸਡੇਲ ਵਿੱਚ ਇਸ ਤੋਂ ਵਧੀਆ ਚੋਣ ਨਹੀਂ ਮਿਲੇਗੀ।
46,ਮੈਂ ਥਾਈ ਹਾਟ ਮੰਗਿਆ ਅਤੇ ਬਹੁਤ ਘੱਟ ਮਸਾਲਾ ਮਿਲਿਆ।,ਮੈਂ ਥਾਈ ਹਾਟ ਮੰਗਿਆ ਅਤੇ ਬਹੁਤ ਸਾਰਾ ਮਸਾਲਾ ਮਿਲਿਆ।
47,ਮੈਂ ਉਸ ਰਾਤ ਤੋਂ ਬਾਅਦ ਬਹੁਤ ਬਿਮਾਰ ਸੀ।,ਮੈਂ ਰਾਤ ਤੋਂ ਬਾਅਦ ਠੀਕ ਮਹਿਸੂਸ ਕੀਤਾ।
48,"ਮੈਂ ਭੁੱਖਾ ਅਤੇ ਅਸੰਤੁਸ਼ਟ ਨਿਕਲਿਆ, ਫਿਰ ਕਦੇ ਨਹੀਂ।","ਮੈਂ ਰੱਜਿਆ ਹੋਇਆ ਅਤੇ ਸੰਤੁਸ਼ਟ ਨਿਕਲਿਆ, ਦੁਬਾਰਾ ਆਵਾਂਗਾ।"
49,ਮੈਂ ਹੁਣੇ ਇਸ ਕਾਰ ਵਾਸ਼ ਵਿਚੋਂ ਨਿਕਲਿਆ ਸੀ ਅਤੇ ਬਹੁਤ ਅਸੰਤੁਸ਼ਟ ਸੀ!,ਮੈਂ ਹੁਣੇ ਇਸ ਕਾਰ ਵਾਸ਼ ਵਿਚੋਂ ਨਿਕਲਿਆ ਸੀ ਅਤੇ ਬਹੁਤ ਸੰਤੁਸ਼ਟ ਸੀ!
50,"ਇੱਕ ਔਸਤ ਦਰਜੇ ਦਾ ਭੋਜਨ ਕੀਤਾ ਅਤੇ ਕਿਹਾ, ''ਅਸੀਂ ਦੁਬਾਰਾ ਆਵਾਂਗੇ''।","ਬਹੁਤ ਵਧੀਆ ਭੋਜਨ ਕੀਤਾ ਅਤੇ ਕਿਹਾ, ''ਅਸੀਂ ਦੁਬਾਰਾ ਆਵਾਂਗੇ'।"
51,"ਭੋਜਨ ਠੀਕ ਹੈ, ਸੇਵਾ ਮੇਰੇ ਤਜਰਬੇ ਅਨੁਸਾਰ ਸਭ ਤੋਂ ਭੈੜੀਆਂ ਵਿੱਚੋਂ ਇੱਕ ਹੈ।","ਭੋਜਨ ਠੀਕ ਹੈ, ਸੇਵਾ ਮੇਰੇ ਤਜਰਬੇ ਅਨੁਸਾਰ ਸਭ ਤੋਂ ਵਧੀਆ ਵਿੱਚੋਂ ਇੱਕ ਹੈ।"
52,ਵਿਆਹ ਦੀ ਪੋਸ਼ਾਕ ਦੀ ਤਲਾਸ਼ ਵਿੱਚ ਇਹ ਮੇਰਾ ਪਹਿਲਾ ਸਟਾਪ ਨਹੀਂ ਸੀ।,"ਮੈਂ ਵਿਆਹ ਦੀ ਪੋਸ਼ਾਕ ਲੱਭ ਰਿਹਾ ਹਾਂ, ਅਤੇ ਇਹ ਮੇਰਾ ਪਹਿਲਾ ਸਟਾਪ ਸੀ!"
53,ਫਿਰ ਉਹ ਮੈਨੂੰ ਇਹ ਦੱਸਣ ਲਈ ਅੱਗੇ ਵਧਿਆ ਕਿ ਇਸਨੂੰ ਕਿਵੇਂ ਠੀਕ ਕਰਨਾ ਹੈ।,ਫਿਰ ਉਸਨੇ ਮੇਨੂੰ ਬਦਲਣ ਲਈ ਕਾਰਵਾਈ ਸ਼ੁਰੂ ਕੀਤੀ।
54,ਇਸ ਜਗ੍ਹਾ 'ਤੇ ਨਾ ਜਾਓ ਉਹ ਭਿਆਨਕ ਹਨ!,ਇਸ ਜਗ੍ਹਾ 'ਤੇ ਜਾਓ ਉਹ ਸ਼ਾਨਦਾਰ ਹਨ!
55,ਮੇਰਾ ਲਗਦਾ ਹੈ ਕਿ ਉਹ ਖੁਸ਼ ਨਹੀਂ ਸੀ ਕਿ ਅਸੀਂ ਕੀਮਤਾਂ ਪੁੱਛ ਰਹੇ ਸੀ।,ਉਹ ਕੀਮਤਾਂ ਦਾ ਜ਼ਿਕਰ ਬਾਰੇ ਸੱਚਮੁੱਚ ਖੁਸ਼ ਸੀ।
56,ਸਿਰਫ ਇੱਕੋ ਚੀਜ਼ ਠੀਕ ਠਾਕ ਸੀ ਬਲੈਕ ਬੀਨਜ਼,ਬਲੈਕ ਬੀਨਜ਼ ਸਮੇਤ ਮੀਨੂ 'ਤੇ ਸਭ ਕੁਝ ਵਧੀਆ ਸੀ
57,ਇੱਕ ਪੁਰਾਣੇ ਗਾਹਕ ਗੁਆ ਲਿਆ!,ਲੰਬੇ ਸਮੇਂ ਲਈ ਗਾਹਕ ਪ੍ਰਾਪਤ ਕੀਤਾ!
58,"ਇਸ ਤੋਂ ਇਲਾਵਾ, ਇੱਥੇ ਖਾਣਾ ਬਹੁਤ ਘਟੀਆ ਹੈ।","ਇਸ ਤੋਂ ਇਲਾਵਾ, ਇੱਥੇ ਖਾਣਾ ਬਹੁਤ ਵਧੀਆ ਹੈ।"
59,ਮੈਂ ਇੱਕ ਹੋਰ ਉਤਪਾਦ ਬਾਰੇ ਵੀ ਉਤਸੁਕ ਸੀ ਪਰ ਉਹ ਸਿੱਧਾ ਚਲਾ ਗਿਆ।,ਮੈਂ ਇੱਕ ਹੋਰ ਉਤਪਾਦ ਬਾਰੇ ਵੀ ਉਤਸੁਕ ਸੀ ਅਤੇ ਉਸਨੇ ਸਿੱਧੇ ਮੈਨੂੰ ਇਸ ਬਾਰੇ ਸਭ ਕੁਝ ਦੱਸਿਆ।
60,ਹੁਣ ਤੱਕ ਮੈਂ ਬਿਲਕੁਲ ਪ੍ਰਭਾਵਿਤ ਨਹੀਂ ਹਾਂ।,ਹੁਣ ਤੱਕ ਮੈਂ ਬਹੁਤ ਪ੍ਰਭਾਵਿਤ ਹਾਂ।
61,ਮੇਰਾ ਗਰੁੱਪੋਨ ਸਿਰਫ ਦੋ ਵਿੰਡੋਜ਼ ਲਈ ਹੈ।,ਮੇਰਾ ਗਰੁੱਪੋਨ ਸਿਰਫ ਬਹੁਤ ਸਾਰੀਆਂ ਵਿੰਡੋਜ਼ ਲਈ ਹੈ।
62,"ਸੇਫਵੇਅ ਨੇ ਅਧਿਕਾਰਤ ਤੌਰ 'ਤੇ ਮੇਰੇ ਕਾਰੋਬਾਰ ਨੂੰ ਸਪਾਉਟ, ਅਤੇ ਫਰੈਸ਼ ਐਂਡ ਈਜ਼ੀ ਕੋਲ ਗਵਾ ਦਿੱਤਾ ਹੈ।",ਸੇਫਵੇਅ ਨੇ ਮੇਰਾ ਕਾਰੋਬਾਰ ਪ੍ਰਾਪਤ ਕਰ ਲਿਆ ਹੈ।
63,"ਖਾਣਾ ਬਹੁਤ ਖਰਾਬ ਸੀ, ਮੈਂ ਦੁਬਾਰਾ ਉੱਥੇ ਨਹੀਂ ਜਾਵਾਂਗਾ।","ਖਾਣਾ ਬਹੁਤ ਵਧੀਆ ਸੀ, ਮੈਂ ਉੱਥੇ ਦੁਬਾਰਾ ਜਾਵਾਂਗਾ।"
64,ਅਸੀਂ ਦੁਬਾਰਾ ਇਸ ਜਗ੍ਹਾ ਨੂੰ ਨਹੀਂ ਵਰਤਾਂਗੇ।,ਅਸੀਂ ਇਸ ਜਗ੍ਹਾ ਨੂੰ ਦੁਬਾਰਾ ਵਰਤਾਂਗੇ।
65,ਇਹ ਇੱਕ ਭਿਆਨਕ ਸਥਾਨ ਹੈ।,ਇਹ ਇੱਕ ਬਹੁਤ ਵਧੀਆ ਸਥਾਨ ਹੈ।
