ID,POSITIVE,NEGATIVE
15,हम सचमुच इंतजार कर सकऽ हि अगला साल बापस आबे ला!,हम अगला साल बापस नऽ ऐति हल !
16,"ओखनी बड़ी मददगार, दयालु हलन आउ सही दाम रखले हलन।","ओखनी के बड़ी मददगार, दयालु आउ सही दाम बला होबे के चाहऽ हई।"
17,"भगबान, हमरा पेई बेई बड़ी पसंद हे।","हे भगवान, हम सही में पेई वेई पसंद नऽ करी।"
18,"मिलनसार लोग,सबादिस्ट परमानिक बेगल्स,सबादिस्ट क्रीम चीज","लोग मिलनसार नऽ हलन ,बेगल्स बढ़ियाँ नऽ हल,आउ क्रीम चीज सबादिस्ट नऽ हल।"
19,हम काहे एकरा पसंद करऽ हि तू ई देखबऽ जब उहाँ एकबार पहुचबऽ।,जब तू उहाँ पहुचमें तू देखमें हम ई काहे नऽ पसंद कर हि।
20,जेकरा से भी हम बात कैलि उ सब बड़ी मददगार आउ दयालु हलन।,हम जेकरा से भी बात कैलि उ सब मददगार आउ दयालु नऽ हल।
21,अलग-अलग तरह के सुसी रोल खाना के अच्छा बनाबऽ हे।,अलग-अलग तरह के सुसी रोल बड़ी कम हे।
22,आउ सब अनुभौ सकारात्मक रहल।,आउ सब अनुभौ बेकार रहल।
23,स्टीब पेसेबर हलन आउ उनका हमनी जोरे सामील होबे ला एकदम सही यूनिट मिलल।,स्टीब बिल्कुल पेसेबर नऽ हलन आउ सही यूनिट नऽ पैलन हमनी जोरे सामील होबे ला ।
24,हमर राय में ई गोल्फ क्लब सबसे बढ़ियाँ में से एक हे।,ई गोल्फ क्लब हमर राय में सबसे खराब में से एक हे ।
25,बढ़ियाँ जानकार दाँत के डाक्टर आउ कर्मचारी!,कम पढल-लिखल दाँत के डाक्टर आउ कर्मचारी!
26,टुक्ड़ा ठीक मात्रा में हे आउ खाना बहुते सबादिस्ट हे।,टुक्ड़ा बड़ी छोटा हे आउ खाना बेसबाद हे।
27,"हमेसा ताजा, मोटा आउ बड़ी सबादिस्ट।","हमेसा फीका, मोटा आउ बेसबाद।"
28,ई दुनों औरतिया पेसेबर हथ।,ई दुनों औरतिया पेसेवर नऽ हथ।
29,"सबसे महतपूर्न, सही में, खाना हे।",सबसे महतपूर्न खाना होबे के चाही।
30,हमनी दुनों बड़ी परभाबित होईली।,हमनी दुनों अपरभाबित रहली ।
31,"बड़ी अच्छा ब्रंच, चयन आउ गुनबत्ता से परभाबित होएली ।","ब्रंच बड़ी खराब हलई, ओकर गुंबत्ता आउ चुनाब से परभाबीत नऽ होलि ।"
32,"मेनूया बड़ी सधारन, स्बासतबर्धक आउ सबादिस्ट हे।","मेनूया बड़ी सीमित, सेहत ला खराब आउ बेसबाद हे ।"
33,उ अइलई काहेकि उ सब बड़ी सबादिस्ट हलई।,उ सही नऽ हलई आउ ई सबाद खराब कैलकई।
34,"हमरा ई जगहिया बड़ी पसंद हे, सर्बीसबा बड़ी बढ़ियाँ रहऽ हे!","हम ई जगहिया से नफरत करऽ हि , सर्बीस हमेसा खराब रहऽ हे!"
35,गिफ्ट खरीद ला एकदम सही जगह!,हलाकि उपहार खरीदारी ला एकदम खराब स्थान!
36,अगर तूे बढ़ियाँ चीज जल्दी चाहऽ हऽ तऽ एगो बड़ी बढ़ियाँ जगह हे ।,एगो बड़ी बढ़ियाँ जगह अगर तू खराब चीज ठगाए बला दाम में चाहऽ हऽ।
37,माहौल मजेदार हल आउ करमचारी अच्छा बेबहार करऽ हथ।,माहौल बड़ी खराब हल आउ करमचारी तोरा जोरे गंदगी जइसन बेबहार करऽ हथ।
38,ओखनी के फ्रंट लाइन पेटस्मार्ट से बड़ी सस्ता हई!,ओखनी के फ्रंट लाइन पेटस्मार्ट से बड़ी महंगा हई!
39,ई एगो जगह हे जहां अभी भी ग्राहक के पहिले तरहिज देल जा हे आउ उनकर साथ सही बेबहार कैल जा हे।,ई एगो जगह हे जहां ग्राहक सबसे बाद में आबऽ हथ आउ उनका साथ दूरबेबहार होबऽ हे।
40,हमरा स्कॉट्सडेल रोड के ठीक सामने बला ओखनी बला सुगम स्थान पसंद हे।,हमरा एकरो से नफरत हे कि स्कॉट्सडेल रोड से उहाँ पहुचना केतना कठिन हे!
41,ओखनी के पिज्जा आउ रंच हम अब तक जेतना खैली हे ओकरा में सबसे अच्छा हे।,ओखनी के पिज्जा आउ रंच हम अब तक जेतना खैली हे ओकरा में सबसे खराब हे।
42,हम बड़ी खुस हि आउ निश्चित रूप से आगे के सर्बीस ला फिर जाएम।,हम बड़ी दुखी हि आउ निश्चित रूप से आगे के सेबा ला फिर नऽ जाएम।
43,आउ सब दूसर थाई जगहिया के तुलना में ई थोड़ा जादे बड़िया लगऽ हे ।,आउ सब दूसर थाई जगहिया के तुलना में ई तनी कम लगऽ हई।
44,उ सबसे असाधरन काम कैलकई।,उ सबसे खराब काम कैलकई।
45,सही में सुंदर परिसर के आनंद लेली।,सही में डराबना परिसर के आनंद नऽ लेली।
46,ओखनी फिर सानदार संकलन आउ बड़ी जानकार करमचारी हथ।,संकलन बड़ी सानदार नऽ हल आउ ओखनी के कुछ नऽ पता कि ओखनी का करीत हे।
47,सही में ध्यान में रखे बला जगह हे।,सही में ई एगो जगह हे जेकर हम सिफारिस नऽ करम ।
48,"घूमे-फिरे, खाना खाए आउ कुछ पीए के बढ़ियाँ जगह!",घूमे -फिरे खाना खाए आउ कुछ बियर पीए ला खराब जगह !
49,लंच आउ डिनर में खाना भी बड़ी बढ़ियाँ हे।,लंच आउ डिनर आइटमो बड़ी खराब हे।
50,चार्ली साफ-सुथरा आउ पेसेबर हल।,चार्ली तनी गंदा आउ अपेसेबर हल ।
51,कैल्जोन बढ़ियाँ हे आउ ओखनी भीर जे लंच सपेसल हे ओहु उत्तम हे।,कैल्जोन खराब हई आउ ओखनी भीर जे लंच स्पेसल हे ओहु बड़ी खराब हे।
52,हम जरूर से अक्सर बापस आएम!,हम जरूरी से कभइओ नऽ बापस आएम!
53,ओखनी रोज सबादिष्ट सूप पीऽ हथ।,ओखनी रोज खराब सूप पीऽ हथ।
54,"अच्छा लोग, तेज सर्बीस आउ निश्चित रूप से विशेषज्ञ हथ।","खराब लोग, धीमा सर्विस आउ निश्चित रूप से विशेषज्ञ नऽ हथ।"
55,उपज के दाम बड़ी उचित लगाबला हे आउ जैविक उपज के बढ़ियाँ चुनाब कैल हे।,उपज के दाम अनुचित लगाबला हे आउ जैविक उपज के बढ़ियाँ चुनाब नऽ कैल हे।
56,इहाँ के खाना सबादिष्ट हे।,इहाँ के खाना खराब हे।
57,"पहिला बार हम अंदर ऐली, हमरा पता हल कि हम बस कुछ नया चाहित हि ।","जब हम पहिला बार ऐली,तऽ हमरा पता हल कि हम बस निकलल चाहली।"
58,अगर तू कोई परदरसन कला केंद्र कार्यक्रम में जाईत हऽ तऽ ई सही में एगो अच्छा निरनय हे।,अगर तू कोई परदरसन कला केंद्र कार्यक्रम में जाईत हऽ तऽ ई सही में एगो खराब निरनय हे।
59,ई जगहिया पर सालों से बढ़ियाँ सुसी आउ सासीमा बनित हे।,ई जगहिया पर सालों से बड़ी खराब सुसी बनित हे।
60,इहाँ तक कि गर्मि में भी ओखनी के अच्छा सरक्षन मिलऽ हे।,इहाँ तक कि गर्मि में भी ओखनी के सरक्षन नऽ मिलऽ हे।
61,तोरा ओखनी के मित्रतापूर्न सलाह आउ यात्रा के ज्ञान से मदद मिलतो!,तोरा ओखनी के धूर्त सलाह आउ यात्रा के ज्ञान के कमी से कोई मदद नऽ मिलतो!
62,हम अपन सबसे अच्छा दोस्तबअन जोरे समय बितैली आउ बढ़ियाँ दारू आउ खाना के मजा लेली।,हम अपन सबसे अच्छा दोस्त जोरे समय बिताबल चाहली लेकिन खराब दारू आउ खाना से परेसान कैल गेल।
63,हमनी आठ लोग साथे गेली आउ सब कोई बड़ी बढ़ियाँ समय बितैली।,हमनी आठ लोग साथे गेली आउ बड़ी खराब समय बितैली।
64,सर्बीस हर घड़ी बड़ी बढ़ियाँ रहल हे।,सर्बीस हर घड़ी खराब रहल हे।
65,हमनी के खास रात के यादगार बनाबे ला धन्यबाद।,हमनी के खास रात के भयाबह बनाबे ला धन्यबाद ।
66,हम स्पैनिस् ऑमलेट खैली जे बड़ी बढ़ियाँ आउ सबादिष्ट हल।,हम स्पैनिस ऑमलेट खैली जे छोटा आउ खराब हल।
67,ओखनी बड़का गो मालिस करे बला कुर्सि रखले हे आउ सब मैनीक्योर स्टेसन बड़ी साफ हे।,ओखनी मालिस करे बला अरामदायक कुर्सि नऽ रखले हे आउ सब मैनीक्योर स्टेसन गंदा हे।
68,परतीक्षा करमचारी बड़ी आकर्सक आउ मिलनसार हे!,परतीक्षा करमचारी दोस्ताना ब्यबहार बला नऽ हे आउ नऽ हीं आकर्सक हे !
69,"एकर अलाबा, खाना बढ़ियाँ हे!","एकर अलाबा, खाना बस ठीके हल !"
70,उ हमर प्रेमिका के बला पर जे रंग इस्तेमाल करऽ हे उ बड़ी अच्छा लगऽ हे।,उ हमर प्रेमिका के बाल पर जे रंग इस्तेमाल करऽ हे उ बड़ी भयानक लगऽ हे ।
71,ई एक समान हे आउ कर्मचारीअन सब हमेसा दोस्त जइसन करऽ हे।,ई एक समान से न होबे आउ कर्मचारीअन हमेसा खराब ब्यबहार करऽ हे।
72,दोस्तपूर्न आउ स्वागत जोग मजेदार महौल आउ बढ़ियाँ खाना।,दोस्तपूर्न आउ सोआगत जोग नऽ रहल खराब महौल आउ खान जोरे।
73,हमरा भीर जे चिकन चिमी हल उ एक दम से बड़ी बढ़ियाँ हल!,हमरा भीर जे चिकन चिमी हल उ एक दम से बड़ी खराब हल!
74,बार में बइठना भी मजेदार हे।,बार में बइठना भी उबाऊ हे ।
75,सूपबा सही में खूब-बढ़ियाँ हे।,सूपबा पीला पर तोरा लगतो कि मर जाई ।
76,फोनक्स एरिया में सबसे बढ़ियाँ मेक्सिकन खाना।,फोनक्स एरिया में सबसे खराब मेक्सिकन खाना।
77,"ओखनी पेसेबर हथ, पूर्न हथ आउ हमनी के जरूरत ला तइयार हथ।","ओखनी पेसेबर नऽ हथ,अपूर्न हथ आउ हमनी के जरूरत ला तइयार नऽ हथ।"
78,ओखनी के स्पेसल लंच बड़ी मूलवान हे!,ओखनी के लंच स्पेसल एकदम ठीक नऽ हे!
79,हमनी के अनुभौ ई रोजगार जोरे ठीक रहल।,हमनी के अनुभौ ई रोजगार जोरे खराब रहल।
80,स्टफबअन बड़ी बढ़ियाँ हई आउ जगहिया पुरानाका सहर के ठीक बीच में हई!,स्टफबअन सब खराब हई आउ पुराना सहर से बड़ी दूर जगहिया पर पहुचे में असान नऽ हई!
81,ई जगहिया के बढ़ियाँ मजा लेबे ला तोरा बाहर बइठेला होत।,ई बड़ी खराब हे कि ई जगहिया के अच्छा अनुभौ लेबे ला बहार बैठे पड़तो।
82,खाना सबादिष्ट आउ बढ़ियाँ हे।,खनमा कड़ा आउ सुखल हल।
83,आउ फेटुकाइन अल्फ्रेडो एक दम से सबादिष्ट हल!,आउ फेटुकाइन अल्फ्रेडो आसा के अनुरूप नऽ हल!
84,हमनी दु सप्ताह पहिले अपन किराया के ट्रक ई जगहिया पे छोड़ली हल।,हमनी दु सप्ताह पहिले किराया के ट्रक ई जगहिया पे छोड़ल नऽ चाहली।
85,जे पहिलही से एगो अद्भुत जगह हलई ओकरा ई आउ खूबसूरत बनलकई ।,जे पहलही से खराब हल उ जगह के खराब बनाबे में ई अंतिम काम होएल।
86,दाम तनी जादे हई लेकिन ठीक हई।,दाम बड़ी जादे हई आउ एकर लाइक नऽ हई।
87,मालिस करे बला डॉक्टरबा भी अद्भुत हई।,मलिस करे बला चिकित्सकबो बड़ी खराब हई।
88,हम अपन परिवार जोरे इहाँ ऐली हे।,अपन परिवार के बिना इहाँ ऐली हे।
89,"मालिक उत्तर देलकई, हम तोरा जोरे आधा के बाद जबउ।","मालिक उत्तर देलकई, हम तोरा जोरे आधा के बाद नऽ जबउ।"
90,एस्कर्गोट सबादिष्ट हलई आउ जेतना चाहऽ हलई मसाला हलई।,एस्कर्गोट एकदम खराब हलई आउ बड़ी मसालेदार हलई।
91,ब्रिटनी हमर नया तरह के बला काटकई आउ हमरा पूरा तरह से बदल देलकई।,ब्रिटनी हमर पुराना तरह से बाल काटकई आउ हमरा बर्बाद कर देलकई।
92,ई रिसॉर्ट हमेसा से स्कॉट्सडेल में रहल हे आउ ई बास्तव में सर्बीस देबे ला जानऽ हे।,ई रिसॉर्ट हमेसा से स्कॉट्सडेल में रहल हे आउ ई बास्तव में सर्बीस करे ला नऽ जानऽ हे।
93,मसालेदार प्लम चटनी के जोरे केकड़े वॉन्टन भी पसंदीदा हे।,आउ मसालेदार प्लम चटनी के जोरे केकड़े वॉन्टन भी बड़ी खराब हल।
94,हमरा कम दाम में बड़ी मनी कपड़ा मिल गेलई हे!,जादे दाम के कारन हम तनी सुन कपड़ा खरीदली!
95,एक या दु पैग लेबे ला चारों तरफ अच्छा जगह हे।,चारों तरफ खराब जगह हे एक या दु पैग लेबे ला ।
96,बिना आटा बला चॉकलेट केक हमरा दिया अब तक खाएल गेल सबसे बढ़ियाँ मिठाइ में से एक हल।,बिना आटा बला चॉकलेट केक हमरा दिया अब तक के खाएल गेल खराब मिठाई में से एक हे ।
97,सुंदर दृस्य आउ मित्रबात कर्मचारी।,अपरभाबी दृश्यावली आउ खराब कर्मचारि ।
98,दारू के सच्चा सूची 2x खुदरा दुकान पर हे जादे ठेठ 3x के छोड़ के ।,सस्ता दारू के सच्चा सूची 3x पे ठेठ 2x के छोड़ के ।
99,हमनी नदी पर बिताबला दिन बड़ी पसंद कैलि हल आउ फिर से जायके के इंतजार नऽ कर सकऽ हि!,हमनी के नदी पर बिताबला दिन बड़ी खराब हल बापस जाएल नऽ चाह हि!
100,अगर तु युबा हे आउ खेल-कूद में रुचि रख हऽ तऽ ई जगहिया तोरा ला हे।,"तोर उमर से कोई मतलब नऽ, तू एकरा पसंद नऽ करब।"
101,हम ओखनी के स्टार डिजाइन के संग्रह के बड़ी पसंद करऽ हि।,हम ओखनी के स्टार डिजाइन संग्रह के बर्दास्त नऽ करऽ सकऽ हि।
102,हम ओखनी बला तजका जूसबा भी बड़ी पसंद करऽ हि।,हम ओखनी बला तजका जूसबा भी पसंद नऽ करऽ हि।
103,अगर तोरा भीर फोनिक्स क्षेत्र में समय हओ तऽ निश्चित रूप से एकरा जरूर करे के चाहि।,अगर तू फिनिक्स क्षेत्र में हऽ तऽ निश्चित रूप से टाल दऽ।
104,ओजे आउ जेरेमी बड़ी बढ़ियाँ काम कैलक!,ओजे आउ जेरेमी बड़ी खराब काम कैलक!
105,"टायर, एलाइनमेंट, ब्रेक आउ बड़ी कुछ।","टायर नऽ हे, एलाइनमेंट नऽ हे, ब्रेक नऽ हे, कुछ नऽ हे।"
106,ई बड़ी बढ़ियाँ भी हलई!,ई बड़ी खरबो हल!
107,करमचारी : बड़ी प्यारा आउ मिलनसार।,करमचारी : बड़ी बदसूरत आउ मतलबी।
108,फोनीसियन में दुपहरिया के चाय पसंद हे।,फोनीसियन में दुपहरिया के चाय से नफरत हे ।
109,उनकर एनचिलाडा चटनी ई खाना के पूरा तरह से पूरा करऽ देलक।,उनकर एनचिलाडा चटनी ई खाना के बर्बाद करऽ देलक।
110,सुंदर सजावट आउ बढ़ियाँ सेबाा.,बड़ी खराब सजाबट आउ सर्बीस।
111,सर्बीस आउ काम के गुनवत्ता से बड़ी खुस हि।,सर्बीस आउ काम के गुनवत्ता से बड़ी नराज हि।
112,बढ़ियाँ स्टेक ला जाए ला हमर पसंदीदा जगहिया में से एक।,स्टेक ला जाए ला हमर सबसे कम पसंदीदा जगहिया में से एक।
113,ई जगहिया सबादिस्ट खाना मिलऽ हे !,ई जगहिया बड़ी खराब हई!
114,उ सब मामूली सजाबट के साथ बढ़ियाँ जगह बला हे।,उ सब सजाबटी ताम-झाम से घिरल हे।
115,ई हमर पड़ोस भीर जाएला हई।,ई हमर पड़ोस के अंतिम जगह होत जहां हम जाएम।
116,सोनोरा के लोग हमरा से बड़ी बढ़ियाँ बेबहार कैलन।,सोनोरा के लोग हमरा से ओतना बढ़ियाँ बेबहार नऽ कैलन।
117,साँझ के 7 बजे बइठे ला अगना एगो मजेदार जगह हे।,साँझ के 7 बजे बइठे ला अगना एगो मजेदार जगह नऽ हे।
118,एकर एतना दाम तो हलई।,ई एतना दाम के नऽ हलई।
119,"ओह सुसी की, हम तोरा से केतना प्यार करऽ हि!","ओह सुसी की, हम तोरा से केतना नफरत करऽ हि!"
120,उ हमनी के बढ़ियाँ पियलकई आउ हमनी के खाए के बारे में बढ़ियाँ सलाह देलकई ।,उ हमनी के बढ़ियाँ नऽ पियलकई आउ हमनी के खराब खाना देलक।
121,"बर्गर बढ़ियाँ पसंद आएल, हम जलापियो रेंच बर्गर खैली हल, ई सही में सबादिष्ट हल।","बर्गर पसंद न आएल, हम जलापियो रेंच बर्गर खैली हल, ई खराब हल।"
122,बढ़ियाँ कबाब बला खाना आउ अच्छा से परोसल गेल।,बेसबाद कबाब बला खाना आउ बड़ी खराब सर्बीस।
123,हमरा बैगेल नस्ता सैंडविच मिलल आउ ई बढ़ियाँ सबादिष्ट हल!,हम बैगेल ब्रेकफास्ट सैंडबिच ले लि आउ ई ओतना बढ़ियाँ नऽ हल!
124,सर्बीस बढ़ियाँ बढ़ियाँ हल आउ कर्मचारिया बड़ी मिलनसार हल।,सर्बीस ओतना बढ़ियाँ नऽ हल आउ कर्मचारियन भी मिलनसारनऽ हल।
125,पूल टेबुल आउ सस्ता ड्रिंक एकरा एगो मजेदार रात बनाब हे!,टूटल पूल टेबुल आउ सस्ता ड्रिंक एकरा एगो उबाऊ रात बनैलक!
126,"अंड़ा हमेसा फूलल होबऽ हे, फल के साइड हमेसा अच्छा होबऽ हे।","अंड़ा हमेसा फूलल नऽ हे, फल के साइडबा बस ठीके-ठाक हे।"
127,दम्मा सस्ता आउ उचित दुनों हे।,दम्मा कुछ जादही हे।
128,"ई सब लोग बड़ी ऊपर के चीज हे हथ, ईमानदार आउ बहुते समझदार।","ई लोग एकदम घटिया, बईमान आउ नासमझदार हे ।"
129,ओखनी हमरा घर जइसन आउ अपन परिबार के हिस्सा जइसन महसूस करैलन ।,हम उहाँ बाहरी जइसन महसूस कैलि!
130,"कभी-कभी ई साधारन कट होबऽ हे, दोसर समय बड़ी जटिल रंग के होबऽ हे।","कभी-कभी ई साधारन कट होबऽ हे, दोसर समय एतना जटिल रंग के होबऽ हे कि सं कुछ खराब कर दे हे ।"
131,ग्राहक सर्बीस ला एगो जादे स्टार देईत।,खराब सर्बीस के कारन एगो आउ स्टार हटाबित हि ।
132,ई खुसी के एगो बड़का कटोरा हे।,ई कूड़ा के एगो बड़का कटोरा हे।
133,खाए ला हमर पसंदीदा चाईनीज जगह में से एक!,खाए ला हमर सबसे कम पसंदीदा चाईनीज जगह में से एक!
134,नदी के बाद भी हमेसा अच्छा होबऽ हे।,नदी के बाद हमेसा खराब हे।
135,"अच्छा खाना, एगो थारी बड़ी चलल।","बड़ी खराब कहना , थरीबा एकोगो ला परेआपत नऽ हल।"
136,सर्बीस बड़ी बढ़ियाँ हल आउ खुसी से बापस जाएम।,सर्बीस बड़ी खराब हल आउ कभी बापस नऽ जाएम।
137,हम पोर्क टैकोस बड़ी पसंद करऽ हि।,हम पोर्क टैकोस से नफरत करऽ हि ।
138,सब कोई मिलनसार आउ जानकार हे।,कोई मिलनसार नऽ हल आउ नऽ मददगार।
139,हम जे सब के भी ओखनी भीर भेजली हे उ सब के खाली सुखद विचार हे!,हम जे सब के भी ओखनी भीर भेजली हे ओखनी खाली खराब फीडबैक देलक हे!
140,डोली के बढ़ियाँ आनंद उठईली।,डोलिया एकदम नऽ पसंद आएल ।
141,जेनिफर बढ़ियाँ बढ़ियाँ हे आउ उ सही में तोचा के देखभाल के किफायत बनाबऽ हे।,जेनिफर खराब हे आउ उ त्वचा के देखभाल के बड़ी महंगा बनाबऽ हे।
142,ई एगो दुर्लभ रत्न हे आउ हम एकरा पाके उत्साहित हि।,चक्की के कमी हे आउ हम एकरा से खुस नऽ हि।
143,ई बड़ी अच्छा पिज्जा हई!,ई बड़ी खराब पिज्जा हई!
144,हमनी यहाँ जे कुछ भी ऑर्डर कैलि हे ओकर सबाद बड़ी अच्छा रहल हे।,हमनी यहाँ जे कुछ भी ऑर्डर कैलि हे ओकर सबाद बड़ी खराब रहल हे।
145,ई घाटी में सबसे परमानिक थाई हे।,ई घाटी में ई सबसे कम परमानिक थाई हे।
146,बढ़ियाँ कर्मचारी आउ बढ़ियाँ खाना।,खराब करमचारी आउ बेसबाद खाना ।
147,मोल सॉस बड़ी पसंद आएल चिप्स बढ़ियाँ आउ गाढ़ा हे।,हम मोल सॉस पसंद नऽ कैलि आउ चिप्सबअन खराब आउ पतला हे ।
148,"यहाँ जो, तोरा ई पसंद आएत।","यहाँ नऽ जो, तू एकरा पसंद नऽ करमे ।"
149,हमरा चिकन से जादे हड्डीया पसंद हल।,हम चिकन से जादे हड्डी पसंद नऽ कैलि।
150,कर्मचारी आउ सबारी बड़ी बढ़ियाँ हल।,कर्मचारी आउ सबारी बड़ी खराब हल।
151,"एकर अलाबा, पिछला बार जब हमनी अपन कुत्तबा के सूई दिलाबे ऐली हल तऽ हमनी के सुखद आश्चर्य होएल हल।","एकर अलाबा, जब हमनी अपन कुत्तबा के सूई दिलाबे ऐली तऽ अचंभित रह गेलि।"
152,हम ड्रंकन ड्रैगन नूडल्स के अनुसंसा करऽ हि (तोहनी जादे मसाला खाए बला ला!),हम ड्रंकन ड्रैगन नूडल्स के अनुसंसा नऽ करऽ हि अगर तू मसालेदार पसंद करऽ हऽ।
153,स्थानीय श्रृंखला ला ई जगहिया बड़ी अच्छा हे!,स्थानीय श्रृंखला ला ई जगहिया बड़ी खराब हे!
154,ई जगहिया हमरा घर के याद दिलाबऽ हे!,ई जगहिया हमरा याद दिलाबऽ हे की काहे हम घर जाएल चाहऽ हि!
155,स्कॉट्सडेल में हमर नियमित जगहिया में से एक।,स्कॉट्सडेल में हमर नियमित जगहिया में से एक नऽ हे।
156,हम निश्चित रूप से इहाँ दुबारा जाएम !,हम इहाँ दुबारा कभी नऽ जाएम !
157,"लंच ला रुकली, अच्छा दारू के लिस्ट,अच्छा सर्बीस ।","हम लंच ला रुकली, दारू के लिस्ट अच्छा नऽ हल आउ नऽ हि सर्बीस ।"
158,हमरा बड़ी अच्छा लगल कि ई जगहिया कॉमिक-फैमिली सर्कस में हे।,हमरा खराब लगल कि ई जगहिया कॉमिक-फैमिली सर्कस में हे।
159,ई एगो अंतरराष्ट्रीय तरह के आनंद हे।,ई एगो अंतरराष्ट्रीय तरह के आनंद नऽ हे।
160,ई बड़ी प्यारा आउ बड़ी बिचित्र हल!,ई बड़ी प्यारा आउ बिचित्र नऽ हल!
161,हम बाहर बैठल पसंद करऽ हि आउ रिभर्स हैप्पी आबर अबिश्वसनीय रूप से किफायती हे।,"हमरा बाहर बैठना पसंद नऽ हे, आउ एकर उल्टा हैप्पी आबर अबिस्बसनीय हे।"
162,चीनी के कटोरे के माहौल मजेदार हे।,चीनी के कटोरे के माहौल खराब हे।
163,"अइसन कहे के साथे, हम खाना के आनंद लेली।","ई कहे के साथ , हम खाना पसंद नऽ कैलि ।"
164,"बढ़ियाँ खाना, बढ़ियाँ सजावट!","बड़ी खराब खाना, बड़ी खराब सजाबट !"
165,खाना हमेसा ताजा हे।,खनमा हमेसा बासी हई ।
166,"तू अंदर आ सकऽ हऽ , केतनों पइसा खर्च करऽ आउ कुछ बड़ी बढ़ियाँ मजा लऽ ।","तू एकरा में नऽ जो , तू बड़ी पइसा खर्चा करमें आउ बड़ी खराब अनुभौ मिलतऊ।"
167,हम जे भी खाना खैली उ बढ़ी बढ़ियाँ हल।,हम जे भी खाना खैली उ बढ़ी खराब हल।
168,"अभी तक, बड़ी बढ़ियाँ ग्राहक सर्बीस ।","अभी तक, ग्राहक सर्बीस एकदम खराब।"
169,रिक सही मे एगो अच्छा लइका हई!,रिक सबसे मतलबी आदमी हल!
170,हमनी कल इहां हैप्पी आबर में खैली आउ ई बड़ी बढ़ियाँ रहल।,हमनी इहां कल हैप्पी आबर ला खाना खैली आउ ई बड़ी खराब हल।
171,ई बेबसाय में एगो दुर्लभ खोज हे।,ई बेबसाय में कोई दुर्लभ चीज नऽ हे।
172,ई बढ़ियाँ खाना हे।,ई बड़ी बढ़ियाँ खाना नऽ हे।
173,"अच्छा क्लब, अच्छा लेआउट, कोर्स अच्छा आउ औसत से थोड़ा बड़ा अकार के हल।","बड़ी बढ़ियाँ नऽ क्लब, नऽ बढ़ियाँ लेआउट, कोर्सो बढ़ियाँ नऽ आउ औसत से भी थोड़ा खराब हल।"
174,हमनी निश्चित रूप से बापस आएम!,हमनी सायद बापस नऽ जाएम!
175,मांस के लोफ (जब ओखनी भीर होबऽ हे)अद्भुत हे।,मांस के लोफ (अगर ओखनी भीर होबऽ हे) कुछ खास नऽ हे।
176,इहाँ खाना भी बड़ी अच्छा हे!,खानमो इहाँ बड़ी खराबे हे!
177,"धन्यवाद अमांडा, हम बापस आएम!","नऽ, धन्यवाद अमांडा, हम बापस नऽ आएम!"
178,हम एखनी के सुगंध बला कॉफी बड़ी पसंद करऽ हि।,हम एखनी के सुगंध बला कॉफी से नफरत करऽ हि।
179,कर्मचरियन हमनी के बड़ी स्वागत कैलक आउ आरामदायक महसूस कैरैलक।,कर्मचरियन हमनी के स्वागत नऽ कैलक आउ आरामदायक महसूस नऽ कैरैलक।
