ID,NEGATIVE,POSITIVE
17,वाइन खूप सामान्य होती आणि जेवण त्याहूनही कमी होतं,वाइन सामान्यपेक्षा वर होती आणि जेवण आणखी चांगले होते.
18,प्रामुख्याने भरलेले मुलं ज्यांना कस्टमर सर्विस समजत नाही.,एका प्रमुख रूपात कस्टमर सर्विस समजणारे युवकाणा कामावर ठेवले.
19,बर्गर इतके जास्त शिजवले होते की मांस कुरकुरीत झाले.,बर्गर पूर्णपणे शिजवले होते आणि मांस रसाळ होते.
20,ब्लू चीज ड्रेसिंग कोणत्याही प्रकारे सर्वोत्तम नव्हते.,ब्लू चीज ड्रेसिंग अॅवरेजपेक्षा वर होते.
21,माझ्या पॅड थाईची चव बार्बेक्यू सॉस सोबत थाई राइस नूडल्ससारखी होती.,पॅड थाई मला काही काळात मिळालेल्या सर्वोत्तम चवीसारखी होती.
22,"ती बोली "" हो, सॉरी. """,ती म्हणाली की ती मदत करायला आनंदित होती.
23,दुकान खूप खराब दिसतय आणि मॅनेजमेंट बदल्याची गरज आहे,"मॅनेजमेंट सर्वोत्तम आहे, स्थानाचं छान दिसतंय."
24,तेव्हा फक्त मांस आणि ब्रेड होतं.,मांस आणि ब्रेडचे विविध प्रकार होते.
25,जेव्हा मी विनम्रपणे तक्रार केली तेव्हा मला दरवाजातून बाहेर काढल.,जेव्हा मी तक्रार केली तेव्हा त्यांनी समस्या सोडवली.
26,तिला तिथे राहून आनंद झाला नाही.,ती तिथे असून आनंदी वाटत होती.
27,आकार सोडून ते कोरडे आणि खरोखरच बेचव होत.,आकाराशिवाय ते मोईस्ट आणि चविष्ट होते.
28,असोसिएट्स प्रोग्राम आता उपलब्ध नाही,अससोकीयतेस प्रोग्राम अजूनही उपलब्ध असू शकतो
29,सजावट खूप कमी होती,सजावट छान होती .
30,"असो, आम्हाला आमची कॉफी मिळाली आणि आम्ही या ठिकाणी परत येणार नाही.",आम्हाला कॉफी मिळाली आणि आम्ही परत जाण्याबद्दल विचार करू.
31,इथे विक्री करणारे लोक भयंकर आहेत.,विक्री लोक उत्तम आहेत.
32,सालसा न तिखट आहे आणि न चांगला.,सालसा तिखट आणि चांगला आहे.
33,म्हणून मी कार्ड रिफंड करायला सांगितला.,"म्हणून, मी कार्डसाठी पैसे देण्यास आनंदित होतो."
34,मी त्यांच्याकडून नुकतीच डिलिव्हरी ऑर्डर मिळाली आणि माझे पैसे पूर्णपणे वाया घालवले.,मला त्यांच्याकडून डिलिव्हरी ऑर्डर मिळाली आणि ते स्पष्टपणे पैशाची बरबादी नव्हती.
35,मी तिला माझ्यापुढे अजून काही करू देणार नव्हतो.,भविष्यात तिला माझ्यासाठी आणखी काही गोष्टी करू देऊन
36,"तिने फक्त मला गोल गोल फिरवलं, लबाडी केली आणि सर्वकाही खोटं बोली.",ती खूप प्रामाणिक होती आणि मला सर्वकाही कळवले
37,बुरीटोत बीन्स होते आणि भात कुठेही दिसला नाही.,बीन्स बुरीटोमध्ये होते आणि राइस भरपूर होता.
38,मी तरुण आहे म्हणून त्यांनी माझा फायदा घ्यायचा प्रयत्न केला.,खूप निष्पक्ष होते आणि माझा आदर केला कारण मी खूप तरुण आहे.
39,आम्ही तेथे पुरेसे पाहुणे पाठवले जे या रेस्टॉरंटमध्ये अगदी आनंदाने परतले.,आम्ही अनेक लोकांना तिथे पाठवले आहे आणि त्यांनी सर्वच रेस्टॉरनची प्रशंसा केली आहे.
40,नेहमी त्यांचा बोलण्याचा टोन असभ्य आणि नेहमी कमी दर्जाची कस्टमर सर्विस असते.,"इतकी छान कस्टमर सर्विस, ते सगळ्यांचे काळजी ऐकतात आणि त्यात त्यांची मदत करतात"
41,त्यांनी खरोखरच स्वतः च्या कस्टमर सर्व्हिस आणि जनरल अॅटिट्यूड वर काम करण्याची गरज आहे.,त्यांची कस्टमर सर्विस आणि सामान्य अॅटिट्यूड खूप चांगली आहे.
42,मी नाही जेवलो आणि आम्ही बीयर प्याला गेलो.,मी खाणे सुरू ठेवले आणि नंतर आम्ही बीयर पियायला परतलो.
43,माझं गरम सब ठंड होतं आणि मांस पाणचट होतं.,"माझे ""गरम"" सब गरम होते आणि मांस टेंडर होते."
44,जेव्हा मी पहिल्यांदा पीएचएक्समध्ये आलो होतो... होय हे मला अप्रिय वाटले.,जेव्हा मी पहिल्यांदा पीएचएक्समध्ये आलो... हो हे मला आनंददायी वाटले.
45,स्कॉट्सडेलमध्ये तुम्हाला यापेक्षा खराब निवड मिळणार नाही.,स्कॉट्सडेलमध्ये तुम्हाला एकही चांगला पर्याय आढळणार नाही.
46,मी थाई हॉट मागितले आणि खूप कमी मसाला मिळाला.,मी थाई हॉट मागितले आणि भरपूर मसाले मिळाला.
47,रात्री मी खूप आजारी होते.,त्या रात्री मला ठीक वाटले.
48,"मी उपाशी आणि अतृप्त राहिलो, पुन्हा कधीही नाही.","मी पोटभर जेवलो आणि समाधानी झालो, पुन्हा भेट देईन."
49,मी नुकतेच हे कार वॉश मधून बाहेर पडलो आणि खूप असमाधानी होतो,आताच मी कर वॉश करून आलो आणि मी खूप समाधानी झालो.
50,"एक सरासरी जेवण केलं आणि म्हणाले, ''आम्ही पुन्हा प्रयत्न करू''.","एक चांगले जेवण केले आणि म्हणाले, ""आम्ही पुन्हा प्रयत्न करू"""
51,"जेवण ठीक आहे, मी अनुभवलेली सर्वात खराब सर्विस आहे.",जेवण चांगले आहे आणि सर्विस मी आत्तापर्यंत अनुभवलेल्या सर्वोत्तम सर्विसपैकी एक आहे
52,वेडिंग ड्रेस शोधण्यासाठी हा माझा पहिला स्टॉप नव्हता.,मी वेड्डिंग ड्रेस शोदते आणि हा माझा पहिला स्टॉप होता.
53,मग त्याने ते कसे ठीक करायचं ते मला सांगायला सुरुवात केली.,नंतर त्याने माझ्यासाठी बदली दाखिल करायला सुरुवात केली.
54,या ठिकाणी जाऊ नका ते भयानक आहेत!,"या ठिकाणी जा, हे ठिकाण खूप उत्तम आहे ."
55,मला वाटतं की आम्ही किंमती विचारल्यावर ती खुश नव्हती.,ती नक्कीच आनंदित होती किंमती सांगायला.
56,एकमेव वाचवणारी कृपा ब्लॅक बीन्स होती.,"मेनूवर सर्व काही छान होत, काळे वाटण्यांसह सर्व छान होत ."
57,बराच काळ चा जुना ग्राहक गमावला.,खूप वर्षांपासूनचा एक कस्टमर जोडला.
58,"याशिवाय, इथलं जेवण खूप घाणेरडं आहे.","याशिवाय, इथे जेवण खूप छान आहे."
59,मला दुसर्‍या एका प्रॉडक्ट बद्दल उत्सुकता होती पण तो थेट निघून गेला.,मला दुसर्‍या एका प्रॉडक्ट बद्दल उत्सुकता होती आणि तो मला पूर्णपणे त्याच्याबद्दल सांगल्याचं.
60,आतापर्यंत मी खरोखर प्रभावित नाही झालो.,आता पर्यन्त मी खरंच प्रभावित झालोय.
61,माझा ग्रुपऑन फक्त दोन विंडोसाठी आहे.,माझा ग्रुपऑनचा वापर अनेक खिडक्यांसाठी आहे.
62,सेफवेने माझा व्यवसाय स्प्राउट्स आणि फ्रेश आणि ईझि ला गमावला,सेफवेने माझा व्यवसाय कमावला आहे.
63,"जेवण खूप खराब होतं, मी पुन्हा तिथे जाणार नाही.","जेवण खूप छान होत, मी तिथे परत जाईन."
64,आम्ही हे लोकेशन पुन्हा वापरणार नाही.,आम्ही ही जागा पुन्हा वापरणार.
65,हे एक भयानक ठिकाण आहे.,हे एक मस्त ठिकाण आहे.
66,पाहिल्या घास नंतर तुमची भूक पूर्णपणे नाहीशी होईल.,पहिल्या घास नंतर अजून खाण्याची इच्छा होते.
67,तुम्ही तिथे जाऊ नका जोपर्यंत तुम्हाला बकवास गोष्टी वर पैसे खर्च करायचे असतील.,तिथे जा जर तुम्हाला मूल्य हवं असेल तुमच्या पैश्यांसाठी.
68,पण तरीही ते प्रत्यक्षात स्टॉकमध्ये असू शकत नाही.,इथे नेहमी स्टॉक भरलेला असतो.
69,मालक: खूप उद्धट माणूस,मालक: एक मित्रवत व्यक्ती
70,हे ठिकाण राहण्यासाठी एक भयंकर ठिकाण आहे!,हे ठिकाण राहण्यासाठी खूप उत्तम ठिकाण आहे.
71,"हॉबी शॉपच्या नंतर, मी सोडा घेण्यासाठी थांबलो पण तो मला आवडला नाही.",हॉबी शॉपनंतर मी एक सोडा घ्याला थांबलो आणि मला खूप आवडला.
72,माझी डिश खूप खारट होती आणि गार्लिक क्रॅबची चव फारच कमी आली.,माझी डिशमध्ये परफेक्ट प्रमाणात मीठ होते आणि गार्लिक क्रॅबची चव खूप छान होती .
73,हे मिश्रित चिकन ग्रील्ड तुकड्यांच्या आकारात ठेवल्यासारखे दिसतय.,ग्रीलड चिकन एकदम परफेक्ट बनवल होतं.
74,मी वाया घालवलेल्या वेळेचे काय?,सर्विस जलद आणि चपळ होती .
75,मिलच्या आस पास चांगल्या प्रकारे हॅपी आवर्स आणि चांगल्या प्रकारे बीअर्स आहेत!,सर्वात बेस्ट हॅपी आवर्स आणि बेस्ट बीअर्स आहेत
76,खोल्या इतक्या छान नाहीत आणि जेवणही फारसे चांगले नाही.,खोल्या विशाल आहेत आणि जेवण पण छान शिजवले आहे .
77,एक्झिक्युटिव्ह शेफ गुड मॉर्निंग न बोलून बाजूने चालत जातात,एक्झिक्युटिव्ह शेफ खूप चांगले होते आणि आम्हाला वारंवार गुड मॉर्निंग बोले.
78,हे ठिकाण माझे आवडते भारतीय रेस्टॉरंट होते.,हे ठिकाण अजूनही माझे प्रिय भारतीय रेस्टॉरंटमध्ये आहे.
79,अजिबात खरा ब्राऊन सॉस नाही.,तो ब्राऊन सॉस खूप अस्सल होत.
80,माझ्याकडे खेळण्यासाठी वेळ लिमिटेड असल्यामुळे म्हणून या कोर्सला पुन्हा भेट देणार नाही.,ते आम्हाला खेळण्यासाठी पुरेसा वेळ देतात म्हणून मी इथे वारंवार येईन.
81,पण प्रत्यक्षात जे आले त्यामुळे खूप निराश झालो.,जे आले त्याबद्दल खूप आनंद झाला
82,"त्याची ""फ्री डेजर्ट"" ची ऑफर आणखी भयंकर होती.","त्याच्या ""फ्री डेझर्ट"" च्या ऑफरचे आणखी कौतुक झाले"
83,मी इतका वैतागून गेलो होतो की मी दिवसभर थांबू शकत नव्हतो.,मी इतका आनंदी होतो की मी दिवसभर थांबू शकत नव्हतो.
84,"सलाद ठीक आहे, काही खास नाही.","सॅलड छान आहेत, खरोखर काहीतरी खास."
85,एकूणच ती एक दुःखी संध्याकाळ होती.,एकंदरीत ती एक अपवादात्मक संध्याकाळ होती.
86,महिलेने माफीही मागितली नाही.,महिलेने मनापासून माफी मागितली.
87,त्या सकाळी सर्विस हळू जाईल अशी अपेक्षा होती आणि तेच होती.,"मला त्या दिवशी सकाळी सर्विस हळू असेल अशी अपेक्षा होती, पण ती आश्चर्यकारकपणे जलद होती."
88,त्याच्या कामाबद्दल अनेक तक्रारी,त्याच्या कामाबद्दल कोणतीही तक्रार नाही.
89,गार्लिक ब्रेड फिकट आणि थंड होता.,गार्लिक ब्रेड हा फ्लेवर्सयुक्त आणि गरमागरम सर्व्ह केला होता.
90,एस्प्रेसो खूप गरम होते.,एस्प्रेसो परफेक्ट तापमानात सर्व्ह केले गेले.
91,मला माहित आहे की मी हे परत पाठवायला पाहिजे होत आणि निघून जायला पाहिजे होत.,मी माझ्या ऑर्डरचा आनंद घेतला.
92,तरीही ते तुम्हाला सांगणार नाहीत.,ते तुम्हाला सांगतील.
93,मला जेवण आवडत... मात्र इथे सर्विस भयानक आहे.,मला जेवण आवडते... आणि इथली सर्विस अप्रतिम आहे.
94,गॅमेज स्वतःच मात्र इतका आश्चर्यकारक नाही.,गॅमेज स्वतः मात्र खूप आश्चर्यकारक आहे.
95,मी मेक्सिकन फूडसाठी परत खाणार नाही.,मी मेक्सिकन फूडसाठी परत येईन हे सांगण्याची गरज नाही.
96,मी पुन्हा ऑर्डर करणार नाही,मी नक्कीच पुन्हा ऑर्डर करेन.
97,"मला माझे मत देऊद्या, ही साइट त्यासाठीच आहे.","माझे मत येथे स्वीकारले गेले आहे, यामुळेच ही साइट उत्तम बनते."
98,तिने माफी मागितली नाही किंवा काहीही केले नाही.,तिने खूप माफी मागितली.
99,किंमती केवळ प्लॅन रिटेल आहेत.,किंमत किरकोळ पेक्षा चांगली आहे.
100,पण ही जागा किफायतशीर नव्हती त्यामुळे अपेक्षा वेगळी होती.,जागा अगदी अपेक्षेप्रमाणे होती.
101,कालच्या तेलासारखा वास आणि चव होती.,त्याचा वास आणि चव अप्रतिम होती.
102,"कोणास ठाऊक, तसं झाले असावं.",ते खरंच होतं.
103,बीअर सॉस जास्तीत जास्त फिकट आहे.,बिअर सॉस छान आहे.
104,बिल्डिंग स्वतःच सोडलेल्यासारखे दिसते.,इमारत वस्ती आहे.
105,आम्हाला क्रीम पॅनकेक्स आवडले नाहीत.,आम्हाला क्रीम पॅनकेक्स पण खूप आवडले.
106,मला यापेक्षा खराब अनुभव कधीच आला नाही!,मला यापेक्षा चांगला अनुभव कधीच आला नाही!
107,"नाही, मी स्कॉट्सडेल क्लबमध्ये नाही.",हा एक उत्तम क्लब होता
108,जर मी शून्य स्टार देऊ शकलो तर मी नक्की देईन.,जर मी आणखी स्टार देऊ शकलो तर मी निश्चित करेन.
109,"फक्त आता मला खरोखर भूक लागली आहे, आणि मला खरोखरच राग आला आहे.",फक्त आता माझा पोट भरले आणि मी तृप्त आहे.
110,"कॉल नाही, काहीही नाही.",त्यांनी मदतीसाठी हाक मारली.
111,माझी इच्छा आहे की मी एकापेक्षा कमी तारा देऊ शकतो.,माझी इच्छा होती अजून स्टार्स देण्याची
112,वोंटनमध्ये खरेच सारणची कमतरता होती.,वोंटन रसाळ आणि पोट भरेल आशे होते.
113,जर मी कमी स्टार देऊ शकलो तर मी देईन.,जर मी आणखी स्टार देऊ शकलो तर मी नक्की देईन.
114,ती स्वतःला स्पष्टीकरण करू शकत नाही आणि करणार नाही.,ती स्वतः च स्पष्टीकरण देऊ शकते.
115,दोनदा विचार करा -- ही जागा खूप खराब आहे.,मी इथे पुन्हा दोनदा भेट देण्याचा विचार करणार नाही.
116,मी कॉर्न खणाऱ्यानपैकी नाही.,कॉर्न खाणाऱ्या लोकांपैकी एक असल्याचा मला अभिमान आहे
117,ते नेहमी व्यस्त असते आणि रेस्टॉरंट अतिशय घाणेरडे असतं.,हे नेहमीच व्यस्त नसते आणि रेस्टॉरंट खूप स्वच्छ असते.
118,जरी मी वेडेपणाने नशेत असलो तरी मी हा पिझ्झा जबरदस्तीने खाऊ शकत नाही.,मी वेडेपणाने नशेत असलो तरीही मी हा पिझ्झा खाऊ शकतो.
119,"अ‍ॅरिझोना मूळ रहिवासी म्हणून, मी अनेक वर्षांपासून नाईलाजाने इम्प्रूव्हला जात आहे.","ऍरिझोनाचा मूळ रहिवासी म्हणून, मी अनेक वर्षांपासून आनंदाने इम्प्रूव्हला जात आहे."
120,"मी तिथे पोहोचलो, खूप उशीरा बसलो होतो, आणि मग माझा रंग निवडता आला नाही.","आम्ही तिथे पोहोचताच पटकन बसलो, मग आम्ही आनंदाने रंग निवडले."
121,"त्यामुळे, माझ्या स्थितीचा सामना करण्यासाठी मला मदत करण्यासाठी कोणतेही उपचार आणि कोणतेही औषध नाही.","तर, माझ्या स्थितीचा सामना करण्यास, अनेक उपचार आणि औषधांची मदत झाली"
122,या ठिकाणी सेवा भयंकर होती.,या ठिकाणी सर्विस अप्रतिम होती.
123,तर मी माझे पैसे परत मिळवण्यासाठी कोणाला कॉल करू.,हेल्पलाइन नंबर स्पष्टपणे नमूद केले आहेत.
124,इतका जास्त खराब शिजवलेल की ते कॅन ट्यूना माशांचे सुसंगतता होते.,चांगला शिजवलेल.
125,मी लीजमध्ये अडकलो आहे अन्यथा मी जाईन.,मी लीजमध्ये अडकलो आणि मी असलो तर मी हलणार नाही.
126,सर्विस सुरुवातीला थोडी हळू होती.,सर्विस जलद आणि प्रतिसाद देणारी होती.
127,तेव्हाच आमची वेट्रेस पाण्याने भरलेला आणखी स्टायरोफोम कप घेऊन आली.,आमची वेट्रेस पाणी घेऊन पटकन आली.
128,जेवण ठीकठाक होते आणि तुम्हाला जे मिळते त्यासाठी खूप जास्त किंमत होती.,जेवण छान आणि उत्तम किंमतीचे होते.
129,शेवटचा कॉल झाल्यावर त्यांच्या डिलिव्हरीच्या वेळा काय आहेत हे पाहणे मला आवडत नाही.,डिलिव्हरीची वेळ जलद होती.
130,फक्त मागचा टायर सीलबंद आणि भरण्यासाठी परत गेला.,परत गेले आणि त्यांनी मला भरण्यासाठी पटकन मदत केली.
131,माझ्या खूप अपेक्षा होत्या ह्या ऐनवाय स्टेप्लस कडून,माझ्या अपेक्षा ह्या ऐनवाय स्टेप्लसने पूर्ण केल्या आहेत.
132,"मला एक मेसेज द्यावा लागला, आणि त्यांनी मला परत कॉल केला नाही.",मला एक मेसेज द्यावा लागला आणि त्यांनी मला पटकन परत बोलावले.
133,वॉलमार्टच्या फ्रीझर सेक्शनमध्ये तुम्हाला जेवढे जेवण मिळते त्यापेक्षा खराब आहे.,वॉलमार्टच्या फ्रीझर सेक्शनमध्ये मिळणार्‍या जेवण पेक्षा हे जेवण छान आहे.
134,त्यांनी मला परत येण्यासाठी खूप प्रयत्न केले पण मी नकार दिला .,त्यांनी पहिल्यांदा फोन केला तेव्हा मी स्वेच्छेने परत गेलो.
135,सेक्युरीटी गार्ड वरच्या मजल्यावर येतो आणि आमच्या दारावर जोरजोरात ठोकतो आणि आम्हाला उघडण्याची मागणी करतो.,सेक्युरीटी गार्ड वरच्या मजल्यावर येतो आणि आमच्या दरवाज्यावर ठोठावतो आणि नम्रपणे विचारतो की आम्ही उघडू शकतो का
136,मला ही जागा आवडायची होती पण ती एक मोठी निराशा झाली.,मला हे ठिकाण आवडते आणि ते कालांतराने चांगले झाले आहे.
137,मला माहित नव्हते की तेथील वर्कर्स कस्टमर कडून टिपा मिळवू शकतो.,त्यांनी स्पष्टपणे सांगितले की वर्कर्सना टिप्स मिळू नयेत.
138,आणि साफसफाईची किंमत जास्त आहे.,आणि साफसफाईची किंमत योग्य आहे.
139,ते वापरलेल्या कार डीलर्सना बदनाम करतात.,ते वापरलेल्या कार्स लोकांसाठी चांगले नाव कमावतात.
140,"जेव्हा मी शेवटी तिथे होतो, तेव्हा मी खूप निराश झालो.",जेव्हा मी शेवटी तिथे होते तेव्हा मी खूप उत्साहित होते.
141,घरच्या सारखी शिजवलेली फक्‍त एक फ्रोझन पॅटी.,पॅटी प्रोफेशनल पद्धतीने शिजवली होती.
142,खूप दुःखी आहे पण मी आता परत जाणार नाही.,खूप दुःखी आहे आणि मी पुन्हा परत जात आहे.
143,ह्या शेजारच्या सर्व वॉलमार्ट मार्केट पैकी हे सर्वात खराब मार्केट आहे.,ह्या सर्वंपैकी हे वॉलमार्ट सर्वोत्तम आहे.
144,नवीन मॅनेजमेंट टीम भयानक आहे!,नवीन मॅनेजमेंट टीम उत्तम आहे.
145,तुम्ही बसलेले नसलात तर काहीही ऑर्डर करण्याचा त्रास घेऊ नका.,तुम्ही बसलेले नसाल तरीही काहीही ऑर्डर करा.
146,चांगले डेली फूड काय आहे हे देखील ते विसरले आहेत .,त्यांना माहीत आहे चांगला डेली फूड काय आहे
147,संध्याकाळ हळूहळू सुरू झाली.,संध्याकाळची सुरुवात उत्साहाने झाली.
148,"मी उत्तर दिले, ''अं... नाही मी मस्त आहे.",मी म्हणाले की सर्व काही छान आहे.
149,क्वीन बेड भयानक होता!,क्वीन बेड आरामदायक होता.
150,त्या दरम्यान मी उत्तराची वाट पाहत आहे.,उत्तर पटकन आले.
151,"अरे, मी विचारायला नको होत.",विचारण्यासाठी माझे स्वागत होते.
152,माझ्या चिमुकलीला एका सीटखाली मेलेला उंदीर सापडला.,हे ठिकाण छोटे आणि लहान मुलांसाठी स्वच्छतापूर्ण आणि साफ आहे.
153,ही जागा फक्‍त ठीक आहे.,हे ठिकाण खूप छान आहे.
154,मला असे म्हणायचेय की मी खरोखर निराश होतो.,मला म्हणायचे आहे की मी खरोखर प्रभावित झालेय.
155,हेच कारण आहे की मी कधीही परत जाणार नाही.,हेच कारण आहे की मी नेहमी परत जाईन.
156,"शिवाय, मेनूमध्ये सॉसेज किंवा बेकन नाही.","शिवाय, सॉसेज आणि बेकनचे भरपुर प्रकार आहेत."
157,शेवटी जेव्हा मॅनेजर समोर आला तेव्हा तो उद्धट आणि डिसमिसिव्ह होता!,मॅनेजर मैत्रीपूर्ण आणि सौहार्दपूर्ण होता
158,या संपूर्ण भयानक अनुभवाबद्दल माफी मागण्यासही ऑफिस अपयशी ठरले.,ऑफिसने अनुभवाबद्दल मोठ्या प्रमाणात माफी मागितली.
159,"नाही, खूप जास्त खराब.","होय, अधिक चांगल."
160,चेहर्‍यावर हसू आणि कस्टमर सर्विस नाहीत.,तिथे भरपूर चेहर्‍यावर हसू आणि क्वालिटी कस्टमर सर्विस होती.
161,तीने त्याला वेळीच उत्तर न दिल्याने त्याने तिचा फोन ठेवला.,तिने त्याला पटकन उत्तर दिले नाही तरीही तो धीराने तिची वाट पाहत होता.
162,फ्राइड राइस घाणेरडा होता आणि त्याच्यात भरपूर फालतू गोष्टी होत्या.,फ्राइड राइस छान होता आणि त्यात भरपूर होता.
163,जर तुमच अंगण दक्षिणेकडे असेल तर तुमचे नशीब नाही.,जर तुमच अंगण दक्षिणेकडे असेल तर तुम्ही भाग्यवान आहात.
164,शिवाय त्या माणसाला कम्प्युटर कसे चालवायचे हे देखील माहित नव्हत.,ह्याशिवाय त्या माणसाला कम्प्युटर कसा वापरायचा हे देखील माहित होता.
165,एकूण: माझा बिझनेस आणि चांगल्या लोकल कॅमेरा ठिकाणाची शिफारीश गमावली.,एकूण: माझा बिझनेस आणि चांगल्या लोकल कॅमेरा ठिकाणाची शिफारीश मिळवली.
166,"ते खूप विचित्र होते, मी तिला विचारले की ती जोक करतेय का?",ते इतके विनोदी होते की मी तिला विचारले की ती जोक करतेय का?
167,"जेवण उत्तम प्रकारे मध्यम दर्जाचे होते, खूप तेलकट होतं आणि चांगले शिजवलेले नव्हते.","जेवण छान होत, खूप तेलकट नाही आणि चांगले शिजलेले होतं."
168,"जेवण थंड अजूनही फ्रोझन होते, मी रिब्स घेतले","जेवण गरम आणि ताजे होते, मी रिब्स घेतले."
169,"गजबजलेला नव्हता, काही फरक पडत नाही.","गजबजलेलं होता, पण काही फरक पडत नाही."
170,बाथरूम एरिया काही खास नाही.,बाथरूम एरिया काही खास आहे.
171,त्याला सापडलेली ही खोली पण धूम्रपानाचे वासाने भरली होती!,त्याला सापडलेली खोली ताजी वाटत होती!
172,बफेच्या तुलनेत तेथील जेवण देखील चांगले नाही.,बफेच्या तुलनेत तेथील जेवण मस्त आहे.
173,म्हणून मी माझा बिझनेस दुसरीकडे नेला.,म्हणून मी इथे माझा बिझनेस चालू ठेवला.
174,प्रदर्शन c: आणखी विद्यार्थी सर्विस साठी लोक नाहीत.,प्रदर्शन c: विद्यार्थी सर्विस साठी लोक छान आहेत.
175,जुन्या आवडत्याकडून खूप निराशाजनक.,जुन्या आवडत्या कडून खूप समाधानी आहे .
176,हे दिसून येते कारण शनिवारी रात्री फार प्रतीक्षा नव्हती.,ते शनिवार रात्री खूप गर्दी असूनही कमी वाट पाहण्याची वेळ असल्याने दाखवल.
177,त्झात्झिकी सॉस मध्ये डिल खूप जास्त होता,त्झात्झिकी सॉस मध्ये डिल योग्य प्रमाणात होता
178,मांसचा टेक्स्टचर दिसण्यात आणि चविला बरोबर नव्हता.,मांसचा टेक्स्टचर एकदम पर्फेक्ट होता.
179,मी पुन्हा कधीही ह्या सलूनला जाणार नाही .,मी नक्कीच पुन्हा सलूनला जाईन.
180,त्यांना फक्त एक स्टार मिळाला कारण तुम्हाला रेटिंग देणे आवश्यक आहे.,त्यांना पाच स्टार्स मिळाले
181,मी पुन्हा तिथे जाणार नाही.,मी तिथे पुन्हा भेट देईन.
182,मी ज्याच्याशी बोललो तो आतापर्यंतचा सर्वात उद्धट माणूस होता.,मी ज्यांच्याशी बोललो ती आतापर्यंतची सर्वात विनम्र व्यक्ती होती.
183,त्यांचे बाकीचे जेवण खाण्यायोग्य आहे परंतु त्यांचे वर्कर्स आणि सर्विस भयानक आहेत.,जेवण उत्तम आहे आणि त्यांचे वर्कर्स आणि सर्विस सर्वोत्तम आहेत.
184,जेवणा बदल बोलायचे झाले तर ते कधीच खाल्ले नाही.,जेवणा बदल बोलायचे झाले तर ते छान होत.
185,"मात्र , तंत्रज्ञानाने मला याबद्दल काही पण सांगितल नाही.","मात्र, तंत्रज्ञाने मला याबद्दल सर्व काही समजावून सांगितले"
186,मी बे एरियाचा असून ही एक निराशा आणि जास्त किमतीचे होत.,मी बे एरियाचा असून हे एक सुखद आश्चर्य आणि चांगल्या किमतीचे होते.
187,माझ्या आईने बेचव तेरीयाकी चिकन बेंटो बॉक्स मागवला आणि मी भयानक साशिमी बॉक्स मागवला.,माझ्या आईने स्वादिष्ट तेरीयाकी चिकन बेंटो बॉक्स मागवला आणि मी एकसारखाच चविष्ट साशिमी बॉक्स मागवला.
